Tale,Characters,TaleOccurrenceFrequency,RelationFrequency
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bett, Nacht",1,8
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Müller",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meister, Esel",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meister, Leute",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Weg, Haus",1,8
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Junge, Haustür",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Kraut",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Fuchs, Haus",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Stück",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stube, Gast",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Zeit",1,6
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Wagen",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Herz, Alte",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Sprache",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sprache, Tisch",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Reihe, Meister",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bett, Koch",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Brief, Abend",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Zeit, Holz",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Milch, Ziege",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Hand, Tier",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Haustür",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Nacht, Ecke",1,1
37. Daumesdick .,"Daumesdick, Mann",6,6
37. Daumesdick .,"Vater, Daumesdick",5,5
37. Daumesdick .,"Daumesdick, Ohr",4,4
37. Daumesdick .,"Weg, Daumesdick",3,3
37. Daumesdick .,"Magd, Bett",3,4
37. Daumesdick .,"Daumesdick, Bett",3,3
37. Daumesdick .,"Daumesdick, Wolf",3,3
37. Daumesdick .,"Pferd, Wagen",3,6
37. Daumesdick .,"Daumesdick, Pfarrer",3,3
37. Daumesdick .,"Vater, Ohr",3,4
37. Daumesdick .,"Vater, Mann",3,12
37. Daumesdick .,"Bauer, Mann",2,4
37. Daumesdick .,"Vater, Pferd",2,4
37. Daumesdick .,"Daumesdick, Pferd",2,2
37. Daumesdick .,"Frau, Sense",2,2
37. Daumesdick .,"Wald, Holz",2,10
37. Daumesdick .,"Daumesdick, Kuh",2,2
37. Daumesdick .,"Daumesdick, Welt",2,2
37. Daumesdick .,"Daumesdick, Stück",2,2
37. Daumesdick .,"Daumesdick, Bauer",2,2
37. Daumesdick .,"Bauer, Ohr",2,2
37. Daumesdick .,"Ohr, Wagen",2,2
37. Daumesdick .,"Wald, Wagen",2,2
37. Daumesdick .,"'nein, Mann",2,5
37. Daumesdick .,"Daumesdick, Wagen",2,2
37. Daumesdick .,"Wagen, Holz",2,2
37. Daumesdick .,"Vater, Kammer",2,4
37. Daumesdick .,"Frau, Mann",2,70
37. Daumesdick .,"Daumesdick, Geld",2,2
37. Daumesdick .,"Wolf, Mann",2,3
37. Daumesdick .,"Weg, Mann",2,7
37. Daumesdick .,"Wald, Pferd",2,6
37. Daumesdick .,"'nein, Daumesdick",2,2
37. Daumesdick .,"Pfarrer, Kuh",2,2
37. Daumesdick .,"Geld, Mann",2,8
37. Daumesdick .,"Pferd, Holz",2,2
37. Daumesdick .,"Vater, Bauer",2,2
37. Daumesdick .,"Sense, Mann",2,2
37. Daumesdick .,"Ohr, Mann",2,4
37. Daumesdick .,"Frau, Kind",2,46
37. Daumesdick .,"Ohr, Pferd",2,2
37. Daumesdick .,"Vater, Welt",2,11
37. Daumesdick .,"Daumesdick, Magd",2,2
37. Daumesdick .,"Frau, Wolf",2,8
37. Daumesdick .,"Vater, Wagen",2,3
37. Daumesdick .,"Daumesdick, Stimme",2,2
37. Daumesdick .,"Sense, Wolf",2,2
37. Daumesdick .,"Vater, Mutter",2,20
37. Daumesdick .,"Daumesdick, Kind",2,2
37. Daumesdick .,"Daumesdick, Kammer",2,2
37. Daumesdick .,"Herz, Kind",1,15
37. Daumesdick .,"Daumesdick, Hand",1,1
37. Daumesdick .,"'nein, Welt",1,3
37. Daumesdick .,"Hand, Bett",1,3
37. Daumesdick .,"Kammer, Wolf",1,2
37. Daumesdick .,"Ding, Pferd",1,1
37. Daumesdick .,"Wald, Ding",1,1
37. Daumesdick .,"Vater, Frau",1,11
37. Daumesdick .,"Meister, Mann",1,2
37. Daumesdick .,"Bauer, Welt",1,2
37. Daumesdick .,"Weg, Bauer",1,2
37. Daumesdick .,"Weg, Tür",1,1
37. Daumesdick .,"Frau, Abend",1,6
37. Daumesdick .,"Frau, Feuer",1,5
37. Daumesdick .,"Stück, Mann",1,6
37. Daumesdick .,"'siehst, Pferd",1,1
37. Daumesdick .,"Freude, Mann",1,6
37. Daumesdick .,"Daumesdick, Stube",1,1
37. Daumesdick .,"Kuh, Eltern",1,1
37. Daumesdick .,"Stimme, Wolf",1,3
37. Daumesdick .,"Gott, Stall",1,1
37. Daumesdick .,"Ohr, Auge",1,3
37. Daumesdick .,"Weg, Pferd",1,7
37. Daumesdick .,"Freude, Sprache",1,3
37. Daumesdick .,"Vater, Sense",1,2
37. Daumesdick .,"Nacht, Wolf",1,2
37. Daumesdick .,"Daumesdick, Auge",1,1
37. Daumesdick .,"Mutter, Kammer",1,2
37. Daumesdick .,"Herd, Abend",1,2
37. Daumesdick .,"Tag, Eltern",1,6
37. Daumesdick .,"Daumesdick, Holz",1,1
37. Daumesdick .,"Kind, Stimme",1,3
37. Daumesdick .,"Ohr, Holz",1,1
37. Daumesdick .,"Wagen, Mann",1,2
37. Daumesdick .,"Wagen, Tag",1,1
37. Daumesdick .,"Daumesdick, Zeit",1,1
37. Daumesdick .,"Ding, Fuhrmann",1,1
37. Daumesdick .,"Ohr, Tag",1,1
37. Daumesdick .,"Ohr, Meister",1,1
37. Daumesdick .,"Wolf, Kopf",1,1
37. Daumesdick .,"Geist, Fuß",1,1
37. Daumesdick .,"Vater, Stück",1,4
37. Daumesdick .,"Bauch, Welt",1,1
37. Daumesdick .,"Vater, Eltern",1,1
37. Daumesdick .,"Ohr, Geld",1,1
37. Daumesdick .,"Daumesdick, Schrecken",1,1
37. Daumesdick .,"Tür, Bett",1,2
37. Daumesdick .,"Milch, Nacht",1,1
37. Daumesdick .,"Weg, Ohr",1,1
37. Daumesdick .,"Wald, Zeit",1,6
37. Daumesdick .,"Silber, Mann",1,1
37. Daumesdick .,"Pferd, Zeit",1,2
37. Daumesdick .,"Vater, Stimme",1,1
37. Daumesdick .,"Weg, Meister",1,2
37. Daumesdick .,"Erde, Stimme",1,1
37. Daumesdick .,"Vater, Gold",1,3
37. Daumesdick .,"Bauer, Geld",1,10
37. Daumesdick .,"Geld, Glück",1,4
37. Daumesdick .,"Weg, Bett",1,1
37. Daumesdick .,"Zeit, Mann",1,13
37. Daumesdick .,"Magd, Stimme",1,1
37. Daumesdick .,"Frau, Haus",1,27
37. Daumesdick .,"Meister, Holz",1,2
37. Daumesdick .,"Licht, Türe",1,1
37. Daumesdick .,"Kind, Haus",1,19
37. Daumesdick .,"Daumesdick, 'siehst",1,1
37. Daumesdick .,"Wald, Mutter",1,7
37. Daumesdick .,"Daumesdick, Eltern",1,1
37. Daumesdick .,"Nacht, Kuh",1,1
37. Daumesdick .,"Freude, Frau",1,8
37. Daumesdick .,"Schrecken, Tür",1,1
37. Daumesdick .,"Zeit, Holz",1,3
37. Daumesdick .,"Daumesdick, Tag",1,1
37. Daumesdick .,"Welt, Mann",1,10
37. Daumesdick .,"Stall, Kuh",1,2
37. Daumesdick .,"Wald, Daumesdick",1,1
37. Daumesdick .,"Vater, Kind",1,20
37. Daumesdick .,"Pfarrer, Geist",1,1
37. Daumesdick .,"Tür, Magd",1,1
37. Daumesdick .,"Freude, Sense",1,1
37. Daumesdick .,"Silber, Geld",1,1
37. Daumesdick .,"Stück, Bauer",1,1
37. Daumesdick .,"Pfarrer, Mann",1,3
37. Daumesdick .,"'nein, Ohr",1,1
37. Daumesdick .,"Tag, Holz",1,4
37. Daumesdick .,"Gott, Herr",1,6
37. Daumesdick .,"Freude, Wolf",1,2
37. Daumesdick .,"Wald, Mann",1,15
37. Daumesdick .,"Daumesdick, Kochin",1,1
37. Daumesdick .,"Mutter, Tag",1,7
37. Daumesdick .,"Vater, Bauch",1,1
37. Daumesdick .,"Pfarrer, Kammer",1,1
37. Daumesdick .,"Bauer, Meister",1,1
37. Daumesdick .,"Vater, Strohhalm",1,1
37. Daumesdick .,"'siehst, Wagen",1,1
37. Daumesdick .,"Daumesdick, Frau",1,1
37. Daumesdick .,"Ding, Kind",1,3
37. Daumesdick .,"Vater, 'nein",1,2
37. Daumesdick .,"Bauch, Daumesdick",1,1
37. Daumesdick .,"Abend, Herr",1,2
37. Daumesdick .,"'nein, Kopf",1,1
37. Daumesdick .,"Weg, Magd",1,1
37. Daumesdick .,"Daumesdick, Sense",1,1
37. Daumesdick .,"Silber, Pfarrer",1,1
37. Daumesdick .,"'siehst, Strohhalm",1,1
37. Daumesdick .,"Stück, Tür",1,1
37. Daumesdick .,"Welt, Ohr",1,3
37. Daumesdick .,"Vater, Wolf",1,2
37. Daumesdick .,"Wagen, Strohhalm",1,1
37. Daumesdick .,"Vater, Wald",1,11
37. Daumesdick .,"Bett, Auge",1,5
37. Daumesdick .,"Magd, Nacht",1,1
37. Daumesdick .,"Wald, Weg",1,25
37. Daumesdick .,"Zeit, Wagen",1,1
37. Daumesdick .,"Leute, Wolf",1,2
37. Daumesdick .,"Pferd, Fuhrmann",1,5
37. Daumesdick .,"Stall, Herr",1,2
37. Daumesdick .,"Herz, Haus",1,7
37. Daumesdick .,"Gold, Bauer",1,1
37. Daumesdick .,"Mutter, Pferd",1,1
37. Daumesdick .,"Sense, Kind",1,1
37. Daumesdick .,"Kuh, Stimme",1,2
37. Daumesdick .,"Vater, Tag",1,6
37. Daumesdick .,"Wagen, Meister",1,2
37. Daumesdick .,"Kammer, Mann",1,2
37. Daumesdick .,"Magd, Tag",1,1
37. Daumesdick .,"Pfarrer, Herr",1,4
37. Daumesdick .,"Welt, Geld",1,1
37. Daumesdick .,"Frau, Stimme",1,1
37. Daumesdick .,"Pfarrer, Stall",1,1
37. Daumesdick .,"Weg, Wagen",1,2
37. Daumesdick .,"Vater, Holz",1,3
37. Daumesdick .,"Daumesdick, Sprache",1,1
37. Daumesdick .,"Ding, Holz",1,1
37. Daumesdick .,"Magd, Jäger",1,1
37. Daumesdick .,"Bauer, Holz",1,1
37. Daumesdick .,"Stück, Hand",1,3
37. Daumesdick .,"Weg, Stück",1,12
37. Daumesdick .,"Freude, Kammer",1,3
37. Daumesdick .,"Ding, Auge",1,1
37. Daumesdick .,"Pfarrer, Fuß",1,4
37. Daumesdick .,"Kuh, Fuß",1,1
37. Daumesdick .,"Sense, Sprache",1,1
37. Daumesdick .,"Vater, Kuchen",1,2
37. Daumesdick .,"Wald, Fuhrmann",1,1
37. Daumesdick .,"Daumesdick, Strohhalm",1,1
37. Daumesdick .,"Schrecken, Magd",1,1
37. Daumesdick .,"Meister, Tag",1,3
37. Daumesdick .,"Ecke, Mann",1,3
37. Daumesdick .,"Welt, Eltern",1,1
37. Daumesdick .,"'guten, Abend",1,10
37. Daumesdick .,"Weg, Tag",1,11
37. Daumesdick .,"Pfarrer, Geld",1,1
37. Daumesdick .,"'nein, Vogel",1,1
37. Daumesdick .,"Freude, Stimme",1,1
37. Daumesdick .,"Daumesdick, Vogel",1,1
37. Daumesdick .,"Pferd, Meister",1,1
37. Daumesdick .,"Mann, Kopf",1,6
37. Daumesdick .,"'guten, Herr",1,2
37. Daumesdick .,"Frau, Herd",1,2
37. Daumesdick .,"Messer, Wolf",1,2
37. Daumesdick .,"Vater, Geld",1,2
37. Daumesdick .,"Silber, Daumesdick",1,1
37. Daumesdick .,"Kammer, Sprache",1,1
37. Daumesdick .,"'siehst, Ohr",1,1
37. Daumesdick .,"'nein, Gold",1,1
37. Daumesdick .,"'nein, Stück",1,1
37. Daumesdick .,"Ei, Wolf",1,2
37. Daumesdick .,"Gold, Daumesdick",1,1
37. Daumesdick .,"Ohr, Bett",1,2
37. Daumesdick .,"Vogel, Kopf",1,2
37. Daumesdick .,"Ding, Wagen",1,1
37. Daumesdick .,"Nacht, Stimme",1,2
37. Daumesdick .,"Stück, Schrecken",1,1
37. Daumesdick .,"Daumesdick, Meister",1,1
37. Daumesdick .,"Stube, Kochin",1,1
37. Daumesdick .,"'nein, Bauer",1,1
37. Daumesdick .,"Mutter, Mann",1,4
37. Daumesdick .,"Mutter, Bauer",1,2
37. Daumesdick .,"Stück, Ohr",1,1
37. Daumesdick .,"Stück, Magd",1,1
37. Daumesdick .,"Weg, Mutter",1,4
37. Daumesdick .,"Gold, Welt",1,5
37. Daumesdick .,"Ohr, Magd",1,1
37. Daumesdick .,"Schrecken, Hand",1,1
37. Daumesdick .,"Stück, Welt",1,2
37. Daumesdick .,"Weg, Schrecken",1,1
37. Daumesdick .,"Vater, Sprache",1,6
37. Daumesdick .,"Vater, Haus",1,11
37. Daumesdick .,"Milch, Magd",1,1
37. Daumesdick .,"Milch, Stimme",1,1
37. Daumesdick .,"Mutter, Wagen",1,3
37. Daumesdick .,"Vater, Wurst",1,1
37. Daumesdick .,"Frau, Sprache",1,10
37. Daumesdick .,"Daumesdick, Geist",1,1
37. Daumesdick .,"'nein, Geld",1,1
37. Daumesdick .,"Sense, Axt",1,1
37. Daumesdick .,"Daumesdick, Tür",1,1
37. Daumesdick .,"Feuer, Abend",1,5
37. Daumesdick .,"Magd, Licht",1,1
37. Daumesdick .,"Kuchen, Haus",1,1
37. Daumesdick .,"Gold, Ohr",1,1
37. Daumesdick .,"Weg, Kopf",1,3
37. Daumesdick .,"Bett, Stube",1,3
37. Daumesdick .,"Wald, Tag",1,17
37. Daumesdick .,"Bauch, Eltern",1,1
37. Daumesdick .,"Wald, Meister",1,3
37. Daumesdick .,"Zeit, Meister",1,2
37. Daumesdick .,"Geist, Kuh",1,1
37. Daumesdick .,"Feuer, Herd",1,4
37. Daumesdick .,"Frau, Axt",1,1
37. Daumesdick .,"Vater, Meister",1,3
37. Daumesdick .,"Welt, Kuh",1,1
37. Daumesdick .,"Kind, Mann",1,21
37. Daumesdick .,"Mann, Holz",1,2
37. Daumesdick .,"Freude, Kind",1,7
37. Daumesdick .,"Bauer, Pferd",1,3
37. Daumesdick .,"Vater, Weg",1,5
37. Daumesdick .,"Stück, Bett",1,1
37. Daumesdick .,"Gold, Mann",1,8
37. Daumesdick .,"Bauer, Zeit",1,3
37. Daumesdick .,"Daumesdick, Fuß",1,1
37. Daumesdick .,"Vogel, Mann",1,9
37. Daumesdick .,"Wald, Bauer",1,2
37. Daumesdick .,"Pferd, Tag",1,2
37. Daumesdick .,"Kammer, Stimme",1,1
37. Daumesdick .,"Weg, 'nein",1,3
37. Daumesdick .,"Daumesdick, Erde",1,1
37. Daumesdick .,"Frau, Kammer",1,5
37. Daumesdick .,"Sprache, Kind",1,6
37. Daumesdick .,"Sprache, Wolf",1,5
37. Daumesdick .,"Gold, Geld",1,4
37. Daumesdick .,"Mutter, Zeit",1,4
37. Daumesdick .,"Gott, Kuh",1,1
37. Daumesdick .,"Stimme, Mann",1,1
37. Daumesdick .,"Zeit, Tag",1,13
37. Daumesdick .,"Weg, Zeit",1,4
37. Daumesdick .,"Kind, Wolf",1,5
37. Daumesdick .,"Ei, Leute",1,1
37. Daumesdick .,"Wurst, Kuchen",1,1
37. Daumesdick .,"Bauer, Tag",1,6
37. Daumesdick .,"Bauer, Wagen",1,1
37. Daumesdick .,"Tag, Mann",1,15
37. Daumesdick .,"Daumesdick, Freude",1,1
37. Daumesdick .,"Weg, Vogel",1,5
37. Daumesdick .,"Kuh, Herr",1,2
37. Daumesdick .,"Messer, Kopf",1,1
37. Daumesdick .,"Vater, Freude",1,7
37. Daumesdick .,"Bauch, Kuh",1,1
37. Daumesdick .,"Vater, Kuh",1,1
37. Daumesdick .,"Mutter, Meister",1,1
37. Daumesdick .,"Tür, Hand",1,1
37. Daumesdick .,"Axt, Mann",1,2
37. Daumesdick .,"Sense, Kammer",1,1
37. Daumesdick .,"Sense, Stimme",1,1
37. Daumesdick .,"Ohr, Zeit",1,2
37. Daumesdick .,"Sprache, Stimme",1,1
37. Daumesdick .,"Weg, Holz",1,2
37. Daumesdick .,"Mutter, Ohr",1,1
37. Daumesdick .,"Vater, Zeit",1,10
37. Daumesdick .,"Daumesdick, Kopf",1,1
37. Daumesdick .,"Kind, Auge",1,8
37. Daumesdick .,"Pferd, Strohhalm",1,1
37. Daumesdick .,"Sprache, Mann",1,10
37. Daumesdick .,"Fuhrmann, Holz",1,1
37. Daumesdick .,"Mutter, Daumesdick",1,1
37. Daumesdick .,"Stück, Geld",1,3
37. Daumesdick .,"Bett, Kochin",1,1
37. Daumesdick .,"Bett, Tag",1,5
37. Daumesdick .,"Kammer, Kind",1,4
37. Daumesdick .,"Schrecken, Bett",1,1
37. Daumesdick .,"Bein, Glück",1,1
37. Daumesdick .,"Wurst, Haus",1,2
37. Daumesdick .,"Wolf, Axt",1,1
37. Daumesdick .,"Pferd, Mann",1,6
37. Daumesdick .,"Weg, Hand",1,2
37. Daumesdick .,"Fuhrmann, Wagen",1,4
37. Daumesdick .,"Hand, Magd",1,2
37. Daumesdick .,"Welt, Ding",1,4
37. Daumesdick .,"Milch, Kuh",1,5
37. Daumesdick .,"Mutter, Holz",1,5
37. Daumesdick .,"Gott, Pfarrer",1,2
37. Daumesdick .,"Magd, Auge",1,1
37. Daumesdick .,"Gold, Stück",1,3
37. Daumesdick .,"Vater, 'siehst",1,2
37. Daumesdick .,"Licht, Jäger",1,1
37. Daumesdick .,"Frau, Herz",1,15
37. Daumesdick .,"Wald, Ohr",1,1
37. Daumesdick .,"Ohr, Strohhalm",1,1
37. Daumesdick .,"Magd, Kuh",1,2
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Herr",10,19
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Frau",9,9
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Katze",5,5
38. Die Hochzeit der Frau Füchsin .,"Katze, Herr",5,10
38. Die Hochzeit der Frau Füchsin .,"Katze, Frau",5,7
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Frau",5,10
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Fuchs",4,4
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Herr",4,4
38. Die Hochzeit der Frau Füchsin .,"Frau, Herr",4,9
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Katze",3,8
38. Die Hochzeit der Frau Füchsin .,"Frau, Magd",3,4
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Türe",3,4
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Magd",3,3
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Schwanz",3,9
38. Die Hochzeit der Frau Füchsin .,"Katze, Freier",3,3
38. Die Hochzeit der Frau Füchsin .,"Katze, Magd",3,3
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Freier",3,3
38. Die Hochzeit der Frau Füchsin .,"Freier, Herr",2,2
38. Die Hochzeit der Frau Füchsin .,"Kammer, Herr",2,7
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Haus",2,2
38. Die Hochzeit der Frau Füchsin .,"Hochzeit, Herr",2,3
38. Die Hochzeit der Frau Füchsin .,"Katze, Wolf",2,4
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Hochzeit",2,2
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Türe",2,2
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Freier",2,2
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Hochzeit",2,2
38. Die Hochzeit der Frau Füchsin .,"Frau, Türe",2,9
38. Die Hochzeit der Frau Füchsin .,"Frau, Wolf",2,8
38. Die Hochzeit der Frau Füchsin .,"Türe, Herr",2,10
38. Die Hochzeit der Frau Füchsin .,"Frau, Schwanz",2,2
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Kammer",2,3
38. Die Hochzeit der Frau Füchsin .,"Hochzeit, Frau",2,8
38. Die Hochzeit der Frau Füchsin .,"Magd, Herr",2,5
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Wolf",2,2
38. Die Hochzeit der Frau Füchsin .,"Herr, Gast",2,8
38. Die Hochzeit der Frau Füchsin .,"Frau, Haus",2,27
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Magd",2,2
38. Die Hochzeit der Frau Füchsin .,"Hund, Hase",1,2
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Schwanz",1,1
38. Die Hochzeit der Frau Füchsin .,"Wolf, Haus",1,5
38. Die Hochzeit der Frau Füchsin .,"Butter, Gast",1,1
38. Die Hochzeit der Frau Füchsin .,"Freier, Magd",1,1
38. Die Hochzeit der Frau Füchsin .,"Katze, Türe",1,3
38. Die Hochzeit der Frau Füchsin .,"Milch, Herr",1,1
38. Die Hochzeit der Frau Füchsin .,"Freier, Wolf",1,1
38. Die Hochzeit der Frau Füchsin .,"Schwanz, Herr",1,2
38. Die Hochzeit der Frau Füchsin .,"Tor, Herr",1,1
38. Die Hochzeit der Frau Füchsin .,"Kammer, Herd",1,1
38. Die Hochzeit der Frau Füchsin .,"Schwanz, Türe",1,2
38. Die Hochzeit der Frau Füchsin .,"Tor, Türe",1,1
38. Die Hochzeit der Frau Füchsin .,"Magd, Kammer",1,1
38. Die Hochzeit der Frau Füchsin .,"Freier, Kind",1,1
38. Die Hochzeit der Frau Füchsin .,"Hund, Wolf",1,5
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Kammer",1,1
38. Die Hochzeit der Frau Füchsin .,"Magd, Herd",1,1
38. Die Hochzeit der Frau Füchsin .,"Freier, Türe",1,2
38. Die Hochzeit der Frau Füchsin .,"Löwe, Wolf",1,9
38. Die Hochzeit der Frau Füchsin .,"Magd, Türe",1,2
38. Die Hochzeit der Frau Füchsin .,"Bier, Herr",1,1
38. Die Hochzeit der Frau Füchsin .,"Hirsch, Hund",1,1
38. Die Hochzeit der Frau Füchsin .,"Löwe, Hase",1,11
38. Die Hochzeit der Frau Füchsin .,"Treppe, Mann",1,6
38. Die Hochzeit der Frau Füchsin .,"Hirsch, Wolf",1,2
38. Die Hochzeit der Frau Füchsin .,"Magd, Wolf",1,1
38. Die Hochzeit der Frau Füchsin .,"Magd, Haustür",1,1
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Kind",1,1
38. Die Hochzeit der Frau Füchsin .,"Wolf, Türe",1,5
38. Die Hochzeit der Frau Füchsin .,"Löwe, Hund",1,1
38. Die Hochzeit der Frau Füchsin .,"Katze, Freude",1,1
38. Die Hochzeit der Frau Füchsin .,"'er, Fuchs",1,2
38. Die Hochzeit der Frau Füchsin .,"Milch, Gast",1,1
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Haustür",1,1
38. Die Hochzeit der Frau Füchsin .,"Wolf, Herr",1,6
38. Die Hochzeit der Frau Füchsin .,"Freier, Frau",1,1
38. Die Hochzeit der Frau Füchsin .,"Hochzeit, Haus",1,1
38. Die Hochzeit der Frau Füchsin .,"Frau, Tag",1,12
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Haus",1,5
38. Die Hochzeit der Frau Füchsin .,"'er, Katze",1,4
38. Die Hochzeit der Frau Füchsin .,"Füchsin, Herd",1,1
38. Die Hochzeit der Frau Füchsin .,"Frau, Kammer",1,5
38. Die Hochzeit der Frau Füchsin .,"Katze, Kammer",1,1
38. Die Hochzeit der Frau Füchsin .,"Hirsch, Hase",1,1
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Stube",1,1
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Tor",1,1
38. Die Hochzeit der Frau Füchsin .,"Fuchs, Wolf",1,27
38. Die Hochzeit der Frau Füchsin .,"Bier, Gast",1,1
38. Die Hochzeit der Frau Füchsin .,"Hirsch, Löwe",1,2
38. Die Hochzeit der Frau Füchsin .,"Katze, Herd",1,2
38. Die Hochzeit der Frau Füchsin .,"Frau, Herd",1,2
38. Die Hochzeit der Frau Füchsin .,"Katze, Haus",1,5
38. Die Hochzeit der Frau Füchsin .,"Bier, Butter",1,1
