Tale,Characters,TaleOccurrenceFrequency,RelationFrequency
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Herz, Wein",2,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Nacht",2,6
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Tier",2,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Ding",2,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sack, Gast",2,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stube, Deck",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Deck",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Ding",2,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Zeit",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Gesicht",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Reihe, Tag",2,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Stube",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Kopf",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Ziege",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Gold",2,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Stall",2,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Sack",2,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Alte",2,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stall, Esel",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Deck",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Fremde, Esel",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Wein",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Blatt",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Müller, Esel",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Herz, Deck",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Junge",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stall, Tier",2,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gold, Tier",2,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Erde, Esel",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Morgen, Tischchen",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Sohn",2,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stall, Sohn",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ding, Sack",2,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Reihe",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gold, Erde",2,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gold, Esel",2,6
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stall, Blatt",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Meister",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stube, Müller",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Tier",2,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Tischchen",2,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Tier",1,6
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Jahr",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Hand",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ranzen, Welt",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Erde",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Zeit, Meister",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Herz, Sohn",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ei, Esel",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Hand, Esel",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Zeit",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Weg, Welt",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Fremde",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Esel, Kunst",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wand, Ding",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Morgen, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ding, Nacht",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Erde, Fremde",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wagen, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Hand, Stall",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Gesicht",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Herz, Feld",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Weg, Tischchen",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","'nein, Gast",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Auge, Gesicht",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Stube",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Erde",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Wein",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Stube",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stück, Erde",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Baum",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Rock, Meister",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gnade, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Reihe, Leute",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ding, Gast",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Herr",1,12
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Haus, Kopf",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Ohr",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Hand",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Nacht, Gast",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Welt",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Fuchs, Tier",1,8
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Messer, Tüchlein",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Morgen, Esel",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Freude",1,7
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Erde, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Gnade",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Alte, Müller",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Messer",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wand, Junge",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Wand",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Ohr",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wand, Ecke",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Zeit, Abend",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Fuchs, Gesicht",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Nacht",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wagen, Meister",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Jahr, Wagen",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Baum, Sack",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tüchlein, Wein",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Nacht, Esel",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Auge",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Haustür",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Koch",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Esel",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Ei",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meh, Haus",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Müller",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ohr, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Erde, Tier",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Holz",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Vater",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stück, Sohn",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Arbeit",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Erde, Baum",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stall, Gast",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Müller",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ding, Ohr",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Alte, Junge",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Alte",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Rock, Reihe",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gesicht, Kopf",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Brief, Wirt",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ei, Gast",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gold, Meister",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Gnade",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Deck, Tisch",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wand, Bett",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Stall",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Morgen, Stall",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Fremde, Tier",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Ecke",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Weg, Kopf",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Tag",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Junge",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Tisch",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Baum",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Messer, Herz",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Morgen, Vater",1,6
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Tischchen",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wand, Geselle",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wand, Ziege",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Koch",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Esel",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Haus",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wein, Alte",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Kopf",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stück, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Abend",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gold, Fremde",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wagen, Esel",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ding, Koch",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Müller",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Herz",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Bett",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Reihe, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sack, Esel",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ei, Stall",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Esel, Auge",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Haus",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wand, Nacht",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ranzen, Tisch",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Weg, Ziege",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meister, Sohn",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Welt",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Ecke",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Leute, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Tag",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ding, Bett",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bett, Ecke",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Auge",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wald, Tischchen",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tüchlein, Herz",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stube, Tisch",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gold, Welt",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Brief, Bruder",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Blatt",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","'nein, Mund",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Fremde, Auge",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Mund, Gast",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Zeit",1,7
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Esel",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sohn, Haus",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Weg, Gesicht",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Meister",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Rock, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sack, Tag",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Haus, Auge",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stück, Baum",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Tüchlein",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meister, Tag",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Ding",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Jahr, Meister",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Tier",1,8
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Müller",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Sohn",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Messer, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Meh",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Meh",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tüchlein, Deck",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meh, Gesicht",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Gold",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Geselle, Gnade",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Messer, Wein",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gold, Müller",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Bruder",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meh, Kopf",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Stall",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Leute, Tag",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Arbeit, Sohn",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Erde, Sohn",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gnade, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Abend",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Nacht, Haus",1,9
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Müller, Gesicht",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Weg, Meh",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Bruder",1,13
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Stall, Nacht",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Jahr, Sack",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Tier",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Wiese",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Kraut, Tag",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Hand",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Kopf",1,7
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ding, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Koch, Ecke",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Auge",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Gold, Herr",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Messer, Gast",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Gast",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Arbeit, Meister",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Hand, Kopf",1,7
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Hand",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Leute",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ding, Ecke",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Zeit, Sohn",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Nacht",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wiese, Feld",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Rock, Tag",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Fremde",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Zeit",1,10
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Meister",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Freude",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Gesicht",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meister, Holz",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Haus",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meh, Tier",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Rock, Leute",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Meister, Müller",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Reihe, Kraut",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Weg, Tier",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Junge",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Meister",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Haus, Gesicht",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wald, Feld",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Bett",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Feld",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sprache, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Müller, Junge",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Ding",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Meister",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Fuchs, Bruder",1,5
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Alte",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wiese, Herz",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Freude, Sohn",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tischchen, Tisch",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ei, Nacht",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Welt",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Jahr, Esel",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Morgen, Geselle",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Tier, Kunst",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wald, Herz",1,12
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Nacht, Koch",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Morgen, Ziege",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Deck, Gast",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Vater, Welt",1,11
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Esel",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ohr, Sack",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Esel, Gast",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Bruder, Gesicht",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wand, Koch",1,4
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Gast",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wein, Sohn",1,3
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Zeit",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Ziege, Kraut",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wirt, Wand",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Wald, Wiese",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Welt, Müller",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Morgen, Weg",1,2
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Schneider, Kopf",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Alte, Deck",1,1
"36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .","Sprache, Stube",1,1
