tales	similarity (overlap of top 10 nouns)	nouns
29. Der Teufel mit den drei goldenen Haaren ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
29. Der Teufel mit den drei goldenen Haaren ., 40. Der Räuberbräutigam .	0	
29. Der Teufel mit den drei goldenen Haaren ., 41. Herr Korbes .	0	
29. Der Teufel mit den drei goldenen Haaren ., 43. Frau Trude .	0	
29. Der Teufel mit den drei goldenen Haaren ., 44. Der Gevatter Tod .	0	
29. Der Teufel mit den drei goldenen Haaren ., 46. Fitchers Vogel .	0	
29. Der Teufel mit den drei goldenen Haaren ., 49. Die sechs Schwäne .	0	
29. Der Teufel mit den drei goldenen Haaren ., 50. Dornröschen .	0	
29. Der Teufel mit den drei goldenen Haaren ., 53. Sneewittchen .	0	
29. Der Teufel mit den drei goldenen Haaren ., 56. Der Liebste Roland .	0	
29. Der Teufel mit den drei goldenen Haaren ., 58. Der Hund und der Sperling .	0	
29. Der Teufel mit den drei goldenen Haaren ., 59. Der Frieder und das Catherlieschen .	0	
29. Der Teufel mit den drei goldenen Haaren ., 62. Die Bienenkönigin .	0	
29. Der Teufel mit den drei goldenen Haaren ., 67. Die zwölf Jäger .	0	
29. Der Teufel mit den drei goldenen Haaren ., 68. De Gaudeif un sien Meester .	0	
29. Der Teufel mit den drei goldenen Haaren ., 69. Jorinde und Joringel .	0	
29. Der Teufel mit den drei goldenen Haaren ., 71. Sechse kommen durch die ganze Welt .	0	
29. Der Teufel mit den drei goldenen Haaren ., 72. Der Wolf und der Mensch .	0	
29. Der Teufel mit den drei goldenen Haaren ., 73. Der Wolf und der Fuchs .	0	
29. Der Teufel mit den drei goldenen Haaren ., 75. Der Fuchs und die Katze .	0	
29. Der Teufel mit den drei goldenen Haaren ., 76. Die Nelke .	0	
29. Der Teufel mit den drei goldenen Haaren ., 77. Das kluge Grethel .	0	
29. Der Teufel mit den drei goldenen Haaren ., 79. Die Wassernixe .	0	
29. Der Teufel mit den drei goldenen Haaren ., 82. De Spielhansl .	0	
29. Der Teufel mit den drei goldenen Haaren ., 83. Hans im Glück .	0	
29. Der Teufel mit den drei goldenen Haaren ., 86. Der Fuchs und die Gänse .	0	
30. Läuschen und Flöhchen ., 31. Das Mädchen ohne Hände .	0	
30. Läuschen und Flöhchen ., 32. Der gescheidte Hans .	0	
30. Läuschen und Flöhchen ., 33. Die drei Sprachen .	0	
30. Läuschen und Flöhchen ., 34. Die kluge Else .	0	
30. Läuschen und Flöhchen ., 35. Der Schneider im Himmel .	0	
30. Läuschen und Flöhchen ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
30. Läuschen und Flöhchen ., 37. Daumesdick .	0	
30. Läuschen und Flöhchen ., 38. Die Hochzeit der Frau Füchsin .	0	
30. Läuschen und Flöhchen ., 39. Die Wichtelmänner .	0	
30. Läuschen und Flöhchen ., 41. Herr Korbes .	0	
30. Läuschen und Flöhchen ., 44. Der Gevatter Tod .	0	
30. Läuschen und Flöhchen ., 45. Daumerlings Wanderschaft .	0	
30. Läuschen und Flöhchen ., 46. Fitchers Vogel .	0	
30. Läuschen und Flöhchen ., 47. Von dem Machandelboom .	0	
30. Läuschen und Flöhchen ., 48. Der alte Sultan .	0	
30. Läuschen und Flöhchen ., 50. Dornröschen .	0	
30. Läuschen und Flöhchen ., 52. König Drosselbart .	0	
30. Läuschen und Flöhchen ., 53. Sneewittchen .	0	
30. Läuschen und Flöhchen ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
30. Läuschen und Flöhchen ., 57. Der goldene Vogel .	0	
30. Läuschen und Flöhchen ., 58. Der Hund und der Sperling .	0	
30. Läuschen und Flöhchen ., 59. Der Frieder und das Catherlieschen .	0	
30. Läuschen und Flöhchen ., 60. Die zwei Brüder .	0	
30. Läuschen und Flöhchen ., 62. Die Bienenkönigin .	0	
30. Läuschen und Flöhchen ., 63. Die drei Federn .	0	
30. Läuschen und Flöhchen ., 64. Die goldene Gans .	0	
30. Läuschen und Flöhchen ., 65. Allerleirauh .	0	
30. Läuschen und Flöhchen ., 66. Häsichenbraut .	0	
30. Läuschen und Flöhchen ., 68. De Gaudeif un sien Meester .	0	
30. Läuschen und Flöhchen ., 69. Jorinde und Joringel .	0	
30. Läuschen und Flöhchen ., 70. Die drei Glückskinder .	0	
30. Läuschen und Flöhchen ., 71. Sechse kommen durch die ganze Welt .	0	
30. Läuschen und Flöhchen ., 72. Der Wolf und der Mensch .	0	
30. Läuschen und Flöhchen ., 73. Der Wolf und der Fuchs .	0	
30. Läuschen und Flöhchen ., 74. Der Fuchs und die Frau Gevatterin .	0	
30. Läuschen und Flöhchen ., 75. Der Fuchs und die Katze .	0	
30. Läuschen und Flöhchen ., 76. Die Nelke .	0	
30. Läuschen und Flöhchen ., 77. Das kluge Grethel .	0	
30. Läuschen und Flöhchen ., 78. Der alte Großvater und der Enkel .	0	
30. Läuschen und Flöhchen ., 82. De Spielhansl .	0	
30. Läuschen und Flöhchen ., 83. Hans im Glück .	0	
30. Läuschen und Flöhchen ., 84. Hans heirathet .	0	
30. Läuschen und Flöhchen ., 85. Die Goldkinder .	0	
30. Läuschen und Flöhchen ., 86. Der Fuchs und die Gänse .	0	
30. Läuschen und Flöhchen ., full corpus	0	
31. Das Mädchen ohne Hände ., 32. Der gescheidte Hans .	0	
31. Das Mädchen ohne Hände ., 33. Die drei Sprachen .	0	
31. Das Mädchen ohne Hände ., 35. Der Schneider im Himmel .	0	
31. Das Mädchen ohne Hände ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
31. Das Mädchen ohne Hände ., 40. Der Räuberbräutigam .	0	
31. Das Mädchen ohne Hände ., 41. Herr Korbes .	0	
31. Das Mädchen ohne Hände ., 46. Fitchers Vogel .	0	
31. Das Mädchen ohne Hände ., 51. Fundevogel .	0	
31. Das Mädchen ohne Hände ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
31. Das Mädchen ohne Hände ., 57. Der goldene Vogel .	0	
31. Das Mädchen ohne Hände ., 58. Der Hund und der Sperling .	0	
31. Das Mädchen ohne Hände ., 59. Der Frieder und das Catherlieschen .	0	
31. Das Mädchen ohne Hände ., 60. Die zwei Brüder .	0	
31. Das Mädchen ohne Hände ., 62. Die Bienenkönigin .	0	
31. Das Mädchen ohne Hände ., 64. Die goldene Gans .	0	
31. Das Mädchen ohne Hände ., 68. De Gaudeif un sien Meester .	0	
31. Das Mädchen ohne Hände ., 69. Jorinde und Joringel .	0	
31. Das Mädchen ohne Hände ., 70. Die drei Glückskinder .	0	
31. Das Mädchen ohne Hände ., 72. Der Wolf und der Mensch .	0	
31. Das Mädchen ohne Hände ., 73. Der Wolf und der Fuchs .	0	
31. Das Mädchen ohne Hände ., 75. Der Fuchs und die Katze .	0	
31. Das Mädchen ohne Hände ., 77. Das kluge Grethel .	0	
31. Das Mädchen ohne Hände ., 79. Die Wassernixe .	0	
31. Das Mädchen ohne Hände ., 80. Von dem Tode des Hühnchens .	0	
31. Das Mädchen ohne Hände ., 81. Bruder Lustig .	0	
31. Das Mädchen ohne Hände ., 82. De Spielhansl .	0	
31. Das Mädchen ohne Hände ., 86. Der Fuchs und die Gänse .	0	
32. Der gescheidte Hans ., 33. Die drei Sprachen .	0	
32. Der gescheidte Hans ., 34. Die kluge Else .	0	
32. Der gescheidte Hans ., 35. Der Schneider im Himmel .	0	
32. Der gescheidte Hans ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
32. Der gescheidte Hans ., 37. Daumesdick .	0	
32. Der gescheidte Hans ., 38. Die Hochzeit der Frau Füchsin .	0	
32. Der gescheidte Hans ., 39. Die Wichtelmänner .	0	
32. Der gescheidte Hans ., 40. Der Räuberbräutigam .	0	
32. Der gescheidte Hans ., 41. Herr Korbes .	0	
32. Der gescheidte Hans ., 42. Der Herr Gevatter .	0	
32. Der gescheidte Hans ., 44. Der Gevatter Tod .	0	
32. Der gescheidte Hans ., 45. Daumerlings Wanderschaft .	0	
32. Der gescheidte Hans ., 46. Fitchers Vogel .	0	
32. Der gescheidte Hans ., 47. Von dem Machandelboom .	0	
32. Der gescheidte Hans ., 48. Der alte Sultan .	0	
32. Der gescheidte Hans ., 51. Fundevogel .	0	
32. Der gescheidte Hans ., 52. König Drosselbart .	0	
32. Der gescheidte Hans ., 53. Sneewittchen .	0	
32. Der gescheidte Hans ., 55. Rumpelstilzchen .	0	
32. Der gescheidte Hans ., 56. Der Liebste Roland .	0	
32. Der gescheidte Hans ., 57. Der goldene Vogel .	0	
32. Der gescheidte Hans ., 58. Der Hund und der Sperling .	0	
32. Der gescheidte Hans ., 59. Der Frieder und das Catherlieschen .	0	
32. Der gescheidte Hans ., 60. Die zwei Brüder .	0	
32. Der gescheidte Hans ., 61. Das Bürle .	0	
32. Der gescheidte Hans ., 62. Die Bienenkönigin .	0	
32. Der gescheidte Hans ., 63. Die drei Federn .	0	
32. Der gescheidte Hans ., 64. Die goldene Gans .	0	
32. Der gescheidte Hans ., 65. Allerleirauh .	0	
32. Der gescheidte Hans ., 66. Häsichenbraut .	0	
32. Der gescheidte Hans ., 67. Die zwölf Jäger .	0	
32. Der gescheidte Hans ., 68. De Gaudeif un sien Meester .	0	
32. Der gescheidte Hans ., 70. Die drei Glückskinder .	0	
32. Der gescheidte Hans ., 71. Sechse kommen durch die ganze Welt .	0	
32. Der gescheidte Hans ., 72. Der Wolf und der Mensch .	0	
32. Der gescheidte Hans ., 74. Der Fuchs und die Frau Gevatterin .	0	
32. Der gescheidte Hans ., 75. Der Fuchs und die Katze .	0	
32. Der gescheidte Hans ., 76. Die Nelke .	0	
32. Der gescheidte Hans ., 78. Der alte Großvater und der Enkel .	0	
32. Der gescheidte Hans ., 79. Die Wassernixe .	0	
32. Der gescheidte Hans ., 80. Von dem Tode des Hühnchens .	0	
32. Der gescheidte Hans ., 81. Bruder Lustig .	0	
32. Der gescheidte Hans ., 82. De Spielhansl .	0	
32. Der gescheidte Hans ., 85. Die Goldkinder .	0	
32. Der gescheidte Hans ., 86. Der Fuchs und die Gänse .	0	
33. Die drei Sprachen ., 34. Die kluge Else .	0	
33. Die drei Sprachen ., 35. Der Schneider im Himmel .	0	
33. Die drei Sprachen ., 37. Daumesdick .	0	
33. Die drei Sprachen ., 38. Die Hochzeit der Frau Füchsin .	0	
33. Die drei Sprachen ., 39. Die Wichtelmänner .	0	
33. Die drei Sprachen ., 40. Der Räuberbräutigam .	0	
33. Die drei Sprachen ., 41. Herr Korbes .	0	
33. Die drei Sprachen ., 42. Der Herr Gevatter .	0	
33. Die drei Sprachen ., 43. Frau Trude .	0	
33. Die drei Sprachen ., 44. Der Gevatter Tod .	0	
33. Die drei Sprachen ., 45. Daumerlings Wanderschaft .	0	
33. Die drei Sprachen ., 46. Fitchers Vogel .	0	
33. Die drei Sprachen ., 47. Von dem Machandelboom .	0	
33. Die drei Sprachen ., 49. Die sechs Schwäne .	0	
33. Die drei Sprachen ., 51. Fundevogel .	0	
33. Die drei Sprachen ., 52. König Drosselbart .	0	
33. Die drei Sprachen ., 53. Sneewittchen .	0	
33. Die drei Sprachen ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
33. Die drei Sprachen ., 55. Rumpelstilzchen .	0	
33. Die drei Sprachen ., 57. Der goldene Vogel .	0	
33. Die drei Sprachen ., 59. Der Frieder und das Catherlieschen .	0	
33. Die drei Sprachen ., 60. Die zwei Brüder .	0	
33. Die drei Sprachen ., 61. Das Bürle .	0	
33. Die drei Sprachen ., 62. Die Bienenkönigin .	0	
33. Die drei Sprachen ., 63. Die drei Federn .	0	
33. Die drei Sprachen ., 64. Die goldene Gans .	0	
33. Die drei Sprachen ., 65. Allerleirauh .	0	
33. Die drei Sprachen ., 66. Häsichenbraut .	0	
33. Die drei Sprachen ., 67. Die zwölf Jäger .	0	
33. Die drei Sprachen ., 69. Jorinde und Joringel .	0	
33. Die drei Sprachen ., 71. Sechse kommen durch die ganze Welt .	0	
33. Die drei Sprachen ., 73. Der Wolf und der Fuchs .	0	
33. Die drei Sprachen ., 74. Der Fuchs und die Frau Gevatterin .	0	
33. Die drei Sprachen ., 77. Das kluge Grethel .	0	
33. Die drei Sprachen ., 78. Der alte Großvater und der Enkel .	0	
33. Die drei Sprachen ., 79. Die Wassernixe .	0	
33. Die drei Sprachen ., 80. Von dem Tode des Hühnchens .	0	
33. Die drei Sprachen ., 81. Bruder Lustig .	0	
33. Die drei Sprachen ., 82. De Spielhansl .	0	
33. Die drei Sprachen ., 83. Hans im Glück .	0	
33. Die drei Sprachen ., 84. Hans heirathet .	0	
33. Die drei Sprachen ., 85. Die Goldkinder .	0	
33. Die drei Sprachen ., 86. Der Fuchs und die Gänse .	0	
33. Die drei Sprachen ., full corpus	0	
34. Die kluge Else ., 35. Der Schneider im Himmel .	0	
34. Die kluge Else ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
34. Die kluge Else ., 40. Der Räuberbräutigam .	0	
34. Die kluge Else ., 41. Herr Korbes .	0	
34. Die kluge Else ., 51. Fundevogel .	0	
34. Die kluge Else ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
34. Die kluge Else ., 55. Rumpelstilzchen .	0	
34. Die kluge Else ., 57. Der goldene Vogel .	0	
34. Die kluge Else ., 60. Die zwei Brüder .	0	
34. Die kluge Else ., 62. Die Bienenkönigin .	0	
34. Die kluge Else ., 65. Allerleirauh .	0	
34. Die kluge Else ., 67. Die zwölf Jäger .	0	
34. Die kluge Else ., 69. Jorinde und Joringel .	0	
34. Die kluge Else ., 70. Die drei Glückskinder .	0	
34. Die kluge Else ., 72. Der Wolf und der Mensch .	0	
34. Die kluge Else ., 75. Der Fuchs und die Katze .	0	
34. Die kluge Else ., 77. Das kluge Grethel .	0	
34. Die kluge Else ., 79. Die Wassernixe .	0	
34. Die kluge Else ., 80. Von dem Tode des Hühnchens .	0	
34. Die kluge Else ., 81. Bruder Lustig .	0	
34. Die kluge Else ., 82. De Spielhansl .	0	
34. Die kluge Else ., 86. Der Fuchs und die Gänse .	0	
35. Der Schneider im Himmel ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
35. Der Schneider im Himmel ., 37. Daumesdick .	0	
35. Der Schneider im Himmel ., 39. Die Wichtelmänner .	0	
35. Der Schneider im Himmel ., 40. Der Räuberbräutigam .	0	
35. Der Schneider im Himmel ., 41. Herr Korbes .	0	
35. Der Schneider im Himmel ., 43. Frau Trude .	0	
35. Der Schneider im Himmel ., 46. Fitchers Vogel .	0	
35. Der Schneider im Himmel ., 47. Von dem Machandelboom .	0	
35. Der Schneider im Himmel ., 49. Die sechs Schwäne .	0	
35. Der Schneider im Himmel ., 50. Dornröschen .	0	
35. Der Schneider im Himmel ., 51. Fundevogel .	0	
35. Der Schneider im Himmel ., 52. König Drosselbart .	0	
35. Der Schneider im Himmel ., 53. Sneewittchen .	0	
35. Der Schneider im Himmel ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
35. Der Schneider im Himmel ., 55. Rumpelstilzchen .	0	
35. Der Schneider im Himmel ., 56. Der Liebste Roland .	0	
35. Der Schneider im Himmel ., 57. Der goldene Vogel .	0	
35. Der Schneider im Himmel ., 58. Der Hund und der Sperling .	0	
35. Der Schneider im Himmel ., 61. Das Bürle .	0	
35. Der Schneider im Himmel ., 62. Die Bienenkönigin .	0	
35. Der Schneider im Himmel ., 63. Die drei Federn .	0	
35. Der Schneider im Himmel ., 64. Die goldene Gans .	0	
35. Der Schneider im Himmel ., 65. Allerleirauh .	0	
35. Der Schneider im Himmel ., 66. Häsichenbraut .	0	
35. Der Schneider im Himmel ., 67. Die zwölf Jäger .	0	
35. Der Schneider im Himmel ., 68. De Gaudeif un sien Meester .	0	
35. Der Schneider im Himmel ., 69. Jorinde und Joringel .	0	
35. Der Schneider im Himmel ., 70. Die drei Glückskinder .	0	
35. Der Schneider im Himmel ., 72. Der Wolf und der Mensch .	0	
35. Der Schneider im Himmel ., 73. Der Wolf und der Fuchs .	0	
35. Der Schneider im Himmel ., 74. Der Fuchs und die Frau Gevatterin .	0	
35. Der Schneider im Himmel ., 77. Das kluge Grethel .	0	
35. Der Schneider im Himmel ., 79. Die Wassernixe .	0	
35. Der Schneider im Himmel ., 80. Von dem Tode des Hühnchens .	0	
35. Der Schneider im Himmel ., 81. Bruder Lustig .	0	
35. Der Schneider im Himmel ., 82. De Spielhansl .	0	
35. Der Schneider im Himmel ., 83. Hans im Glück .	0	
35. Der Schneider im Himmel ., 84. Hans heirathet .	0	
35. Der Schneider im Himmel ., 85. Die Goldkinder .	0	
35. Der Schneider im Himmel ., 86. Der Fuchs und die Gänse .	0	
35. Der Schneider im Himmel ., full corpus	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 38. Die Hochzeit der Frau Füchsin .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 39. Die Wichtelmänner .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 40. Der Räuberbräutigam .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 41. Herr Korbes .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 42. Der Herr Gevatter .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 43. Frau Trude .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 44. Der Gevatter Tod .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 46. Fitchers Vogel .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 47. Von dem Machandelboom .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 48. Der alte Sultan .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 49. Die sechs Schwäne .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 50. Dornröschen .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 51. Fundevogel .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 52. König Drosselbart .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 53. Sneewittchen .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 55. Rumpelstilzchen .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 56. Der Liebste Roland .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 57. Der goldene Vogel .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 58. Der Hund und der Sperling .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 59. Der Frieder und das Catherlieschen .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 61. Das Bürle .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 62. Die Bienenkönigin .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 63. Die drei Federn .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 64. Die goldene Gans .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 66. Häsichenbraut .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 68. De Gaudeif un sien Meester .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 69. Jorinde und Joringel .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 70. Die drei Glückskinder .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 72. Der Wolf und der Mensch .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 73. Der Wolf und der Fuchs .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 74. Der Fuchs und die Frau Gevatterin .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 77. Das kluge Grethel .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 79. Die Wassernixe .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 80. Von dem Tode des Hühnchens .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 81. Bruder Lustig .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 82. De Spielhansl .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 83. Hans im Glück .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 84. Hans heirathet .	0	
36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack ., 86. Der Fuchs und die Gänse .	0	
37. Daumesdick ., 40. Der Räuberbräutigam .	0	
37. Daumesdick ., 51. Fundevogel .	0	
37. Daumesdick ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
37. Daumesdick ., 55. Rumpelstilzchen .	0	
37. Daumesdick ., 60. Die zwei Brüder .	0	
37. Daumesdick ., 62. Die Bienenkönigin .	0	
37. Daumesdick ., 69. Jorinde und Joringel .	0	
37. Daumesdick ., 70. Die drei Glückskinder .	0	
37. Daumesdick ., 72. Der Wolf und der Mensch .	0	
37. Daumesdick ., 75. Der Fuchs und die Katze .	0	
37. Daumesdick ., 77. Das kluge Grethel .	0	
37. Daumesdick ., 79. Die Wassernixe .	0	
37. Daumesdick ., 81. Bruder Lustig .	0	
37. Daumesdick ., 82. De Spielhansl .	0	
37. Daumesdick ., 86. Der Fuchs und die Gänse .	0	
38. Die Hochzeit der Frau Füchsin ., 40. Der Räuberbräutigam .	0	
38. Die Hochzeit der Frau Füchsin ., 43. Frau Trude .	0	
38. Die Hochzeit der Frau Füchsin ., 44. Der Gevatter Tod .	0	
38. Die Hochzeit der Frau Füchsin ., 46. Fitchers Vogel .	0	
38. Die Hochzeit der Frau Füchsin ., 49. Die sechs Schwäne .	0	
38. Die Hochzeit der Frau Füchsin ., 50. Dornröschen .	0	
38. Die Hochzeit der Frau Füchsin ., 51. Fundevogel .	0	
38. Die Hochzeit der Frau Füchsin ., 53. Sneewittchen .	0	
38. Die Hochzeit der Frau Füchsin ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
38. Die Hochzeit der Frau Füchsin ., 55. Rumpelstilzchen .	0	
38. Die Hochzeit der Frau Füchsin ., 56. Der Liebste Roland .	0	
38. Die Hochzeit der Frau Füchsin ., 58. Der Hund und der Sperling .	0	
38. Die Hochzeit der Frau Füchsin ., 59. Der Frieder und das Catherlieschen .	0	
38. Die Hochzeit der Frau Füchsin ., 62. Die Bienenkönigin .	0	
38. Die Hochzeit der Frau Füchsin ., 64. Die goldene Gans .	0	
38. Die Hochzeit der Frau Füchsin ., 65. Allerleirauh .	0	
38. Die Hochzeit der Frau Füchsin ., 67. Die zwölf Jäger .	0	
38. Die Hochzeit der Frau Füchsin ., 68. De Gaudeif un sien Meester .	0	
38. Die Hochzeit der Frau Füchsin ., 69. Jorinde und Joringel .	0	
38. Die Hochzeit der Frau Füchsin ., 70. Die drei Glückskinder .	0	
38. Die Hochzeit der Frau Füchsin ., 72. Der Wolf und der Mensch .	0	
38. Die Hochzeit der Frau Füchsin ., 77. Das kluge Grethel .	0	
38. Die Hochzeit der Frau Füchsin ., 79. Die Wassernixe .	0	
38. Die Hochzeit der Frau Füchsin ., 80. Von dem Tode des Hühnchens .	0	
38. Die Hochzeit der Frau Füchsin ., 81. Bruder Lustig .	0	
38. Die Hochzeit der Frau Füchsin ., 82. De Spielhansl .	0	
38. Die Hochzeit der Frau Füchsin ., 83. Hans im Glück .	0	
39. Die Wichtelmänner ., 40. Der Räuberbräutigam .	0	
39. Die Wichtelmänner ., 41. Herr Korbes .	0	
39. Die Wichtelmänner ., 49. Die sechs Schwäne .	0	
39. Die Wichtelmänner ., 50. Dornröschen .	0	
39. Die Wichtelmänner ., 51. Fundevogel .	0	
39. Die Wichtelmänner ., 53. Sneewittchen .	0	
39. Die Wichtelmänner ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
39. Die Wichtelmänner ., 55. Rumpelstilzchen .	0	
39. Die Wichtelmänner ., 56. Der Liebste Roland .	0	
39. Die Wichtelmänner ., 57. Der goldene Vogel .	0	
39. Die Wichtelmänner ., 60. Die zwei Brüder .	0	
39. Die Wichtelmänner ., 62. Die Bienenkönigin .	0	
39. Die Wichtelmänner ., 65. Allerleirauh .	0	
39. Die Wichtelmänner ., 67. Die zwölf Jäger .	0	
39. Die Wichtelmänner ., 69. Jorinde und Joringel .	0	
39. Die Wichtelmänner ., 70. Die drei Glückskinder .	0	
39. Die Wichtelmänner ., 72. Der Wolf und der Mensch .	0	
39. Die Wichtelmänner ., 73. Der Wolf und der Fuchs .	0	
39. Die Wichtelmänner ., 75. Der Fuchs und die Katze .	0	
39. Die Wichtelmänner ., 76. Die Nelke .	0	
39. Die Wichtelmänner ., 77. Das kluge Grethel .	0	
39. Die Wichtelmänner ., 79. Die Wassernixe .	0	
39. Die Wichtelmänner ., 80. Von dem Tode des Hühnchens .	0	
39. Die Wichtelmänner ., 81. Bruder Lustig .	0	
39. Die Wichtelmänner ., 82. De Spielhansl .	0	
39. Die Wichtelmänner ., 83. Hans im Glück .	0	
39. Die Wichtelmänner ., 86. Der Fuchs und die Gänse .	0	
40. Der Räuberbräutigam ., 42. Der Herr Gevatter .	0	
40. Der Räuberbräutigam ., 44. Der Gevatter Tod .	0	
40. Der Räuberbräutigam ., 45. Daumerlings Wanderschaft .	0	
40. Der Räuberbräutigam ., 46. Fitchers Vogel .	0	
40. Der Räuberbräutigam ., 47. Von dem Machandelboom .	0	
40. Der Räuberbräutigam ., 50. Dornröschen .	0	
40. Der Räuberbräutigam ., 52. König Drosselbart .	0	
40. Der Räuberbräutigam ., 53. Sneewittchen .	0	
40. Der Räuberbräutigam ., 58. Der Hund und der Sperling .	0	
40. Der Räuberbräutigam ., 60. Die zwei Brüder .	0	
40. Der Räuberbräutigam ., 62. Die Bienenkönigin .	0	
40. Der Räuberbräutigam ., 63. Die drei Federn .	0	
40. Der Räuberbräutigam ., 65. Allerleirauh .	0	
40. Der Räuberbräutigam ., 66. Häsichenbraut .	0	
40. Der Räuberbräutigam ., 68. De Gaudeif un sien Meester .	0	
40. Der Räuberbräutigam ., 70. Die drei Glückskinder .	0	
40. Der Räuberbräutigam ., 71. Sechse kommen durch die ganze Welt .	0	
40. Der Räuberbräutigam ., 72. Der Wolf und der Mensch .	0	
40. Der Räuberbräutigam ., 74. Der Fuchs und die Frau Gevatterin .	0	
40. Der Räuberbräutigam ., 76. Die Nelke .	0	
40. Der Räuberbräutigam ., 77. Das kluge Grethel .	0	
40. Der Räuberbräutigam ., 78. Der alte Großvater und der Enkel .	0	
40. Der Räuberbräutigam ., 80. Von dem Tode des Hühnchens .	0	
40. Der Räuberbräutigam ., 82. De Spielhansl .	0	
40. Der Räuberbräutigam ., 83. Hans im Glück .	0	
40. Der Räuberbräutigam ., 84. Hans heirathet .	0	
40. Der Räuberbräutigam ., 86. Der Fuchs und die Gänse .	0	
41. Herr Korbes ., 42. Der Herr Gevatter .	0	
41. Herr Korbes ., 44. Der Gevatter Tod .	0	
41. Herr Korbes ., 45. Daumerlings Wanderschaft .	0	
41. Herr Korbes ., 47. Von dem Machandelboom .	0	
41. Herr Korbes ., 49. Die sechs Schwäne .	0	
41. Herr Korbes ., 50. Dornröschen .	0	
41. Herr Korbes ., 52. König Drosselbart .	0	
41. Herr Korbes ., 53. Sneewittchen .	0	
41. Herr Korbes ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
