tales	similarity (overlap of top 10 nouns)	nouns
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 97. Das Wasser des Lebens .	2	 König,  Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 100. Des Teufels rußiger Bruder .	2	 Feuer,  Auge
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 107. Die beiden Wanderer .	2	 König,  Auge
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 108.	2	 König,  Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 111. Der gelernte Jäger .	2	 König,  Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 129. Die vier kunstreichen Brüder .	2	 Mann,  Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 134. Die sechs Diener .	2	 Mann,  Auge
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 145. Der undankbare Sohn .	2	 Mann,  Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 169. Das Waldhaus .	2	 Mann,  Nacht
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 171. Der Zaunkönig .	2	 König,  Auge
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 179. Die Gänsehirtin am Brunnen .	2	 König,  Auge
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 185. Der arme Junge im Grab .	2	Junge,  Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., full corpus	2	 Mann,  Vater
5. Der Wolf und die sieben jungen Geislein ., 6. Der treue Johannes .	2	 Stein,  Kind
5. Der Wolf und die sieben jungen Geislein ., 11. Brüderchen und Schwesterchen .	2	 Wald,  Kind
5. Der Wolf und die sieben jungen Geislein ., 15. Hänsel und Grethel .	2	 Wald,  Kind
5. Der Wolf und die sieben jungen Geislein ., 20. Das tapfere Schneiderlein .	2	 Wald,  Stein
5. Der Wolf und die sieben jungen Geislein ., 49. Die sechs Schwäne .	2	 Wald,  Kind
5. Der Wolf und die sieben jungen Geislein ., 99. Der Geist im Glas .	2	 Wald,  Stimme
5. Der Wolf und die sieben jungen Geislein ., 105. Märchen von der Unke .	2	 Mutter,  Kind
5. Der Wolf und die sieben jungen Geislein ., 153. Die Sternthaler .	2	 Mutter,  Kind
5. Der Wolf und die sieben jungen Geislein ., 163. Der gläserne Sarg .	2	 Stein,  Stimme
5. Der Wolf und die sieben jungen Geislein ., full corpus	2	 Wald,  Kind
6. Der treue Johannes ., 11. Brüderchen und Schwesterchen .	2	König,  Kind
6. Der treue Johannes ., 17. Die weiße Schlange .	2	 Leben,  Königstochter
6. Der treue Johannes ., 31. Das Mädchen ohne Hände .	2	König,  Kind
6. Der treue Johannes ., 49. Die sechs Schwäne .	2	König,  Kind
6. Der treue Johannes ., 52. König Drosselbart .	2	König,  Königstochter
6. Der treue Johannes ., 62. Die Bienenkönigin .	2	 Stein,  Schloß
6. Der treue Johannes ., 67. Die zwölf Jäger .	2	König,  Königstochter
6. Der treue Johannes ., 71. Sechse kommen durch die ganze Welt .	2	König,  Königstochter
6. Der treue Johannes ., 89. Die Gänsemagd .	2	König,  Königstochter
6. Der treue Johannes ., 129. Die vier kunstreichen Brüder .	2	 Schiff,  Königstochter
6. Der treue Johannes ., 135. Die weiße und die schwarze Braut .	2	König,  Bild
6. Der treue Johannes ., 144. Das Eselein .	2	König,  Kind
6. Der treue Johannes ., 163. Der gläserne Sarg .	2	 Stein,  Schloß
6. Der treue Johannes ., 197. Die Krystallkugel .	2	 Königstochter,  Schloß
6. Der treue Johannes ., full corpus	2	König,  Kind
7. Der gute Handel ., 33. Die drei Sprachen .	2	 Frosch,  Hund
7. Der gute Handel ., 54. Der Ranzen , das Hütlein und das Hörnlein .	2	 Tag,  König
7. Der gute Handel ., 99. Der Geist im Glas .	2	 Geld,  Taler
7. Der gute Handel ., 101. Der Bärenhäuter .	2	 Rock,  Geld
7. Der gute Handel ., 104. Die klugen Leute .	2	 Tag,  Geld
7. Der gute Handel ., 107. Die beiden Wanderer .	2	 Tag,  König
7. Der gute Handel ., 112. Der Dreschflegel vom Himmel .	2	 Taler, Bauer
7. Der gute Handel ., 115. Die klare Sonne bringts an den Tag .	2	 Geld,  Jude
7. Der gute Handel ., 116. Das blaue Licht .	2	 Tag,  König
8. Der wunderliche Spielmann ., 15. Hänsel und Grethel .	2	 Wald,  Weg
8. Der wunderliche Spielmann ., 20. Das tapfere Schneiderlein .	2	 Baum,  Wald
8. Der wunderliche Spielmann ., 40. Der Räuberbräutigam .	2	 Wald,  Weg
8. Der wunderliche Spielmann ., 49. Die sechs Schwäne .	2	 Wald,  Weg
8. Der wunderliche Spielmann ., 64. Die goldene Gans .	2	 Baum,  Wald
8. Der wunderliche Spielmann ., 73. Der Wolf und der Fuchs .	2	 Wald,  Wolf
8. Der wunderliche Spielmann ., 75. Der Fuchs und die Katze .	2	 Baum,  Wald
8. Der wunderliche Spielmann ., 102. Der Zaunkönig und der Bär .	2	 Fuchs,  Wolf
8. Der wunderliche Spielmann ., 132. Der Fuchs und das Pferd .	2	 Fuchs,  Wald
8. Der wunderliche Spielmann ., 161. Schneeweißchen und Rosenroth .	2	 Baum,  Wald
8. Der wunderliche Spielmann ., 199. Der Stiefel von Büffelleder .	2	 Wald,  Weg
9. Die zwölf Brüder ., 11. Brüderchen und Schwesterchen .	2	 Wald,  Kind
9. Die zwölf Brüder ., 15. Hänsel und Grethel .	2	 Wald,  Kind
9. Die zwölf Brüder ., 20. Das tapfere Schneiderlein .	2	 Wald,  König
9. Die zwölf Brüder ., 21. Aschenbuttel .	2	 Mutter,  Mädchen
9. Die zwölf Brüder ., 25. Die sieben Raben .	2	 Mädchen,  Kind
9. Die zwölf Brüder ., 40. Der Räuberbräutigam .	2	 Wald,  Mädchen
9. Die zwölf Brüder ., 43. Frau Trude .	2	 Mädchen,  Kind
9. Die zwölf Brüder ., 48. Der alte Sultan .	2	 Wald,  Kind
9. Die zwölf Brüder ., 50. Dornröschen .	2	 Jahr,  Kind
9. Die zwölf Brüder ., 54. Der Ranzen , das Hütlein und das Hörnlein .	2	 Wald,  König
9. Die zwölf Brüder ., 55. Rumpelstilzchen .	2	 König,  Mädchen
9. Die zwölf Brüder ., 56. Der Liebste Roland .	2	 Mädchen,  Kind
9. Die zwölf Brüder ., 64. Die goldene Gans .	2	 Wald,  König
9. Die zwölf Brüder ., 92. Der König vom goldenen Berg .	2	 König,  Jahr
9. Die zwölf Brüder ., 102. Der Zaunkönig und der Bär .	2	 König,  Kind
9. Die zwölf Brüder ., 105. Märchen von der Unke .	2	 Mutter,  Kind
9. Die zwölf Brüder ., 106. Der arme Müllerbursch und das Kätzchen .	2	 Jahr,  Hauschen
9. Die zwölf Brüder ., 109. Das Todtenhemdchen .	2	 Jahr,  Kind
9. Die zwölf Brüder ., 123. Die Alte im Wald .	2	 Wald,  Mädchen
9. Die zwölf Brüder ., 146. Die Rübe .	2	Bruder,  König
9. Die zwölf Brüder ., 152. Das Hirtenbüblein .	2	 König,  Kind
9. Die zwölf Brüder ., 153. Die Sternthaler .	2	 Mutter,  Kind
9. Die zwölf Brüder ., 166. Der starke Hans .	2	 Mutter,  Jahr
9. Die zwölf Brüder ., 179. Die Gänsehirtin am Brunnen .	2	 König,  Mädchen
9. Die zwölf Brüder ., 193. Der Trommler .	2	 Wald,  Mädchen
10. Das Lumpengesindel ., 58. Der Hund und der Sperling .	2	 Wagen,  Kopf
10. Das Lumpengesindel ., 178. Meister Pfriem .	2	 Haus,  Wagen
11. Brüderchen und Schwesterchen ., 15. Hänsel und Grethel .	2	 Wald,  Kind
11. Brüderchen und Schwesterchen ., 28. Der singende Knochen .	2	König,  Wald
11. Brüderchen und Schwesterchen ., 48. Der alte Sultan .	2	 Wald,  Kind
11. Brüderchen und Schwesterchen ., 52. König Drosselbart .	2	König,  Hand
11. Brüderchen und Schwesterchen ., 53. Sneewittchen .	2	 Königin,  Kind
11. Brüderchen und Schwesterchen ., 55. Rumpelstilzchen .	2	 Königin,  Nacht
11. Brüderchen und Schwesterchen ., 67. Die zwölf Jäger .	2	König,  Jäger
11. Brüderchen und Schwesterchen ., 79. Die Wassernixe .	2	 Schwesterchen,  Bruderchen
11. Brüderchen und Schwesterchen ., 102. Der Zaunkönig und der Bär .	2	 Königin,  Kind
11. Brüderchen und Schwesterchen ., 103. Der süße Brei .	2	 Wald,  Kind
11. Brüderchen und Schwesterchen ., 109. Das Todtenhemdchen .	2	 Kind,  Nacht
11. Brüderchen und Schwesterchen ., 123. Die Alte im Wald .	2	 Wald,  Hand
11. Brüderchen und Schwesterchen ., 127. Der Eisenofen .	2	 Wald,  Nacht
11. Brüderchen und Schwesterchen ., 133. Die zertanzten Schuhe .	2	König,  Nacht
11. Brüderchen und Schwesterchen ., 136. Der Eisenhans .	2	König,  Wald
11. Brüderchen und Schwesterchen ., 141. Das Lämmchen und Fischchen .	2	 Schwesterchen,  Bruderchen
11. Brüderchen und Schwesterchen ., 151. Die drei Faulen .	2	König,  Hand
11. Brüderchen und Schwesterchen ., 161. Schneeweißchen und Rosenroth .	2	 Wald,  Kind
11. Brüderchen und Schwesterchen ., 169. Das Waldhaus .	2	 Wald,  Nacht
11. Brüderchen und Schwesterchen ., 195. Der Grabhügel .	2	 Kind,  Nacht
12. Rapunzel ., 13. Die drei Männlein im Walde .	2	 Mann,  Frau
12. Rapunzel ., 15. Hänsel und Grethel .	2	 Frau,  Kind
12. Rapunzel ., 19. Von dem Fischer un syner Fru .	2	 Frau,  Mann
12. Rapunzel ., 20. Das tapfere Schneiderlein .	2	 Mann,  Frau
12. Rapunzel ., 29. Der Teufel mit den drei goldenen Haaren .	2	 Frau,  Haar
12. Rapunzel ., 31. Das Mädchen ohne Hände .	2	 Frau,  Kind
12. Rapunzel ., 39. Die Wichtelmänner .	2	 Frau,  Mann
12. Rapunzel ., 42. Der Herr Gevatter .	2	 Mann,  Kind
12. Rapunzel ., 44. Der Gevatter Tod .	2	 Mann,  Kind
12. Rapunzel ., 48. Der alte Sultan .	2	 Frau,  Kind
12. Rapunzel ., 49. Die sechs Schwäne .	2	 Tag,  Kind
12. Rapunzel ., 52. König Drosselbart .	2	 Frau,  Mann
12. Rapunzel ., 76. Die Nelke .	2	 Turm,  Kind
12. Rapunzel ., 78. Der alte Großvater und der Enkel .	2	 Mann,  Frau
12. Rapunzel ., 87. Der Arme und der Reiche .	2	 Mann,  Frau
12. Rapunzel ., 102. Der Zaunkönig und der Bär .	2	 Frau,  Kind
12. Rapunzel ., 103. Der süße Brei .	2	 Frau,  Kind
12. Rapunzel ., 104. Die klugen Leute .	2	 Tag,  Mann
12. Rapunzel ., 109. Das Todtenhemdchen .	2	 Tag,  Kind
12. Rapunzel ., 127. Der Eisenofen .	2	 Tag,  Königssohn
12. Rapunzel ., 140. Das Hausgesinde .	2	 Mann,  Kind
12. Rapunzel ., 145. Der undankbare Sohn .	2	 Frau,  Mann
12. Rapunzel ., 154. Der gestohlene Heller .	2	 Tag,  Frau
12. Rapunzel ., 164. Der faule Heinz .	2	 Tag,  Frau
12. Rapunzel ., 170. Lieb und Leid theilen .	2	 Frau,  Haar
12. Rapunzel ., 185. Der arme Junge im Grab .	2	 Tag,  Mann
13. Die drei Männlein im Walde ., 16. Die drei Schlangenblätter .	2	 Frau,  Mann
13. Die drei Männlein im Walde ., 24. Frau Holle .	2	 Haus,  Mädchen
13. Die drei Männlein im Walde ., 26. Rothkäppchen .	2	 Haus,  Wald
13. Die drei Männlein im Walde ., 30. Läuschen und Flöhchen .	2	 Wasser,  Mädchen
13. Die drei Männlein im Walde ., 34. Die kluge Else .	2	 Mann,  Frau
13. Die drei Männlein im Walde ., 37. Daumesdick .	2	 Frau,  Mann
13. Die drei Männlein im Walde ., 39. Die Wichtelmänner .	2	 Frau,  Mann
13. Die drei Männlein im Walde ., 42. Der Herr Gevatter .	2	 Wasser,  Mann
13. Die drei Männlein im Walde ., 48. Der alte Sultan .	2	 Wald,  Frau
13. Die drei Männlein im Walde ., 49. Die sechs Schwäne .	2	 Wald,  Mädchen
13. Die drei Männlein im Walde ., 52. König Drosselbart .	2	 Frau,  Mann
13. Die drei Männlein im Walde ., 54. Der Ranzen , das Hütlein und das Hörnlein .	2	 Wald,  König
13. Die drei Männlein im Walde ., 55. Rumpelstilzchen .	2	 König,  Mädchen
13. Die drei Männlein im Walde ., 59. Der Frieder und das Catherlieschen .	2	 Haus,  Mann
13. Die drei Männlein im Walde ., 61. Das Bürle .	2	 Wasser,  Frau
13. Die drei Männlein im Walde ., 78. Der alte Großvater und der Enkel .	2	 Mann,  Frau
13. Die drei Männlein im Walde ., 93. Die Rabe .	2	 Haus,  Frau
13. Die drei Männlein im Walde ., 96. De drei Vügelkens .	2	 Frau,  König
13. Die drei Männlein im Walde ., 97. Das Wasser des Lebens .	2	 Wasser,  König
13. Die drei Männlein im Walde ., 102. Der Zaunkönig und der Bär .	2	 Frau,  König
13. Die drei Männlein im Walde ., 108.	2	 Haus,  König
13. Die drei Männlein im Walde ., 123. Die Alte im Wald .	2	 Wald,  Mädchen
13. Die drei Männlein im Walde ., 128. Die faule Spinnerin .	2	 Wald,  Frau
13. Die drei Männlein im Walde ., 136. Der Eisenhans .	2	 Wald,  Mann
13. Die drei Männlein im Walde ., 145. Der undankbare Sohn .	2	 Frau,  Mann
13. Die drei Männlein im Walde ., 149. Der Hahnenbalken .	2	 Wasser,  Mädchen
13. Die drei Männlein im Walde ., 161. Schneeweißchen und Rosenroth .	2	 Wald,  Mädchen
13. Die drei Männlein im Walde ., 164. Der faule Heinz .	2	 Haus,  Frau
13. Die drei Männlein im Walde ., 169. Das Waldhaus .	2	 Wald,  Mann
13. Die drei Männlein im Walde ., 183. Der Riese und der Schneider .	2	 Wald,  Wasser
13. Die drei Männlein im Walde ., 193. Der Trommler .	2	 Wald,  Mädchen
14. Die drei Spinnerinnen ., 32. Der gescheidte Hans .	2	 Tag,  Mutter
14. Die drei Spinnerinnen ., 49. Die sechs Schwäne .	2	 Tag,  Königin
14. Die drei Spinnerinnen ., 50. Dornröschen .	2	 Tag,  Königin
14. Die drei Spinnerinnen ., 55. Rumpelstilzchen .	2	 Königin,  Kammer
14. Die drei Spinnerinnen ., 153. Die Sternthaler .	2	 Mutter, Mädchen
14. Die drei Spinnerinnen ., 179. Die Gänsehirtin am Brunnen .	2	 Königin,  Tochter
14. Die drei Spinnerinnen ., 186. Die wahre Braut .	2	 Tag, Mädchen
14. Die drei Spinnerinnen ., 188. Spindel , Weberschiffchen und Nadel .	2	Mädchen,  Faden
15. Hänsel und Grethel ., 20. Das tapfere Schneiderlein .	2	 Wald,  Frau
15. Hänsel und Grethel ., 25. Die sieben Raben .	2	 Kind,  Vater
15. Hänsel und Grethel ., 27. Die Bremer Stadtmusikanten .	2	 Haus,  Weg
15. Hänsel und Grethel ., 31. Das Mädchen ohne Hände .	2	 Frau,  Kind
15. Hänsel und Grethel ., 34. Die kluge Else .	2	 Frau,  Kind
15. Hänsel und Grethel ., 43. Frau Trude .	2	 Haus,  Kind
15. Hänsel und Grethel ., 45. Daumerlings Wanderschaft .	2	 Frau,  Vater
15. Hänsel und Grethel ., 51. Fundevogel .	2	 Haus,  Wald
15. Hänsel und Grethel ., 56. Der Liebste Roland .	2	 Alte,  Kind
15. Hänsel und Grethel ., 78. Der alte Großvater und der Enkel .	2	 Frau,  Vater
15. Hänsel und Grethel ., 87. Der Arme und der Reiche .	2	 Haus,  Frau
15. Hänsel und Grethel ., 93. Die Rabe .	2	 Haus,  Frau
15. Hänsel und Grethel ., 94. Die kluge Bauerntochter .	2	 Weg,  Frau
15. Hänsel und Grethel ., 95. Der alte Hildebrand .	2	 Haus,  Kind
15. Hänsel und Grethel ., 97. Das Wasser des Lebens .	2	 Brot,  Vater
15. Hänsel und Grethel ., 102. Der Zaunkönig und der Bär .	2	 Frau,  Kind
15. Hänsel und Grethel ., 107. Die beiden Wanderer .	2	 Brot,  Weg
15. Hänsel und Grethel ., 123. Die Alte im Wald .	2	 Alte,  Wald
15. Hänsel und Grethel ., 128. Die faule Spinnerin .	2	 Wald,  Frau
15. Hänsel und Grethel ., 154. Der gestohlene Heller .	2	 Frau,  Vater
15. Hänsel und Grethel ., 157. Der Sperling und seine vier Kinder .	2	 Alte,  Vater
15. Hänsel und Grethel ., 160. Räthselmärchen .	2	 Haus,  Frau
15. Hänsel und Grethel ., 161. Schneeweißchen und Rosenroth .	2	 Wald,  Kind
15. Hänsel und Grethel ., 164. Der faule Heinz .	2	 Haus,  Frau
15. Hänsel und Grethel ., 166. Der starke Hans .	2	 Haus,  Vater
15. Hänsel und Grethel ., 169. Das Waldhaus .	2	 Alte,  Wald
15. Hänsel und Grethel ., 193. Der Trommler .	2	 Alte,  Wald
16. Die drei Schlangenblätter ., 19. Von dem Fischer un syner Fru .	2	 Frau,  Mann
16. Die drei Schlangenblätter ., 20. Das tapfere Schneiderlein .	2	 Mann,  Frau
16. Die drei Schlangenblätter ., 31. Das Mädchen ohne Hände .	2	König,  Frau
16. Die drei Schlangenblätter ., 34. Die kluge Else .	2	 Mann,  Frau
16. Die drei Schlangenblätter ., 39. Die Wichtelmänner .	2	 Frau,  Mann
16. Die drei Schlangenblätter ., 43. Frau Trude .	2	 Tag,  Mann
16. Die drei Schlangenblätter ., 45. Daumerlings Wanderschaft .	2	 Frau,  Vater
16. Die drei Schlangenblätter ., 49. Die sechs Schwäne .	2	 Tag, König
16. Die drei Schlangenblätter ., 50. Dornröschen .	2	 Tag, König
16. Die drei Schlangenblätter ., 63. Die drei Federn .	2	König,  Frau
16. Die drei Schlangenblätter ., 65. Allerleirauh .	2	König,  Vater
16. Die drei Schlangenblätter ., 67. Die zwölf Jäger .	2	König,  Vater
16. Die drei Schlangenblätter ., 71. Sechse kommen durch die ganze Welt .	2	König,  Mann
16. Die drei Schlangenblätter ., 76. Die Nelke .	2	 Leben, König
16. Die drei Schlangenblätter ., 85. Die Goldkinder .	2	 Frau,  Vater
16. Die drei Schlangenblätter ., 87. Der Arme und der Reiche .	2	 Mann,  Frau
16. Die drei Schlangenblätter ., 88. Das singende springende Löweneckerchen .	2	 Mann,  Vater
16. Die drei Schlangenblätter ., 93. Die Rabe .	2	 Tag,  Frau
16. Die drei Schlangenblätter ., 94. Die kluge Bauerntochter .	2	König,  Frau
16. Die drei Schlangenblätter ., 104. Die klugen Leute .	2	 Tag,  Mann
16. Die drei Schlangenblätter ., 107. Die beiden Wanderer .	2	 Tag,  Brot
16. Die drei Schlangenblätter ., 153. Die Sternthaler .	2	 Brot,  Vater
16. Die drei Schlangenblätter ., 164. Der faule Heinz .	2	 Tag,  Frau
16. Die drei Schlangenblätter ., 185. Der arme Junge im Grab .	2	 Tag,  Mann
17. Die weiße Schlange ., 22. Das Räthsel .	2	Diener,  Königstochter
17. Die weiße Schlange ., 89. Die Gänsemagd .	2	 Pferd,  Königstochter
17. Die weiße Schlange ., 91. Dat Erdmänneken .	2	 Königstochter,  König
17. Die weiße Schlange ., 97. Das Wasser des Lebens .	2	 Leben,  König
17. Die weiße Schlange ., 111. Der gelernte Jäger .	2	 Königstochter,  König
17. Die weiße Schlange ., 116. Das blaue Licht .	2	 Königstochter,  König
17. Die weiße Schlange ., 121. Der Königssohn der sich vor nichts fürchtet .	2	 Apfel,  Ring
19. Von dem Fischer un syner Fru ., 29. Der Teufel mit den drei goldenen Haaren .	2	 Frau,  König
19. Von dem Fischer un syner Fru ., 34. Die kluge Else .	2	 Mann,  Frau
19. Von dem Fischer un syner Fru ., 37. Daumesdick .	2	 Frau,  Mann
19. Von dem Fischer un syner Fru ., 39. Die Wichtelmänner .	2	 Frau,  Mann
19. Von dem Fischer un syner Fru ., 52. König Drosselbart .	2	 Frau,  Mann
19. Von dem Fischer un syner Fru ., 64. Die goldene Gans .	2	 Mann,  König
19. Von dem Fischer un syner Fru ., 78. Der alte Großvater und der Enkel .	2	 Mann,  Frau
19. Von dem Fischer un syner Fru ., 87. Der Arme und der Reiche .	2	 Mann,  Frau
19. Von dem Fischer un syner Fru ., 92. Der König vom goldenen Berg .	2	 Mann,  König
19. Von dem Fischer un syner Fru ., 102. Der Zaunkönig und der Bär .	2	 Frau,  König
19. Von dem Fischer un syner Fru ., 137. De drei schwatten Princessinnen .	2	 He, De
19. Von dem Fischer un syner Fru ., 138. Knoist un sine dre Sühne .	2	 Mann, De
19. Von dem Fischer un syner Fru ., 145. Der undankbare Sohn .	2	 Frau,  Mann
19. Von dem Fischer un syner Fru ., 160. Räthselmärchen .	2	 Frau,  Mann
19. Von dem Fischer un syner Fru ., full corpus	2	 Frau,  Mann
20. Das tapfere Schneiderlein ., 29. Der Teufel mit den drei goldenen Haaren .	2	 Frau,  König
20. Das tapfere Schneiderlein ., 34. Die kluge Else .	2	 Mann,  Frau
20. Das tapfere Schneiderlein ., 37. Daumesdick .	2	 Frau,  Mann
20. Das tapfere Schneiderlein ., 39. Die Wichtelmänner .	2	 Frau,  Mann
20. Das tapfere Schneiderlein ., 48. Der alte Sultan .	2	 Wald,  Frau
20. Das tapfere Schneiderlein ., 52. König Drosselbart .	2	 Frau,  Mann
20. Das tapfere Schneiderlein ., 54. Der Ranzen , das Hütlein und das Hörnlein .	2	 Wald,  König
20. Das tapfere Schneiderlein ., 75. Der Fuchs und die Katze .	2	 Baum,  Wald
20. Das tapfere Schneiderlein ., 78. Der alte Großvater und der Enkel .	2	 Mann,  Frau
20. Das tapfere Schneiderlein ., 85. Die Goldkinder .	2	 Wald,  Frau
20. Das tapfere Schneiderlein ., 87. Der Arme und der Reiche .	2	 Mann,  Frau
20. Das tapfere Schneiderlein ., 92. Der König vom goldenen Berg .	2	 Mann,  König
20. Das tapfere Schneiderlein ., 93. Die Rabe .	2	 Frau,  Riese
20. Das tapfere Schneiderlein ., 96. De drei Vügelkens .	2	 Frau,  König
20. Das tapfere Schneiderlein ., 102. Der Zaunkönig und der Bär .	2	 Frau,  König
20. Das tapfere Schneiderlein ., 103. Der süße Brei .	2	 Wald,  Frau
20. Das tapfere Schneiderlein ., 114. Vom klugen Schneiderlein .	2	Schneiderlein,  Schneider
20. Das tapfere Schneiderlein ., 121. Der Königssohn der sich vor nichts fürchtet .	2	 Baum,  Riese
20. Das tapfere Schneiderlein ., 128. Die faule Spinnerin .	2	 Wald,  Frau
20. Das tapfere Schneiderlein ., 136. Der Eisenhans .	2	 Wald,  Mann
20. Das tapfere Schneiderlein ., 145. Der undankbare Sohn .	2	 Frau,  Mann
20. Das tapfere Schneiderlein ., 160. Räthselmärchen .	2	 Frau,  Mann
20. Das tapfere Schneiderlein ., 161. Schneeweißchen und Rosenroth .	2	 Baum,  Wald
20. Das tapfere Schneiderlein ., 169. Das Waldhaus .	2	 Wald,  Mann
20. Das tapfere Schneiderlein ., 170. Lieb und Leid theilen .	2	 Schneider,  Frau
20. Das tapfere Schneiderlein ., 183. Der Riese und der Schneider .	2	 Wald,  Schneider
20. Das tapfere Schneiderlein ., 193. Der Trommler .	2	 Wald,  Riese
21. Aschenbuttel ., 22. Das Räthsel .	2	 Königssohn,  Mädchen
21. Aschenbuttel ., 67. Die zwölf Jäger .	2	 Mädchen,  Braut
21. Aschenbuttel ., 89. Die Gänsemagd .	2	 Mutter,  Braut
