tales	similarity (overlap of top 10 nouns)	nouns
44. Der Gevatter Tod ., 108.	0	
44. Der Gevatter Tod ., 110. Der Jude im Dorn .	0	
44. Der Gevatter Tod ., 112. Der Dreschflegel vom Himmel .	0	
44. Der Gevatter Tod ., 113. De beiden Künigeskinner .	0	
44. Der Gevatter Tod ., 114. Vom klugen Schneiderlein .	0	
44. Der Gevatter Tod ., 115. Die klare Sonne bringts an den Tag .	0	
44. Der Gevatter Tod ., 116. Das blaue Licht .	0	
44. Der Gevatter Tod ., 118. Die drei Feldscherer .	0	
44. Der Gevatter Tod ., 119. Die sieben Schwaben .	0	
44. Der Gevatter Tod ., 121. Der Königssohn der sich vor nichts fürchtet .	0	
44. Der Gevatter Tod ., 122. Der Krautesel .	0	
44. Der Gevatter Tod ., 123. Die Alte im Wald .	0	
44. Der Gevatter Tod ., 124. Die drei Brüder .	0	
44. Der Gevatter Tod ., 125. Der Teufel und seine Großmutter .	0	
44. Der Gevatter Tod ., 126. Ferenand getrü und Ferenand ungetrü .	0	
44. Der Gevatter Tod ., 127. Der Eisenofen .	0	
44. Der Gevatter Tod ., 128. Die faule Spinnerin .	0	
44. Der Gevatter Tod ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
44. Der Gevatter Tod ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
44. Der Gevatter Tod ., 132. Der Fuchs und das Pferd .	0	
44. Der Gevatter Tod ., 133. Die zertanzten Schuhe .	0	
44. Der Gevatter Tod ., 135. Die weiße und die schwarze Braut .	0	
44. Der Gevatter Tod ., 137. De drei schwatten Princessinnen .	0	
44. Der Gevatter Tod ., 141. Das Lämmchen und Fischchen .	0	
44. Der Gevatter Tod ., 143. Up Reisen gohn .	0	
44. Der Gevatter Tod ., 146. Die Rübe .	0	
44. Der Gevatter Tod ., 147. Das junggeglühte Männlein .	0	
44. Der Gevatter Tod ., 148. Des Herrn und des Teufels Gethier .	0	
44. Der Gevatter Tod ., 149. Der Hahnenbalken .	0	
44. Der Gevatter Tod ., 150. Die alte Bettelfrau .	0	
44. Der Gevatter Tod ., 151. Die drei Faulen .	0	
44. Der Gevatter Tod ., 154. Der gestohlene Heller .	0	
44. Der Gevatter Tod ., 155. Die Brautschau .	0	
44. Der Gevatter Tod ., 156. Die Schlickerlinge .	0	
44. Der Gevatter Tod ., 158. Das Märchen vom Schlauraffenland .	0	
44. Der Gevatter Tod ., 159. Das Dietmarsische Lügenmärchen .	0	
44. Der Gevatter Tod ., 162. Der kluge Knecht .	0	
44. Der Gevatter Tod ., 163. Der gläserne Sarg .	0	
44. Der Gevatter Tod ., 164. Der faule Heinz .	0	
44. Der Gevatter Tod ., 165. Der Vogel Greif .	0	
44. Der Gevatter Tod ., 166. Der starke Hans .	0	
44. Der Gevatter Tod ., 167. Das Bürle im Himmel .	0	
44. Der Gevatter Tod ., 168. Die hagere Liese .	0	
44. Der Gevatter Tod ., 170. Lieb und Leid theilen .	0	
44. Der Gevatter Tod ., 171. Der Zaunkönig .	0	
44. Der Gevatter Tod ., 172. Die Scholle .	0	
44. Der Gevatter Tod ., 173. Rohrdommel und Wiedehopf .	0	
44. Der Gevatter Tod ., 174. Die Eule .	0	
44. Der Gevatter Tod ., 175. Der Mond .	0	
44. Der Gevatter Tod ., 176. Die Lebenszeit .	0	
44. Der Gevatter Tod ., 178. Meister Pfriem .	0	
44. Der Gevatter Tod ., 179. Die Gänsehirtin am Brunnen .	0	
44. Der Gevatter Tod ., 181. Die Nixe im Teich .	0	
44. Der Gevatter Tod ., 183. Der Riese und der Schneider .	0	
44. Der Gevatter Tod ., 184. Der Nagel .	0	
44. Der Gevatter Tod ., 186. Die wahre Braut .	0	
44. Der Gevatter Tod ., 187. Der Hase und der Jgel .	0	
44. Der Gevatter Tod ., 188. Spindel , Weberschiffchen und Nadel .	0	
44. Der Gevatter Tod ., 189. Der Bauer und der Teufel .	0	
44. Der Gevatter Tod ., 190. Die Brosamen auf dem Tisch .	0	
44. Der Gevatter Tod ., 191. Das Meerhäschen .	0	
44. Der Gevatter Tod ., 192. Der Meisterdieb .	0	
44. Der Gevatter Tod ., 193. Der Trommler .	0	
44. Der Gevatter Tod ., 194. Die Kornähre .	0	
44. Der Gevatter Tod ., 196. Oll Rinkrank .	0	
44. Der Gevatter Tod ., 197. Die Krystallkugel .	0	
44. Der Gevatter Tod ., 198. Jungfrau Maleen .	0	
44. Der Gevatter Tod ., 199. Der Stiefel von Büffelleder .	0	
44. Der Gevatter Tod ., 200. Der goldene Schlüssel .	0	
45. Daumerlings Wanderschaft ., 46. Fitchers Vogel .	0	
45. Daumerlings Wanderschaft ., 49. Die sechs Schwäne .	0	
45. Daumerlings Wanderschaft ., 50. Dornröschen .	0	
45. Daumerlings Wanderschaft ., 51. Fundevogel .	0	
45. Daumerlings Wanderschaft ., 53. Sneewittchen .	0	
45. Daumerlings Wanderschaft ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
45. Daumerlings Wanderschaft ., 55. Rumpelstilzchen .	0	
45. Daumerlings Wanderschaft ., 56. Der Liebste Roland .	0	
45. Daumerlings Wanderschaft ., 57. Der goldene Vogel .	0	
45. Daumerlings Wanderschaft ., 58. Der Hund und der Sperling .	0	
45. Daumerlings Wanderschaft ., 59. Der Frieder und das Catherlieschen .	0	
45. Daumerlings Wanderschaft ., 62. Die Bienenkönigin .	0	
45. Daumerlings Wanderschaft ., 64. Die goldene Gans .	0	
45. Daumerlings Wanderschaft ., 68. De Gaudeif un sien Meester .	0	
45. Daumerlings Wanderschaft ., 69. Jorinde und Joringel .	0	
45. Daumerlings Wanderschaft ., 70. Die drei Glückskinder .	0	
45. Daumerlings Wanderschaft ., 73. Der Wolf und der Fuchs .	0	
45. Daumerlings Wanderschaft ., 77. Das kluge Grethel .	0	
45. Daumerlings Wanderschaft ., 79. Die Wassernixe .	0	
45. Daumerlings Wanderschaft ., 80. Von dem Tode des Hühnchens .	0	
45. Daumerlings Wanderschaft ., 81. Bruder Lustig .	0	
45. Daumerlings Wanderschaft ., 82. De Spielhansl .	0	
45. Daumerlings Wanderschaft ., 83. Hans im Glück .	0	
45. Daumerlings Wanderschaft ., 86. Der Fuchs und die Gänse .	0	
45. Daumerlings Wanderschaft ., 89. Die Gänsemagd .	0	
45. Daumerlings Wanderschaft ., 91. Dat Erdmänneken .	0	
45. Daumerlings Wanderschaft ., 92. Der König vom goldenen Berg .	0	
45. Daumerlings Wanderschaft ., 95. Der alte Hildebrand .	0	
45. Daumerlings Wanderschaft ., 100. Des Teufels rußiger Bruder .	0	
45. Daumerlings Wanderschaft ., 101. Der Bärenhäuter .	0	
45. Daumerlings Wanderschaft ., 104. Die klugen Leute .	0	
45. Daumerlings Wanderschaft ., 105. Märchen von der Unke .	0	
45. Daumerlings Wanderschaft ., 106. Der arme Müllerbursch und das Kätzchen .	0	
45. Daumerlings Wanderschaft ., 109. Das Todtenhemdchen .	0	
45. Daumerlings Wanderschaft ., 113. De beiden Künigeskinner .	0	
45. Daumerlings Wanderschaft ., 114. Vom klugen Schneiderlein .	0	
45. Daumerlings Wanderschaft ., 116. Das blaue Licht .	0	
45. Daumerlings Wanderschaft ., 117. Das eigensinnige Kind .	0	
45. Daumerlings Wanderschaft ., 118. Die drei Feldscherer .	0	
45. Daumerlings Wanderschaft ., 121. Der Königssohn der sich vor nichts fürchtet .	0	
45. Daumerlings Wanderschaft ., 122. Der Krautesel .	0	
45. Daumerlings Wanderschaft ., 123. Die Alte im Wald .	0	
45. Daumerlings Wanderschaft ., 125. Der Teufel und seine Großmutter .	0	
45. Daumerlings Wanderschaft ., 126. Ferenand getrü und Ferenand ungetrü .	0	
45. Daumerlings Wanderschaft ., 127. Der Eisenofen .	0	
45. Daumerlings Wanderschaft ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
45. Daumerlings Wanderschaft ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
45. Daumerlings Wanderschaft ., 133. Die zertanzten Schuhe .	0	
45. Daumerlings Wanderschaft ., 134. Die sechs Diener .	0	
45. Daumerlings Wanderschaft ., 135. Die weiße und die schwarze Braut .	0	
45. Daumerlings Wanderschaft ., 136. Der Eisenhans .	0	
45. Daumerlings Wanderschaft ., 137. De drei schwatten Princessinnen .	0	
45. Daumerlings Wanderschaft ., 138. Knoist un sine dre Sühne .	0	
45. Daumerlings Wanderschaft ., 139. Dat Mäken von Brakel .	0	
45. Daumerlings Wanderschaft ., 140. Das Hausgesinde .	0	
45. Daumerlings Wanderschaft ., 141. Das Lämmchen und Fischchen .	0	
45. Daumerlings Wanderschaft ., 142. Simeliberg .	0	
45. Daumerlings Wanderschaft ., 143. Up Reisen gohn .	0	
45. Daumerlings Wanderschaft ., 144. Das Eselein .	0	
45. Daumerlings Wanderschaft ., 146. Die Rübe .	0	
45. Daumerlings Wanderschaft ., 148. Des Herrn und des Teufels Gethier .	0	
45. Daumerlings Wanderschaft ., 149. Der Hahnenbalken .	0	
45. Daumerlings Wanderschaft ., 150. Die alte Bettelfrau .	0	
45. Daumerlings Wanderschaft ., 151. Die drei Faulen .	0	
45. Daumerlings Wanderschaft ., 152. Das Hirtenbüblein .	0	
45. Daumerlings Wanderschaft ., 155. Die Brautschau .	0	
45. Daumerlings Wanderschaft ., 156. Die Schlickerlinge .	0	
45. Daumerlings Wanderschaft ., 158. Das Märchen vom Schlauraffenland .	0	
45. Daumerlings Wanderschaft ., 159. Das Dietmarsische Lügenmärchen .	0	
45. Daumerlings Wanderschaft ., 161. Schneeweißchen und Rosenroth .	0	
45. Daumerlings Wanderschaft ., 162. Der kluge Knecht .	0	
45. Daumerlings Wanderschaft ., 163. Der gläserne Sarg .	0	
45. Daumerlings Wanderschaft ., 165. Der Vogel Greif .	0	
45. Daumerlings Wanderschaft ., 168. Die hagere Liese .	0	
45. Daumerlings Wanderschaft ., 169. Das Waldhaus .	0	
45. Daumerlings Wanderschaft ., 172. Die Scholle .	0	
45. Daumerlings Wanderschaft ., 177. Die Boten des Todes .	0	
45. Daumerlings Wanderschaft ., 179. Die Gänsehirtin am Brunnen .	0	
45. Daumerlings Wanderschaft ., 181. Die Nixe im Teich .	0	
45. Daumerlings Wanderschaft ., 182. Die Geschenke des kleinen Volkes .	0	
45. Daumerlings Wanderschaft ., 183. Der Riese und der Schneider .	0	
45. Daumerlings Wanderschaft ., 184. Der Nagel .	0	
45. Daumerlings Wanderschaft ., 185. Der arme Junge im Grab .	0	
45. Daumerlings Wanderschaft ., 187. Der Hase und der Jgel .	0	
45. Daumerlings Wanderschaft ., 189. Der Bauer und der Teufel .	0	
45. Daumerlings Wanderschaft ., 195. Der Grabhügel .	0	
45. Daumerlings Wanderschaft ., 196. Oll Rinkrank .	0	
45. Daumerlings Wanderschaft ., 197. Die Krystallkugel .	0	
45. Daumerlings Wanderschaft ., 199. Der Stiefel von Büffelleder .	0	
45. Daumerlings Wanderschaft ., 200. Der goldene Schlüssel .	0	
46. Fitchers Vogel ., 48. Der alte Sultan .	0	
46. Fitchers Vogel ., 49. Die sechs Schwäne .	0	
46. Fitchers Vogel ., 50. Dornröschen .	0	
46. Fitchers Vogel ., 51. Fundevogel .	0	
46. Fitchers Vogel ., 53. Sneewittchen .	0	
46. Fitchers Vogel ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
46. Fitchers Vogel ., 56. Der Liebste Roland .	0	
46. Fitchers Vogel ., 60. Die zwei Brüder .	0	
46. Fitchers Vogel ., 61. Das Bürle .	0	
46. Fitchers Vogel ., 62. Die Bienenkönigin .	0	
46. Fitchers Vogel ., 63. Die drei Federn .	0	
46. Fitchers Vogel ., 65. Allerleirauh .	0	
46. Fitchers Vogel ., 66. Häsichenbraut .	0	
46. Fitchers Vogel ., 70. Die drei Glückskinder .	0	
46. Fitchers Vogel ., 72. Der Wolf und der Mensch .	0	
46. Fitchers Vogel ., 73. Der Wolf und der Fuchs .	0	
46. Fitchers Vogel ., 74. Der Fuchs und die Frau Gevatterin .	0	
46. Fitchers Vogel ., 75. Der Fuchs und die Katze .	0	
46. Fitchers Vogel ., 76. Die Nelke .	0	
46. Fitchers Vogel ., 77. Das kluge Grethel .	0	
46. Fitchers Vogel ., 79. Die Wassernixe .	0	
46. Fitchers Vogel ., 81. Bruder Lustig .	0	
46. Fitchers Vogel ., 82. De Spielhansl .	0	
46. Fitchers Vogel ., 84. Hans heirathet .	0	
46. Fitchers Vogel ., 85. Die Goldkinder .	0	
46. Fitchers Vogel ., 86. Der Fuchs und die Gänse .	0	
46. Fitchers Vogel ., 90. Der junge Riese .	0	
46. Fitchers Vogel ., 91. Dat Erdmänneken .	0	
46. Fitchers Vogel ., 93. Die Rabe .	0	
46. Fitchers Vogel ., 94. Die kluge Bauerntochter .	0	
46. Fitchers Vogel ., 95. Der alte Hildebrand .	0	
46. Fitchers Vogel ., 96. De drei Vügelkens .	0	
46. Fitchers Vogel ., 97. Das Wasser des Lebens .	0	
46. Fitchers Vogel ., 98. Doctor Allwissend .	0	
46. Fitchers Vogel ., 99. Der Geist im Glas .	0	
46. Fitchers Vogel ., 103. Der süße Brei .	0	
46. Fitchers Vogel ., 105. Märchen von der Unke .	0	
46. Fitchers Vogel ., 106. Der arme Müllerbursch und das Kätzchen .	0	
46. Fitchers Vogel ., 107. Die beiden Wanderer .	0	
46. Fitchers Vogel ., 108.	0	
46. Fitchers Vogel ., 109. Das Todtenhemdchen .	0	
46. Fitchers Vogel ., 111. Der gelernte Jäger .	0	
46. Fitchers Vogel ., 112. Der Dreschflegel vom Himmel .	0	
46. Fitchers Vogel ., 113. De beiden Künigeskinner .	0	
46. Fitchers Vogel ., 114. Vom klugen Schneiderlein .	0	
46. Fitchers Vogel ., 115. Die klare Sonne bringts an den Tag .	0	
46. Fitchers Vogel ., 116. Das blaue Licht .	0	
46. Fitchers Vogel ., 117. Das eigensinnige Kind .	0	
46. Fitchers Vogel ., 118. Die drei Feldscherer .	0	
46. Fitchers Vogel ., 119. Die sieben Schwaben .	0	
46. Fitchers Vogel ., 121. Der Königssohn der sich vor nichts fürchtet .	0	
46. Fitchers Vogel ., 123. Die Alte im Wald .	0	
46. Fitchers Vogel ., 125. Der Teufel und seine Großmutter .	0	
46. Fitchers Vogel ., 126. Ferenand getrü und Ferenand ungetrü .	0	
46. Fitchers Vogel ., 128. Die faule Spinnerin .	0	
46. Fitchers Vogel ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
46. Fitchers Vogel ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
46. Fitchers Vogel ., 132. Der Fuchs und das Pferd .	0	
46. Fitchers Vogel ., 133. Die zertanzten Schuhe .	0	
46. Fitchers Vogel ., 137. De drei schwatten Princessinnen .	0	
46. Fitchers Vogel ., 141. Das Lämmchen und Fischchen .	0	
46. Fitchers Vogel ., 143. Up Reisen gohn .	0	
46. Fitchers Vogel ., 144. Das Eselein .	0	
46. Fitchers Vogel ., 146. Die Rübe .	0	
46. Fitchers Vogel ., 147. Das junggeglühte Männlein .	0	
46. Fitchers Vogel ., 148. Des Herrn und des Teufels Gethier .	0	
46. Fitchers Vogel ., 149. Der Hahnenbalken .	0	
46. Fitchers Vogel ., 150. Die alte Bettelfrau .	0	
46. Fitchers Vogel ., 151. Die drei Faulen .	0	
46. Fitchers Vogel ., 151 * .	0	
46. Fitchers Vogel ., 152. Das Hirtenbüblein .	0	
46. Fitchers Vogel ., 153. Die Sternthaler .	0	
46. Fitchers Vogel ., 154. Der gestohlene Heller .	0	
46. Fitchers Vogel ., 155. Die Brautschau .	0	
46. Fitchers Vogel ., 157. Der Sperling und seine vier Kinder .	0	
46. Fitchers Vogel ., 158. Das Märchen vom Schlauraffenland .	0	
46. Fitchers Vogel ., 159. Das Dietmarsische Lügenmärchen .	0	
46. Fitchers Vogel ., 161. Schneeweißchen und Rosenroth .	0	
46. Fitchers Vogel ., 162. Der kluge Knecht .	0	
46. Fitchers Vogel ., 163. Der gläserne Sarg .	0	
46. Fitchers Vogel ., 164. Der faule Heinz .	0	
46. Fitchers Vogel ., 165. Der Vogel Greif .	0	
46. Fitchers Vogel ., 166. Der starke Hans .	0	
46. Fitchers Vogel ., 167. Das Bürle im Himmel .	0	
46. Fitchers Vogel ., 168. Die hagere Liese .	0	
46. Fitchers Vogel ., 170. Lieb und Leid theilen .	0	
46. Fitchers Vogel ., 171. Der Zaunkönig .	0	
46. Fitchers Vogel ., 172. Die Scholle .	0	
46. Fitchers Vogel ., 173. Rohrdommel und Wiedehopf .	0	
46. Fitchers Vogel ., 174. Die Eule .	0	
46. Fitchers Vogel ., 175. Der Mond .	0	
46. Fitchers Vogel ., 176. Die Lebenszeit .	0	
46. Fitchers Vogel ., 177. Die Boten des Todes .	0	
46. Fitchers Vogel ., 178. Meister Pfriem .	0	
46. Fitchers Vogel ., 179. Die Gänsehirtin am Brunnen .	0	
46. Fitchers Vogel ., 180. Die ungleichen Kinder Evas .	0	
46. Fitchers Vogel ., 181. Die Nixe im Teich .	0	
46. Fitchers Vogel ., 183. Der Riese und der Schneider .	0	
46. Fitchers Vogel ., 184. Der Nagel .	0	
46. Fitchers Vogel ., 187. Der Hase und der Jgel .	0	
46. Fitchers Vogel ., 188. Spindel , Weberschiffchen und Nadel .	0	
46. Fitchers Vogel ., 189. Der Bauer und der Teufel .	0	
46. Fitchers Vogel ., 190. Die Brosamen auf dem Tisch .	0	
46. Fitchers Vogel ., 191. Das Meerhäschen .	0	
46. Fitchers Vogel ., 192. Der Meisterdieb .	0	
46. Fitchers Vogel ., 193. Der Trommler .	0	
46. Fitchers Vogel ., 194. Die Kornähre .	0	
46. Fitchers Vogel ., 196. Oll Rinkrank .	0	
46. Fitchers Vogel ., 199. Der Stiefel von Büffelleder .	0	
46. Fitchers Vogel ., 200. Der goldene Schlüssel .	0	
47. Von dem Machandelboom ., 49. Die sechs Schwäne .	0	
47. Von dem Machandelboom ., 50. Dornröschen .	0	
47. Von dem Machandelboom ., 51. Fundevogel .	0	
47. Von dem Machandelboom ., 53. Sneewittchen .	0	
47. Von dem Machandelboom ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
47. Von dem Machandelboom ., 55. Rumpelstilzchen .	0	
47. Von dem Machandelboom ., 56. Der Liebste Roland .	0	
47. Von dem Machandelboom ., 59. Der Frieder und das Catherlieschen .	0	
47. Von dem Machandelboom ., 60. Die zwei Brüder .	0	
47. Von dem Machandelboom ., 62. Die Bienenkönigin .	0	
47. Von dem Machandelboom ., 64. Die goldene Gans .	0	
47. Von dem Machandelboom ., 65. Allerleirauh .	0	
47. Von dem Machandelboom ., 67. Die zwölf Jäger .	0	
47. Von dem Machandelboom ., 68. De Gaudeif un sien Meester .	0	
47. Von dem Machandelboom ., 70. Die drei Glückskinder .	0	
47. Von dem Machandelboom ., 71. Sechse kommen durch die ganze Welt .	0	
47. Von dem Machandelboom ., 72. Der Wolf und der Mensch .	0	
47. Von dem Machandelboom ., 73. Der Wolf und der Fuchs .	0	
47. Von dem Machandelboom ., 75. Der Fuchs und die Katze .	0	
47. Von dem Machandelboom ., 76. Die Nelke .	0	
47. Von dem Machandelboom ., 77. Das kluge Grethel .	0	
47. Von dem Machandelboom ., 79. Die Wassernixe .	0	
47. Von dem Machandelboom ., 80. Von dem Tode des Hühnchens .	0	
47. Von dem Machandelboom ., 81. Bruder Lustig .	0	
47. Von dem Machandelboom ., 82. De Spielhansl .	0	
47. Von dem Machandelboom ., 83. Hans im Glück .	0	
47. Von dem Machandelboom ., 86. Der Fuchs und die Gänse .	0	
47. Von dem Machandelboom ., 89. Die Gänsemagd .	0	
47. Von dem Machandelboom ., 90. Der junge Riese .	0	
47. Von dem Machandelboom ., 92. Der König vom goldenen Berg .	0	
47. Von dem Machandelboom ., 95. Der alte Hildebrand .	0	
47. Von dem Machandelboom ., 97. Das Wasser des Lebens .	0	
47. Von dem Machandelboom ., 99. Der Geist im Glas .	0	
47. Von dem Machandelboom ., 100. Des Teufels rußiger Bruder .	0	
47. Von dem Machandelboom ., 101. Der Bärenhäuter .	0	
47. Von dem Machandelboom ., 104. Die klugen Leute .	0	
47. Von dem Machandelboom ., 105. Märchen von der Unke .	0	
47. Von dem Machandelboom ., 106. Der arme Müllerbursch und das Kätzchen .	0	
47. Von dem Machandelboom ., 107. Die beiden Wanderer .	0	
47. Von dem Machandelboom ., 108.	0	
47. Von dem Machandelboom ., 109. Das Todtenhemdchen .	0	
47. Von dem Machandelboom ., 111. Der gelernte Jäger .	0	
47. Von dem Machandelboom ., 112. Der Dreschflegel vom Himmel .	0	
47. Von dem Machandelboom ., 114. Vom klugen Schneiderlein .	0	
47. Von dem Machandelboom ., 115. Die klare Sonne bringts an den Tag .	0	
47. Von dem Machandelboom ., 116. Das blaue Licht .	0	
47. Von dem Machandelboom ., 117. Das eigensinnige Kind .	0	
47. Von dem Machandelboom ., 118. Die drei Feldscherer .	0	
47. Von dem Machandelboom ., 119. Die sieben Schwaben .	0	
47. Von dem Machandelboom ., 120. Die drei Handwerksburschen .	0	
47. Von dem Machandelboom ., 121. Der Königssohn der sich vor nichts fürchtet .	0	
47. Von dem Machandelboom ., 123. Die Alte im Wald .	0	
47. Von dem Machandelboom ., 124. Die drei Brüder .	0	
47. Von dem Machandelboom ., 125. Der Teufel und seine Großmutter .	0	
47. Von dem Machandelboom ., 127. Der Eisenofen .	0	
47. Von dem Machandelboom ., 129. Die vier kunstreichen Brüder .	0	
47. Von dem Machandelboom ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
47. Von dem Machandelboom ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
47. Von dem Machandelboom ., 132. Der Fuchs und das Pferd .	0	
47. Von dem Machandelboom ., 133. Die zertanzten Schuhe .	0	
47. Von dem Machandelboom ., 134. Die sechs Diener .	0	
47. Von dem Machandelboom ., 135. Die weiße und die schwarze Braut .	0	
47. Von dem Machandelboom ., 136. Der Eisenhans .	0	
47. Von dem Machandelboom ., 139. Dat Mäken von Brakel .	0	
47. Von dem Machandelboom ., 140. Das Hausgesinde .	0	
47. Von dem Machandelboom ., 141. Das Lämmchen und Fischchen .	0	
47. Von dem Machandelboom ., 142. Simeliberg .	0	
47. Von dem Machandelboom ., 144. Das Eselein .	0	
47. Von dem Machandelboom ., 146. Die Rübe .	0	
47. Von dem Machandelboom ., 147. Das junggeglühte Männlein .	0	
47. Von dem Machandelboom ., 148. Des Herrn und des Teufels Gethier .	0	
47. Von dem Machandelboom ., 149. Der Hahnenbalken .	0	
47. Von dem Machandelboom ., 150. Die alte Bettelfrau .	0	
47. Von dem Machandelboom ., 151. Die drei Faulen .	0	
47. Von dem Machandelboom ., 151 * .	0	
47. Von dem Machandelboom ., 152. Das Hirtenbüblein .	0	
47. Von dem Machandelboom ., 153. Die Sternthaler .	0	
47. Von dem Machandelboom ., 155. Die Brautschau .	0	
47. Von dem Machandelboom ., 156. Die Schlickerlinge .	0	
47. Von dem Machandelboom ., 157. Der Sperling und seine vier Kinder .	0	
47. Von dem Machandelboom ., 158. Das Märchen vom Schlauraffenland .	0	
47. Von dem Machandelboom ., 159. Das Dietmarsische Lügenmärchen .	0	
47. Von dem Machandelboom ., 161. Schneeweißchen und Rosenroth .	0	
47. Von dem Machandelboom ., 162. Der kluge Knecht .	0	
47. Von dem Machandelboom ., 163. Der gläserne Sarg .	0	
47. Von dem Machandelboom ., 165. Der Vogel Greif .	0	
47. Von dem Machandelboom ., 166. Der starke Hans .	0	
47. Von dem Machandelboom ., 167. Das Bürle im Himmel .	0	
47. Von dem Machandelboom ., 168. Die hagere Liese .	0	
47. Von dem Machandelboom ., 169. Das Waldhaus .	0	
47. Von dem Machandelboom ., 171. Der Zaunkönig .	0	
47. Von dem Machandelboom ., 172. Die Scholle .	0	
47. Von dem Machandelboom ., 173. Rohrdommel und Wiedehopf .	0	
47. Von dem Machandelboom ., 174. Die Eule .	0	
47. Von dem Machandelboom ., 175. Der Mond .	0	
47. Von dem Machandelboom ., 176. Die Lebenszeit .	0	
47. Von dem Machandelboom ., 177. Die Boten des Todes .	0	
47. Von dem Machandelboom ., 178. Meister Pfriem .	0	
47. Von dem Machandelboom ., 179. Die Gänsehirtin am Brunnen .	0	
47. Von dem Machandelboom ., 180. Die ungleichen Kinder Evas .	0	
47. Von dem Machandelboom ., 181. Die Nixe im Teich .	0	
47. Von dem Machandelboom ., 182. Die Geschenke des kleinen Volkes .	0	
47. Von dem Machandelboom ., 183. Der Riese und der Schneider .	0	
47. Von dem Machandelboom ., 184. Der Nagel .	0	
47. Von dem Machandelboom ., 185. Der arme Junge im Grab .	0	
47. Von dem Machandelboom ., 186. Die wahre Braut .	0	
47. Von dem Machandelboom ., 188. Spindel , Weberschiffchen und Nadel .	0	
47. Von dem Machandelboom ., 189. Der Bauer und der Teufel .	0	
47. Von dem Machandelboom ., 191. Das Meerhäschen .	0	
47. Von dem Machandelboom ., 192. Der Meisterdieb .	0	
47. Von dem Machandelboom ., 193. Der Trommler .	0	
47. Von dem Machandelboom ., 194. Die Kornähre .	0	
47. Von dem Machandelboom ., 195. Der Grabhügel .	0	
47. Von dem Machandelboom ., 197. Die Krystallkugel .	0	
47. Von dem Machandelboom ., 198. Jungfrau Maleen .	0	
47. Von dem Machandelboom ., 199. Der Stiefel von Büffelleder .	0	
47. Von dem Machandelboom ., 200. Der goldene Schlüssel .	0	
48. Der alte Sultan ., 55. Rumpelstilzchen .	0	
48. Der alte Sultan ., 57. Der goldene Vogel .	0	
48. Der alte Sultan ., 59. Der Frieder und das Catherlieschen .	0	
48. Der alte Sultan ., 62. Die Bienenkönigin .	0	
48. Der alte Sultan ., 65. Allerleirauh .	0	
48. Der alte Sultan ., 67. Die zwölf Jäger .	0	
48. Der alte Sultan ., 68. De Gaudeif un sien Meester .	0	
48. Der alte Sultan ., 70. Die drei Glückskinder .	0	
48. Der alte Sultan ., 77. Das kluge Grethel .	0	
48. Der alte Sultan ., 79. Die Wassernixe .	0	
48. Der alte Sultan ., 80. Von dem Tode des Hühnchens .	0	
48. Der alte Sultan ., 81. Bruder Lustig .	0	
48. Der alte Sultan ., 82. De Spielhansl .	0	
48. Der alte Sultan ., 86. Der Fuchs und die Gänse .	0	
48. Der alte Sultan ., 88. Das singende springende Löweneckerchen .	0	
48. Der alte Sultan ., 89. Die Gänsemagd .	0	
48. Der alte Sultan ., 90. Der junge Riese .	0	
48. Der alte Sultan ., 91. Dat Erdmänneken .	0	
48. Der alte Sultan ., 92. Der König vom goldenen Berg .	0	
48. Der alte Sultan ., 97. Das Wasser des Lebens .	0	
48. Der alte Sultan ., 100. Des Teufels rußiger Bruder .	0	
48. Der alte Sultan ., 101. Der Bärenhäuter .	0	
48. Der alte Sultan ., 107. Die beiden Wanderer .	0	
48. Der alte Sultan ., 111. Der gelernte Jäger .	0	
48. Der alte Sultan ., 112. Der Dreschflegel vom Himmel .	0	
48. Der alte Sultan ., 113. De beiden Künigeskinner .	0	
48. Der alte Sultan ., 114. Vom klugen Schneiderlein .	0	
48. Der alte Sultan ., 115. Die klare Sonne bringts an den Tag .	0	
48. Der alte Sultan ., 116. Das blaue Licht .	0	
48. Der alte Sultan ., 117. Das eigensinnige Kind .	0	
48. Der alte Sultan ., 118. Die drei Feldscherer .	0	
48. Der alte Sultan ., 120. Die drei Handwerksburschen .	0	
48. Der alte Sultan ., 121. Der Königssohn der sich vor nichts fürchtet .	0	
48. Der alte Sultan ., 122. Der Krautesel .	0	
48. Der alte Sultan ., 124. Die drei Brüder .	0	
48. Der alte Sultan ., 125. Der Teufel und seine Großmutter .	0	
48. Der alte Sultan ., 126. Ferenand getrü und Ferenand ungetrü .	0	
48. Der alte Sultan ., 129. Die vier kunstreichen Brüder .	0	
