Characters,CharacterFrequency
"Köhler, Ranzen",3
"Weg, Ranzen",3
"Weg, Soldat",3
"Bruder, Kopf",3
"Gold, Türe",3
"Ranzen, König",3
"Stroh, König",3
"Morgen, Stroh",3
"Morgen, Gold",3
"Stroh, Kammer",3
"Stroh, Nacht",3
"Stroh, Müllerstochter",3
"Männchen, Kind",3
"Erde, Bett",3
"Ente, See",3
"Hochzeit, Roland",3
"König, Feder",3
"Fuchs, Leben",3
"Fuchs, Haar",3
"Fuchs, Stein",3
"Vogel, Kammer",3
"Vogel, Leben",3
"Fuchs, 'siehst",3
"Jüngling, Schloß",3
"Hand, Pferd",3
"Jungfrau, Königssohn",3
"Fuchs, Kopf",3
"Bruder, Jungfrau",3
"Bruder, Pferd",3
"Mensch, Königstochter",3
"Stück, Bruder",3
"Stück, Hund",3
"Sprache, Brot",3
"Pferd, Wein",3
"Fuhrmann, Wein",3
"Sperling, Auge",3
"Fuhrmann, Kopf",3
"Sperling, Leben",3
"Fuhrmann, Leben",3
"Wald, Schwan",2
"Vater, Feder",2
"Zeit, Land",2
"Zeit, Jäger",2
"Fisch, Sprache",2
"Bruder, Glück",2
"Wasser, Welt",2
"Freude, Jahr",2
"Land, Tochter",2
"Schloß, Haus",2
"Turm, Stube",2
"Kammer, Stube",2
"Schlüssel, Frau",2
"Wand, Feuer",2
"Wand, Stall",2
"Wand, Pferd",2
"Hund, Stall",2
"Hund, Koch",2
"Pferd, Koch",2
"Ring, Schloß",2
"Dornrösche, Königstochter",2
"Dornrösche, Land",2
"Dornrösche, Schloß",2
"Königssohn, Königstochter",2
"Königssohn, Land",2
"Zeit, Königstochter",2
"Hand, Jüngling",2
"Dornrösche, Jahr",2
"Wand, Huhn",2
"Wand, Magd",2
"Huhn, Magd",2
"Huhn, Junge",2
"Magd, Koch",2
"Magd, Junge",2
"Koch, Junge",2
"Kind, Jagd",2
"Förster, Lenchen",2
"Lenchen, Haus",2
"Wasser, Förster",2
"Förster, Kochin",2
"Wasser, Lenchen",2
"Wasser, Jagd",2
"Fundevogel, Mensch",2
"Mensch, Lenchen",2
"Lenchen, Kochin",2
"Fundevogel, Knecht",2
"Fundevogel, Kind",2
"Knecht, Lenchen",2
"Fundevogel, Sprache",2
"Knecht, Kirche",2
"Sprache, Lenchen",2
"Kirche, Kochin",2
"König, Reihe",2
"Ei, Name",2
"Zeit, Name",2
"Spielmann, König",2
"Spielmann, Tochter",2
"Wald, Eine",2
"Spielmann, Hauschen",2
"Reich, Leute",2
"Arbeit, Koch",2
"Frau, Drosselbart",2
"Drosselbart, Türe",2
"Vater, Kleid",2
"Vater, Glück",2
"Freude, Glück",2
"Schnee, Schneewittchen",2
"Schneewittchen, Kind",2
"Jahr, Gemahlin",2
"Schneewittchen, Tag",2
"Mädchen, Schneewittchen",2
"Herz, Nacht",2
"Tier, Schneewittchen",2
"Schneewittchen, Leben",2
"Schneewittchen, Jäger",2
"Gott, Freude",2
"Spiegel, Schneewittchen",2
"Frau, Schneewittchen",2
"Berg, Türe",2
"Zwerg, Türe",2
"Schneewittchen, Haus",2
"Zwerg, Mensch",2
"Haus, Glück",2
"Schneewittchen, Stiefmutter",2
"Zwerg, Apfel",2
"Mir_Es, Kopf",2
"Schneewittchen, Bauerin",2
"Apfel, Bauerin",2
"Schneewittchen, Zwerglein",2
"Welt, Schneewittchen",2
"Freude, Schloß",2
"Weg, Glück",2
"Silber, Berg",2
"Wald, Köhler",2
"Köhler, Feuer",2
"Köhler, Abend",2
"Köhler, Tag",2
"Erde, Gast",2
"Tüchlein, Gast",2
"Stück, Ranzen",2
"Geselle, 'nein",2
"Tüchlein, Hutlein",2
"Weg, Tüchlein",2
"Stück, Soldat",2
"Köhler, Hutlein",2
"Silber, Bruder",2
"Hutlein, Kopf",2
"Bruder, Türe",2
"König, Name",2
"Ranzen, Herz",2
"Land, Leute",2
"Stroh, Tochter",2
"Morgen, Müller",2
"Gold, Kammer",2
"Leben, Müllerstochter",2
"Mädchen, Männchen",2
"Stroh, Türe",2
"Sprache, Abend",2
"Sprache, Türe",2
"Männchen, Türe",2
"Kammer, Müllerstochter",2
"Nacht, Müllerstochter",2
"Stroh, Ring",2
"Gold, Ring",2
"Ring, Männchen",2
"Morgen, Männchen",2
"Gold, Müllerstochter",2
"Männlein, Frau",2
"Männlein, Nacht",2
"Welt, Kammer",2
"König, Müllerstochter",2
"Königin, Männchen",2
"Königin, Müllerstochter",2
"Welt, Männchen",2
"Tag, Name",2
"Königin, Name",2
"Nacht, Name",2
"Fuchs, Bein",2
"Fuchs, Berg",2
"Fuchs, Reihe",2
"Fuchs, Leute",2
"Männlein, Tag",2
"Männlein, Name",2
"Bein, Leute",2
"Bein, Hase",2
"Berg, Hase",2
"Nacht, Leute",2
"Nacht, Kopf",2
"Kind, Axt",2
"Erde, Kopf",2
"Ente, Alte",2
"Mädchen, Feld",2
"Hochzeit, Feld",2
"Hochzeit, Liebste",2
"Feuer, Stube",2
"Morgen, Blume",2
"König, Apfel",2
"Morgen, Apfel",2
"Nacht, Sohn",2
"Nacht, Apfel",2
"Garten, Sohn",2
"Sohn, Apfel",2
"Baum, Herr",2
"Vogel, Jüngling",2
"Vogel, Sohn",2
"Vater, Vogel",2
"Vogel, Bruder",2
"Morgen, Fuchs",2
"Vogel, Schloß",2
"Fuchs, Schloß",2
"Morgen, Tod",2
"Stall, Schloß",2
"Haar, Schwanz",2
"Königssohn, Stein",2
"Schwanz, Stein",2
"Weg, Jüngling",2
"Morgen, Berg",2
"Berg, Leben",2
"Fuchs, Abend",2
"Fuchs, Jungfrau",2
"Freude, Vogel",2
"Wald, Kopf",2
"Königssohn, Kopf",2
"Königssohn, Pfote",2
"Kopf, Pfote",2
"Bruder, Brunnen",2
"Weg, Kleid",2
"Fuchs, Tod",2
"Fuchs, Mann",2
"Jüngling, Mann",2
"Schloß, Leute",2
"Sperling, Stück",2
"Sperling, Bruder",2
"Bruder, Hund",2
"Faß, Pferd",2
"Faß, Fuhrmann",2
"Faß, Wagen",2
"Hund, Fuhrmann",2
"Hund, Wagen",2
"Fuhrmann, Mann",2
"Sperling, Vogel",2
"Vater, Geld",2
"'nein, Daumesdick",2
"Daumesdick, Stück",2
"Daumesdick, Welt",2
"Daumesdick, Geld",2
"Vogel, Kopf",2
"'guten, Herr",2
"Abend, Herr",2
"Daumesdick, Stimme",2
"Daumesdick, Kammer",2
"Daumesdick, Magd",2
"Hand, Magd",2
"Magd, Kuh",2
"Kuh, Stimme",2
"Gott, Pfarrer",2
"Pfarrer, Kuh",2
"Stall, Kuh",2
"Stall, Herr",2
"Kuh, Herr",2
"Daumesdick, Kuh",2
"Vater, Kuchen",2
"Nacht, Wolf",2
"Leute, Wolf",2
"Frau, Sense",2
"Sense, Wolf",2
"Sense, Mann",2
"Vater, Sense",2
"Vater, Wolf",2
"Kammer, Wolf",2
"Messer, Wolf",2
"Füchsin, Hochzeit",2
"Frau, Schwanz",2
"Fuchs, Magd",2
"Füchsin, Freier",2
"'er, Fuchs",2
"'er, Herr",2
"Füchsin, Türe",2
"Schwanz, Türe",2
"Schwanz, Herr",2
"Füchsin, Haus",2
"Fuchs, Hochzeit",2
"Füchsin, Wolf",2
"Freier, Türe",2
"Freier, Herr",2
"Hirsch, Löwe",2
"Hirsch, Wolf",2
"Hund, Hase",2
"Leder, Schuster",2
"Schuh, Schuster",2
"Schuster, Paar",2
"Leder, Geld",2
"Schuh, Geld",2
"Paar, Geld",2
"Leder, Arbeit",2
"Morgen, Paar",2
"Arbeit, Paar",2
"Arbeit, Geld",2
"Paar, Mann",2
"Arbeit, Männlein",2
"Männlein, Tisch",2
"Auge, Tisch",2
"Mädchen, Arbeit",2
"Mädchen, Ecke",2
"Wichtelmann, Kind",2
"Arbeit, Besen",2
"Besen, Ecke",2
"Arbeit, Hand",2
"Berg, Jahr",2
"Wasser, Herd",2
"Wald, Bräutigam",2
"Asche, Wald",2
"Wald, Erbse",2
"Weg, Erbse",2
"Asche, Erde",2
"Wand, Vogel",2
"Wand, Bauer",2
"Vogel, Bauer",2
"Kind, Bräutigam",2
"Braut, Tod",2
"Stück, Tisch",2
"Kleid, Tisch",2
"Räuber, Wein",2
"Tag, Bräutigam",2
"Mauschen, Wagen",2
"Mauschen, Hahnchen",2
"Katze, Hahnchen",2
"Ente, Stecknadel",2
"Ente, Mühlstein",2
"Ente, Nähnadel",2
"Ei, Stecknadel",2
"Ei, Wagen",2
"Ei, Mühlstein",2
"Ei, Nähnadel",2
"Stecknadel, Wagen",2
"Stecknadel, Mühlstein",2
"Wagen, Mühlstein",2
"Wagen, Nähnadel",2
"Mühlstein, Nähnadel",2
"Katze, Ei",2
"Mauschen, Ei",2
"Bett, Nähnadel",2
"Feuer, Haus",2
"Feuer, Herr",2
"Gevatter, Tor",2
"Wasser, Kranke",2
"Wasser, Fuß",2
"Geld, Kopf",2
"Mann, Kunst",2
"Tod, Kopf",2
"Gevatter, Finger",2
"Gevatter, Besen",2
"Finger, Besen",2
"Besen, Herr",2
"Treppe, Kopf",2
"Fisch, Treppe",2
"Gevatter, Ei",2
"Magd, Haus",2
"Fisch, Haus",2
"Tür, Mann",2
"Mädchen, Ding",2
"Haus, Eltern",2
"Hexe, Jäger",2
"Hexe, Kopf",2
"Köhler, Mann",2
"Gevatter, Tod",2
"Brot, Mann",2
"Gold, Mensch",2
"Gevatter, Zeit",2
"Kranke, Arzt",2
"Kranke, Kraut",2
"Welt, Arzt",2
"Arzt, Fuß",2
"Kraut, Fuß",2
"König, Arzt",2
"Kranke, Bett",2
"Nacht, Tod",2
"Königstochter, Pate",2
"Hand, Arzt",2
"Welt, Licht",2
"Arbeit, Schneiderlein",2
"Meisterin, Däumling",2
"Frau, Meisterin",2
"Räuber, Däumling",2
"Tür, Tier",2
"Taler, Däumling",2
"Geld, Däumling",2
"Schneiderlein, Däumling",2
"Däumling, Kuh",2
"Frau, Wurst",2
"Huhn, Ei",2
"Stück, Kreuzer",2
"Huhn, Kind",2
"Ei, Kind",2
"Hexenmeister, Mann",2
"Türe, Tochter",2
"Schlüssel, Mann",2
"Braut, Schlüssel",2
"Korb, Hexenmeister",2
"Braut, Vogel",2
"Braut, Fitchers",2
"Fitchers, Haus",2
"Bruder, Gast",2
"Haus, Gast",2
"Finger, Schnee",2
"Schnee, Ehre",2
"Freude, De",2
"Freude, Ehre",2
"He, Kind",2
"He, Tochter",2
"Awerst, Tochter",2
"Gans, Tochter",2
"Appell, Tochter",2
"Appell, Wöör",2
"Appell, Hand",2
"He, Moder",2
"Appell, Moder",2
"Appell, Ik",2
"Gans, Moder",2
"Mensch, De",2
"Mensch, Awerst",2
"Awerst, Moder",2
"Moder, Mann",2
"Awerst, Licht",2
"Stück, Ik",2
"Geselle, Tochter",2
"Vogel, Tochter",2
"De, Auge",2
"Feder, Tochter",2
"Vogel, Moder",2
"Vogel, Licht",2
"Ehre, Moder",2
"Ehre, Auge",2
"Gans, Licht",2
"Gans, Auge",2
"Moder, Auge",2
"Licht, Ik",2
"Welt, De",2
"Welt, Ehre",2
"Frau, Ei",2
"Frau, Sultan",2
"Ei, Jahr",2
"Ei, Zeit",2
"Jahr, Tier",2
"Tier, Zeit",2
"Kind, Herr",2
"Vater, Feld",2
"Feld, Wolf",2
"Wolf, Sultan",2
"Auge, Herr",2
"Bauer, Wolf",2
"Hund, Schwein",2
"Katze, Schwanz",2
"Baum, Schwein",2
"Ohr, Schwein",2
"Katze, Schwein",2
"Wald, Gemahlin",2
"Weg, Gemahlin",2
"Frau, Gemahlin",2
"Feuer, Königin",2
"Königin, Gemahlin",2
"Weg, Hochzeit",2
"Mädchen, Gemahlin",2
"König, Gesicht",2
"Wald, Kugel",2
"Kugel, König",2
"Kugel, Königstochter",2
"Königstochter, Auge",2
"Frosch, Königstochter",2
"Frosch, Kopf",2
"Königstochter, Stimme",2
"Königstochter, Stein",2
"Perle, Kleid",2
"Wasser, Geselle",2
"Geselle, Frosch",2
"Geselle, Mensch",2
"Kugel, Mensch",2
"Frosch, Mensch",2
"Tür, Frosch",2
"Tür, Tag",2
"Wasser, Wald",2
"Vater, Tür",2
"Vater, Brunnen",2
"Wald, Frosch",2
"Herz, Brunnen",2
"Stuhl, Frosch",2
"Hexe, Brunnen",2
"Morgen, Pferd",2
"Heinrich, König",2
"Wagen, Diener",2
"Heinrich, Herz",2
"Heinrich, Herr",2
"Frosch, Herr",2
"Freude, Reich",2
"Reich, Wagen",2
"Stück, Königssohn",2
"'nein, Herr",2
"Weg, Wagen",2
"Katze, Kirche",2
"Gevatter, Gott",2
"Haus, Name",2
"'er, Pate",2
"'er, Maus",2
"'er, Name",2
"Katze, Kind",2
"Gevatter, Fetttopf",2
"Ring, Kind",2
"Haar, Maus",2
"Jahr, Maus",2
"Gevatter, Tag",2
"Wald, Arbeit",2
"Mutter, Jungfrau",2
"Mutter, Maria",2
"Jungfrau, Holz",2
"Maria, Holz",2
"Schlüssel, Tag",2
"Jungfrau, Tag",2
"Jahr, Maria",2
"Jahr, Türe",2
"Maria, Türe",2
"Mädchen, Feuer",2
"Engel, Leben",2
"Nacht, Himmel",2
"Pferd, Land",2
"Pferd, Baum",2
"Mädchen, Haar",2
"Pferd, Kleid",2
"Schloß, Kleid",2
"Tür, Bett",2
"Jungfrau, Bett",2
"Jungfrau, Nacht",2
"Sprache, Königin",2
"Königin, Mund",2
"Nacht, Mund",2
"Nacht, Maria",2
"Tür, Himmel",2
"Königin, Türe",2
"Nacht, Türe",2
"Türe, Himmel",2
"Hand, Jahr",2
"Hand, Himmel",2
"Jungfrau, Töchterlein",2
"Jahr, Himmel",2
"Maria, Töchterlein",2
"Feuer, Jungfrau",2
"Feuer, Herz",2
"Feuer, Stimme",2
"Jungfrau, Tod",2
"Herz, Stimme",2
"Herz, Licht",2
"Herz, Tod",2
"Stimme, Tod",2
"Tod, Holz",2
"Holz, Töchterlein",2
"Kind, Glück",2
"Leute, Sohn",2
"Vater, Ecke",2
"Brot, Ecke",2
"Gott, Mir_Es",2
"Gott, Ei",2
"Gruseln, Brot",2
"Ding, Brot",2
"Brot, Sohn",2
"'nein, Junge",2
"Turm, Treppe",2
"Frau, Ecke",2
"Vater, Bein",2
"Treppe, Haus",2
"Gruseln, Tag",2
"Vater, 'siehst",2
"Hochzeit, Welt",2
"Hochzeit, Tochter",2
"Hochzeit, Mann",2
"Stück, Welt",2
"Stück, Mir_Es",2
"Welt, Junge",2
"Mir_Es, 'siehst",2
"Mir_Es, Gruseln",2
"Mir_Es, Tag",2
"Mir_Es, Tochter",2
"Mir_Es, Mann",2
"'siehst, Junge",2
"Taler, Abend",2
"Taler, Tag",2
"Gruseln, Tochter",2
"Gruseln, Mann",2
"Baum, Abend",2
"Baum, Junge",2
"Feuer, Kleid",2
"Morgen, 'nein",2
"Morgen, Feuer",2
"Morgen, Taler",2
"Feuer, Mann",2
"Weg, Mir_Es",2
"Weg, Junge",2
"Mir_Es, Fuhrmann",2
"Fuhrmann, Junge",2
"Wirt, Stube",2
"Wirt, Leben",2
"Mir_Es, Stube",2
"Mir_Es, Auge",2
"Morgen, Junge",2
"Feuer, Messer",2
"Messer, König",2
"Ding, Schloß",2
"Feuer, Kammer",2
"Feuer, Junge",2
"Messer, Nacht",2
"Feuer, Mir_Es",2
"Feuer, Hund",2
"Berg, Bett",2
"Bett, Treppe",2
"'nein, Gruseln",2
"Finger, Erde",2
"Finger, Tag",2
"Feuer, Gesicht",2
"Keller, Alte",2
"Schloß, Alte",2
"König, Gruseln",2
"Vetter, Mann",2
"Hochzeit, Gold",2
"Gold, Gemahlin",2
"Wasser, Gemahlin",2
"Geißlein, Wolf",2
"Kind, Geißlein",2
"Haar, Wolf",2
"Haar, Tag",2
"Stimme, Fuß",2
"Mutter, Haustür",2
"Stück, Kind",2
"Stück, Wolf",2
"Wolf, Haustür",2
"Kind, Fuß",2
"Wolf, Fuß",2
"Haustür, Pfote",2
"Wald, Türe",2
"Türe, Haustür",2
"Wiese, Wolf",2
"Stuhl, Haustür",2
"Geißlein, Leben",2
"Mutter, Hochzeit",2
"Bauch, Stein",2
"Bein, Brunnen",2
"Bein, Wolf",2
"Brunnen, Wolf",2
"Mutter, Freude",2
"Mutter, Brunnen",2
"Freude, Wolf",2
"Bild, Kammer",2
"Bild, Bett",2
"Bild, Königstochter",2
"Bild, Schloß",2
"Kammer, Bett",2
"Kammer, Königstochter",2
"Kammer, Johannes",2
"Jahr, Bett",2
"Jahr, Leben",2
"Jahr, Frieden",2
"Bett, Königstochter",2
"Bett, Johannes",2
"Schloß, Frieden",2
"Schloß, Tod",2
"Tod, Johannes",2
"Hand, Johannes",2
"Tür, Schloß",2
"Trunk, Stück",2
"Gold, Gans",2
"Dümmling, Baum",2
"Mädchen, Pfarrer",2
"Mädchen, Herr",2
"Mensch, Gans",2
"Keller, Dümmling",2
"Keller, Tag",2
"Faß, Tag",2
"Faß, Mann",2
"Dümmling, Tag",2
"Berg, Dümmling",2
"Dümmling, Tochter",2
"Reich, Tag",2
"Wasser, Braut",2
"Wasser, Schiff",2
"Schiff, Dümmling",2
"Dümmling, Land",2
"Dümmling, Gemahlin",2
"Braut, Frau",2
"Braut, Reich",2
"Stück, König",2
"Vater, Königstochter",2
"Ring, Gesicht",2
"Hand, Kleid",2
"Kleid, Gesicht",2
"Treppe, Stallchen",2
"Asche, Arbeit",2
"Allerleirauh, Zeit",2
"Schloß, Koch",2
"Asche, Koch",2
"Asche, Stallchen",2
"Hand, Stallchen",2
"Koch, Tag",2
"Stallchen, Gesicht",2
"Allerleirauh, Stallchen",2
"Ring, Allerleirauh",2
"Ring, Suppe",2
"König, Stallchen",2
"Allerleirauh, Haar",2
"Haar, Suppe",2
"Sprache, Koch",2
"Allerleirauh, Kopf",2
"Koch, Kleid",2
"Finger, Kleid",2
"Coal, Frau",2
"Coal, Toachter",2
"Coal, Geoart",2
"Braut, 'thu",2
"De, 'thu",2
"Vater, Bräutigam",2
"Mädchen, Vorzimmer",2
"Mädchen, Löwe",2
"Vorzimmer, Erbse",2
"Erbse, Jäger",2
"Morgen, Vorzimmer",2
"Vorzimmer, Königstochter",2
"Löwe, Mann",2
"Spinnrad, Mann",2
"Braut, Jagd",2
"Jan, Herrgott",2
"Herrgott, Gaudeifen",2
"Herrgott, Sohn",2
"Gaudeifen, Mann",2
"Jahr, Geld",2
"Geld, Sohn",2
"De, Junge",2
"Uht, Pferd",2
"Uht, Taum",2
"Uht, Mie",2
"Pferd, Taum",2
"Pferd, Mie",2
"Taum, Mie",2
"Jungfrau, Jorinde",2
"Joringel, Schloß",2
"Nachtigall, Jorinde",2
"Weib, Jorinde",2
"Blume, Jorinde",2
"Vogel, Jorinde",2
"Vater, Hahn",2
"Hahn, Leute",2
"Leute, Insel",2
"Leute, Zahn",2
"Mutter, Diener",2
"Diener, Baum",2
"Bein, Welt",2
"Bein, Zeit",2
"Vogel, Ohr",2
"Vogel, Herr",2
"Bein, Laufer",2
"Hans, Erde",2
"Hans, Herr",2
"Wasser, Laufer",2
"Brunnen, Laufer",2
"Laufer, Kopf",2
"Soldat, Tochter",2
"Stube, Koch",2
"Fuchs, Stärke",2
"Stärke, Mensch",2
"Stärke, Wolf",2
"'jst, Mensch",2
"'siehst, Wolf",2
"'siehst, Gesicht",2
"Mensch, Gesicht",2
"Sprache, Gesicht",2
"Jäger, Gesicht",2
"Fuchs, Mir_Es",2
"Bauer, Nimmersatt",2
"'rothfuchs, Tag",2
"Pfannkuchen, Wolf",2
"Wald, Bein",2
"Keller, Fuchs",2
"Keller, Wolf",2
"Fuchs, Faß",2
"Faß, Wolf",2
"Sprache, Tag",2
"Fuchs, Zeit",2
"Fuchs, Gevatter",2
"Gevatter, Wölfin",2
"Bauer, Gevatterin",2
"Bauer, Wölfin",2
"Frau, Wölfin",2
"Gevatterin, Wölfin",2
"Katze, Kunst",2
"Fuchs, Sack",2
"Hund, Sack",2
"Herr, Kunst",2
"Sohn, Himmel",2
"Kind, Koch",2
"Knabe, Koch",2
"Messer, Koch",2
"Knabe, Herz",2
"Koch, Leben",2
"Koch, Kohle",2
"Sprache, Sohn",2
"Turm, Diener",2
"Sohn, Jäger",2
"Sohn, Herr",2
"Blume, Sohn",2
"Huhn, Abend",2
"Keller, Huhn",2
"Keller, Grethel",2
"Feuer, Gast",2
"Finger, Grethel",2
"Finger, Gast",2
"Trunk, Huhn",2
"Großvater, Frau",2
"Großvater, Tisch",2
"Nixe, Kirche",2
"Nußkern, Nußberg",2
"Nußkern, Huhnchen",2
"Nußkern, Hahnchen",2
"Nußberg, Huhnchen",2
"Soldat, Kreuzer",2
"Soldat, Lustig",2
"König, Schwein",2
"Gold, Eltern",2
"Frau, Eltern",2
"Jahr, Glückskind",2
"Kind, Eltern",2
"Leute, Glückskind",2
"Leute, Tochter",2
"Glückskind, Tochter",2
"Wasser, Jahr",2
"Wasser, Königin",2
"Brief, Jahr",2
"Brief, Glückskind",2
"Frau, Junge",2
"Jahr, Herr",2
"Königin, Glückskind",2
"Knabe, Königin",2
"Brief, Weg",2
"Brief, Räuber",2
"Knabe, Leben",2
"Brief, Königstochter",2
"Morgen, Weg",2
"Brief, Jüngling",2
"Königin, Königstochter",2
"Teufel, Wald",2
"Teufel, 'er",2
"Teufel, Nacht",2
"Wald, 'er",2
"Teufel, Glückskind",2
"Weg, Tor",2
"Wasser, Apfel",2
"Wasser, Teufel",2
"Wasser, Haar",2
"Teufel, Kopf",2
"Frau, Ding",2
"Ding, Wein",2
"Ding, Kopf",2
"Haar, Wein",2
"Haar, Kopf",2
"Fährmann, Baum",2
"Brunnen, Kopf",2
"Teufel, Stein",2
"Teufel, Maus",2
"Apfel, Maus",2
"Hand, Drachen",2
"Tag, Drachen",2
"Teufel, Alte",2
"Hand, Fährmann",2
"Mädchen, Wasserkrügelchen",2
"Wagenchen, Baumchen",2
"Flohchen, Baumchen",2
"Türchen, Baumchen",2
"Besenchen, Baumchen",2
"Lauschen, Baumchen",2
"Wald, Müller",2
"Mann, Holz",2
"Teufel, Mensch",2
"Teufel, Müller",2
"Wald, Mensch",2
"Mädchen, Müllerstochter",2
"Hand, Müller",2
"Vater, Müller",2
"Weg, Mensch",2
"Mund, Baum",2
"Mädchen, Engel",2
"Geist, Hand",2
"Hand, Mund",2
"Wasser, Himmel",2
"Geist, Schloß",2
"Hand, Mensch",2
"Mensch, Gemahlin",2
"Schloß, Gemahlin",2
"Teufel, Welt",2
"Brief, Kind",2
"Teufel, Auge",2
"Brief, Auge",2
"Gott, Hauschen",2
"Frau, Hauschen",2
"Engel, Jungfrau",2
"Jungfrau, Hauschen",2
"Königin, Hauschen",2
"Haus, Hauschen",2
"Hauschen, Herr",2
"Gott, Jahr",2
"Hand, Engel",2
"Jungfrau, Gnade",2
"Gnade, Haus",2
"Feld, Kind",2
"Zeit, Himmel",2
"König, Hauschen",2
"Hand, Herr",2
"Engel, Kammer",2
"Vater, Gesicht",2
"Mutter, Gesicht",2
"Welt, Gesicht",2
"Mutter, Engel",2
"Haus, Stein",2
"Messer, Grethel",2
"Ziege, Grethel",2
"Stück, Hans",2
"Grethel, Abend",2
"Grethel, Gesicht",2
"Grethel, Auge",2
"Auge, Gesicht",2
"Vater, Hund",2
"Hund, Sohn",2
"Mensch, Sohn",2
"Frosch, Jahr",2
"Jahr, Mensch",2
"Mensch, Leute",2
"Meister, Leute",2
"Turm, Hund",2
"Turm, Burgherr",2
"Hund, Burgherr",2
"Turm, Tier",2
"Hund, Tier",2
"Jüngling, Tier",2
"Morgen, Hund",2
"Hund, Land",2
"Vater, Hans",2
"Mutter, Else",2
"Keller, Hans",2
"Vater, Bier",2
"Vater, Tisch",2
"Mutter, Bier",2
"Mutter, Tisch",2
"Bier, Hans",2
"Bier, Kopf",2
"Keller, Krug",2
"Wand, Zeit",2
"Else, Zeit",2
"Hahn, Bier",2
"Zeit, Kreuzhacke",2
"Keller, Knecht",2
"Magd, Mann",2
"Weile, Mann",2
"Knecht, Kreuzhacke",2
"Bier, Mann",2
"Frau, Kreuzhacke",2
"Kreuzhacke, Mann",2
"Hochzeit, Hans",2
"Hans, Feld",2
"Frau, Weile",2
"Else, Haus",2
"Haus, Haustür",2
"Gott, Garten",2
"Tag, Himmel",2
"Schneider, Leute",2
"Himmel, Herr",2
"Blase, Fuß",2
"Kind, Kleid",2
"Stuhl, Sessel",2
"Sessel, Herr",2
"Schneider, Sessel",2
"Erde, Himmel",2
"Sessel, Schemel",2
"Sessel, Türe",2
"Schneider, Schemel",2
"Schneider, Meister",2
"Schemel, Herr",2
"Meister, Herr",2
"Tor, Himmel",2
"Vater, Ziege",2
"Stall, Blatt",2
"Stall, Sohn",2
"Tier, Blatt",2
"Schneider, Junge",2
"Ziege, Reihe",2
"Tier, Haustür",2
"Ziege, Kopf",2
"Tischchen, Zeit",2
"Zeit, Meister",2
"Meister, Holz",2
"Tischchen, Wein",2
"Tüchlein, Deck",2
"Herz, Deck",2
"Wein, Deck",2
"Vater, Deck",2
"'nein, Mund",2
"'nein, Gast",2
"Mund, Gast",2
"Tischchen, Stube",2
"Stube, Deck",2
"Deck, Gast",2
"Messer, Gast",2
"Wirt, Wand",2
"Wirt, Bett",2
"Geselle, Ding",2
"Geselle, Nacht",2
"Bett, Koch",2
"Nacht, Koch",2
"Morgen, Tischchen",2
"Wein, Alte",2
"Stube, Tisch",2
"Geselle, Tischchen",2
"Geselle, Meister",2
"Wagen, Meister",2
"Gold, Meister",2
"Gold, Müller",2
"Welt, Meister",2
"Welt, Müller",2
"Erde, Esel",2
"Wirt, Hand",2
"Stall, Esel",2
"Fremde, Esel",2
"Erde, Tier",2
"Nacht, Gast",2
"Stube, Müller",2
"Müller, Esel",2
"Bruder, Abend",2
"Reihe, Leute",2
"Sack, Tag",2
"Ranzen, Welt",2
"Welt, Tisch",2
"Wirt, Erde",2
"Wirt, Gnade",2
"Bruder, Deck",2
"Bruder, Stube",2
"Fuchs, Auge",2
"Bruder, Auge",2
"Tier, Gesicht",2
"Frau, Herd",2
"Daumesdick, Kind",2
"Vater, Bauer",2
"Wald, Bauer",2
"Wald, Wagen",2
"Weg, Bauer",2
"Mutter, Bauer",2
"Daumesdick, Bauer",2
"Daumesdick, Pferd",2
"Daumesdick, Wagen",2
"Bauer, Ohr",2
"Ohr, Pferd",2
"Ohr, Wagen",2
"Pferd, Holz",2
"Wagen, Mann",2
"Wagen, Holz",2
"Meister, Mann",2
"Gott, Wein",2
"Stuhl, Gold",2
"Vogel, Tier",2
"Reich, Tier",2
"Reich, Glück",2
"Tier, Glück",2
"Glück, Tisch",2
"Ding, Nacht",2
"Ding, Tag",2
"Schiff, Königstochter",2
"Freude, Hand",2
"Schiff, Tag",2
"Tier, Johannes",2
"Herz, Königstochter",2
"'er, Sprache",2
"Pferd, Sprache",2
"Silber, König",2
"Silber, Schloß",2
"Gold, Sprache",2
"Feuer, Stein",2
"Pferd, Stein",2
"Rabe, Leben",2
"Tier, Diener",2
"Schloß, Diener",2
"Gnade, Johannes",2
"Freude, Johannes",2
"Vater, Königin",2
"Welt, Leben",2
"Welt, Stein",2
"Hand, Sprache",2
"Sprache, Kirche",2
"Sprache, Kopf",2
"Königin, Kirche",2
"Leben, Kirche",2
"Kirche, Johannes",2
"Taler, Kuh",2
"Wasser, Ak",2
"Frosch, Taler",2
"Taler, Geld",2
"Taler, Ak",2
"Geld, Ak",2
"Wasser, Bauer",2
"Bauer, Ei",2
"Ei, Geld",2
"Zeit, Kuh",2
"Bauer, Mir_Es",2
"Mir_Es, Hund",2
"Hund, Geld",2
"Kuh, Tag",2
"Bauer, Welt",2
"Frosch, Tochter",2
"Gott, Glück",2
"Bauer, Glück",2
"Tür, Soldat",2
"Rock, Tag",2
