Characters,CharacterFrequency
"Mund, Honig",1
"Reich, Sohn",1
"Erde, Feder",1
"Erde, Tod",1
"Schloß, Feder",1
"Schloß, Teppich",1
"Feder, Tod",1
"Feder, Teppich",1
"Tod, Teppich",1
"Jtsche, Türe",1
"Erde, Dümmling",1
"Erde, Jtsche",1
"Jtsche, Teppich",1
"Vater, Verstand",1
"Vater, Teppich",1
"Ding, Dümmling",1
"Ding, Verstand",1
"Ding, Zeit",1
"Ding, Teppich",1
"Dümmling, Verstand",1
"Verstand, Zeit",1
"Verstand, Teppich",1
"Zeit, Teppich",1
"Ring, Bruder",1
"Ring, Feder",1
"Bruder, Reich",1
"Reich, Feder",1
"Ring, Jtsche",1
"Ring, Erde",1
"Mauschen, Frau",1
"Mauschen, Hand",1
"Frau, Jtsche",1
"Hand, Jtsche",1
"Ei, Jtsche",1
"Mauschen, Pferd",1
"Pferd, Jtsche",1
"Ring, Ohr",1
"Ohr, Dümmling",1
"Ring, Bein",1
"Wein, Holz",1
"Stück, Männlein",1
"Sohn, Kuchen",1
"Baum, Haus",1
"Wasser, Mutter",1
"Wasser, Bier",1
"Asche, Bier",1
"Asche, Dümmling",1
"Asche, Kuchen",1
"Mutter, Dümmling",1
"Bier, Bruder",1
"Bier, Holz",1
"Bruder, Kuchen",1
"Bruder, Holz",1
"Dümmling, Holz",1
"Kuchen, Holz",1
"Wald, Bier",1
"Wald, Trunk",1
"Schwein, Tochter",1
"Schwein, Gemahlin",1
"Gott, Licht",1
"Sand, Herde",1
"Sand, Brücke",1
"Sand, Jahr",1
"Herde, Brücke",1
"Herde, Jahr",1
"Brücke, Jahr",1
"Brücke, Bruder",1
"Brücke, Töchterlein",1
"Bruder, Töchterlein",1
"König, Töchterlein",1
"Schwein, Töchterlein",1
"Erde, Brücke",1
"Bruder, Sack",1
"Gold, Glückskind",1
"König, Eltern",1
"Jahr, Herz",1
"Jahr, Eltern",1
"Herz, Leute",1
"Herz, Glückskind",1
"Herz, Eltern",1
"Kind, Glückskind",1
"Glückskind, Mann",1
"Glückskind, Eltern",1
"Tochter, Eltern",1
"Mann, Eltern",1
"Wasser, Freier",1
"Wasser, Brief",1
"Wasser, Leute",1
"Wasser, Glückskind",1
"Wasser, Herr",1
"Brief, 'nein",1
"Brief, Leute",1
"Brief, Junge",1
"Brief, Herr",1
"'nein, Leute",1
"'nein, Glückskind",1
"Königin, Junge",1
"Leute, Herr",1
"Glückskind, Junge",1
"Glückskind, Herr",1
"Junge, Herr",1
"Wald, Brief",1
"Wald, Knabe",1
"Weg, Knabe",1
"Licht, Hauschen",1
"Frau, Knabe",1
"Räuber, Leben",1
"Räuber, Königstochter",1
"Knabe, Königstochter",1
"Morgen, Brief",1
"Jüngling, Königin",1
"Jüngling, Glückskind",1
"Königstochter, Glückskind",1
"Zeit, Glückskind",1
"Schloß, Glückskind",1
"'er, König",1
"'er, Haar",1
"'er, Nacht",1
"'er, Tochter",1
"Haar, Nacht",1
"Haar, Glückskind",1
"Wasser, Blatt",1
"Blatt, Apfel",1
"Wasser, Ding",1
"Wasser, Fährmann",1
"Teufel, Ding",1
"Teufel, Fährmann",1
"Frau, Fährmann",1
"Frau, Apfel",1
"Frau, Baum",1
"Ding, Fährmann",1
"Ding, Brunnen",1
"Ding, Apfel",1
"Ding, Baum",1
"Haar, Fährmann",1
"Haar, Brunnen",1
"Haar, Apfel",1
"Fährmann, Wein",1
"Fährmann, Brunnen",1
"Fährmann, Apfel",1
"Fährmann, Kopf",1
"Wein, Apfel",1
"Wein, Baum",1
"Wein, Kopf",1
"Brunnen, Apfel",1
"Brunnen, Baum",1
"Baum, Kopf",1
"Teufel, Abend",1
"Baum, Maus",1
"Teufel, Tag",1
"Teufel, Drachen",1
"Haar, Drachen",1
"Glückskind, Alte",1
"Teufel, Weg",1
"Hand, Glückskind",1
"Fährmann, Glückskind",1
"Glückskind, Baum",1
"Gold, Apfel",1
"Gold, Maus",1
"Apfel, Esel",1
"Maus, Esel",1
"Gold, Wein",1
"Gold, Brunnen",1
"Wein, Esel",1
"Brunnen, Esel",1
"Esel, Stein",1
"König, Esel",1
"Haar, Esel",1
"Esel, Tochter",1
"Sand, Gold",1
"Sand, König",1
"Fährmann, Sack",1
"Weg, Fährmann",1
"König, Fährmann",1
"Flohchen, Bier",1
"Bier, Lauschen",1
"Türchen, Ecke",1
"Besenchen, Ecke",1
"Mistchen, Feuer",1
"Blatt, Baumchen",1
"Wasser, Wasserkrügelchen",1
"Wasser, Wagenchen",1
"Wasser, Mistchen",1
"Wasser, Flohchen",1
"Wasser, Türchen",1
"Wasser, Besenchen",1
"Wasser, Lauschen",1
"Wasser, Baumchen",1
"Mädchen, Wagenchen",1
"Mädchen, Mistchen",1
"Mädchen, Flohchen",1
"Mädchen, Türchen",1
"Mädchen, Besenchen",1
"Mädchen, Lauschen",1
"Mädchen, Baumchen",1
"Müller, Holz",1
"Frau, Mensch",1
"Mensch, Müller",1
"Haus, Müller",1
"Jahr, Müllerstochter",1
"Wasser, Müller",1
"Teufel, Morgen",1
"Kind, Müller",1
"Teufel, Mädchen",1
"Gut, Müller",1
"Wasser, Garten",1
"Garten, Baum",1
"Wasser, Engel",1
"Engel, Garten",1
"Mädchen, Geist",1
"Geist, Engel",1
"Geist, Mund",1
"Wasser, Kleid",1
"Geist, Kleid",1
"Geist, Himmel",1
"Geist, Garten",1
"Engel, Mund",1
"Engel, Baum",1
"Engel, Kleid",1
"Mund, Kleid",1
"Gott, Geist",1
"Gott, Welt",1
"Gott, Mensch",1
"Gott, Schloß",1
"Gott, Gemahlin",1
"Geist, Welt",1
"Geist, Mensch",1
"Geist, Herz",1
"Hand, Gemahlin",1
"Brief, Mir_Es",1
"Brief, Feld",1
"Brief, Sohn",1
"Mutter, Mir_Es",1
"Mutter, Feld",1
"Mir_Es, Jahr",1
"Mir_Es, Königin",1
"Mir_Es, Feld",1
"Mir_Es, Sohn",1
"Jahr, Feld",1
"Königin, Feld",1
"Feld, Sohn",1
"Brief, Welt",1
"Teufel, Mutter",1
"Mutter, Nacht",1
"Wald, Engel",1
"Engel, Hauschen",1
"Engel, Herr",1
"Engel, Gnade",1
"Jahr, Gnade",1
"Königin, Gnade",1
"Kind, Gnade",1
"Brief, Mann",1
"Gott, Zeit",1
"Kind, Gesicht",1
"Vater, Himmel",1
"Gott, Kammer",1
"Hand, Kammer",1
"Hand, Sohn",1
"Mutter, Stein",1
"Frau, Stein",1
"Engel, Herz",1
"Engel, Stein",1
"Hans, Wagen",1
"Messer, Gut",1
"Ziege, Gut",1
"Ziege, Bein",1
"Stück, Gut",1
"Mutter, Hund",1
"Mach, Hund",1
"Mach, Kopf",1
"Hans, Hund",1
"Hund, Grethel",1
"'guten, Gesicht",1
"Abend, Gesicht",1
"Hans, Stall",1
"Stall, Auge",1
"Stall, Gesicht",1
"Braut, Grethel",1
"Sohn, Kopf",1
"Hund, Zeit",1
"Vater, Jahr",1
"Frosch, Meister",1
"Frosch, Leute",1
"Frosch, Leben",1
"Frosch, Sohn",1
"Mensch, Meister",1
"Mensch, Leben",1
"Meister, Leben",1
"Meister, Haus",1
"Leute, Leben",1
"Turm, Mensch",1
"Hund, Mensch",1
"Mensch, Burgherr",1
"Turm, Jüngling",1
"Hund, Jüngling",1
"Hund, Schwanz",1
"Morgen, Sprache",1
"Morgen, Burgherr",1
"Sprache, Land",1
"Sprache, Burgherr",1
"Land, Burgherr",1
"Sohn, Burgherr",1
"Weg, Frosch",1
"Gott, Papst",1
"Frosch, Papst",1
"Else, Tochter",1
"Vater, Else",1
"Keller, Vater",1
"Keller, Mutter",1
"Keller, Tisch",1
"Bier, Tisch",1
"Hans, Tisch",1
"Kopf, Tisch",1
"Keller, Wand",1
"Wand, Krug",1
"Wand, Else",1
"Krug, Else",1
"Hahn, Wand",1
"Hahn, Kreuzhacke",1
"Hahn, Auge",1
"Wand, Bier",1
"Wand, Kreuzhacke",1
"Wand, Auge",1
"Bier, Auge",1
"Kreuzhacke, Auge",1
"Faß, Magd",1
"Faß, Else",1
"Hans, Magd",1
"Magd, Kreuzhacke",1
"Magd, Kind",1
"Magd, Kopf",1
"Keller, Weile",1
"Magd, Weile",1
"Else, Weile",1
"Knecht, Weile",1
"Hans, Knecht",1
"Knecht, Kopf",1
"Bier, Knecht",1
"Frau, Knecht",1
"Keller, Welt",1
"Bier, Welt",1
"Welt, Else",1
"Welt, Kreuzhacke",1
"Hochzeit, Hand",1
"Hochzeit, Verstand",1
"Hochzeit, Else",1
"Hochzeit, Kreuzhacke",1
"Hochzeit, Kind",1
"Hochzeit, Kopf",1
"Hans, Verstand",1
"Hand, Verstand",1
"Hand, Else",1
"Hand, Kreuzhacke",1
"Verstand, Else",1
"Verstand, Kreuzhacke",1
"Verstand, Kind",1
"Verstand, Kopf",1
"Hans, Weile",1
"Hans, Brot",1
"Frau, Brot",1
"Geld, Feld",1
"Geld, Weile",1
"Feld, Weile",1
"Feld, Brot",1
"Weile, Brot",1
"Topf, Ehre",1
"Else, Abend",1
"Else, Haustür",1
"Gott, Tür",1
"Gott, Else",1
"Gott, Leute",1
"Hans, Tür",1
"Hans, Leute",1
"Tür, Else",1
"Tür, Leute",1
"Else, Leute",1
"Garten, Tag",1
"Schneider, Finger",1
"Schneider, Stimme",1
"Finger, Leute",1
"Finger, Stimme",1
"Leute, Stimme",1
"Schneider, Tisch",1
"Himmel, Tisch",1
"Weg, Blase",1
"Sessel, Erde",1
"Schneider, Weile",1
"Sessel, Weile",1
"Erde, Bach",1
"Frau, Bach",1
"Wasser, Sessel",1
"Wasser, Schemel",1
"Wasser, Türe",1
"Sessel, Meister",1
"Schemel, Meister",1
"Meister, Türe",1
"Schneider, Weib",1
"Erde, Weib",1
"Weib, Herr",1
"Schneider, Schuh",1
"Schneider, Soldat",1
"Schneider, Blase",1
"Schneider, Fuß",1
"Schuh, Soldat",1
"Schuh, Blase",1
"Hand, Soldat",1
"Hand, Blase",1
"Soldat, Blase",1
"Soldat, Fuß",1
"Soldat, Himmel",1
"Blase, Himmel",1
"Fuß, Himmel",1
"Ziege, Zeit",1
"Milch, Ziege",1
"Vater, Stall",1
"Vater, Blatt",1
"Schneider, Wand",1
"Wand, Ziege",1
"Ziege, Junge",1
"Ziege, Kraut",1
"Ziege, Tag",1
"Reihe, Kraut",1
"Sohn, Kraut",1
"Kraut, Tag",1
"Schneider, Haustür",1
"Tier, Junge",1
"Junge, Haustür",1
"Morgen, Ziege",1
"Morgen, Stall",1
"Schneider, Kopf",1
"Ziege, Hand",1
"Tischchen, Meister",1
"Tischchen, Holz",1
"Tischchen, Messer",1
"Tischchen, Tüchlein",1
"Messer, Tüchlein",1
"Messer, Wein",1
"Messer, Deck",1
"Tüchlein, Herz",1
"Tüchlein, Wein",1
"Wald, Tischchen",1
"Tischchen, Wiese",1
"Tischchen, Feld",1
"Tischchen, Gast",1
"Stube, Gast",1
"Wirt, Koch",1
"Wirt, Ecke",1
"Wand, Geselle",1
"Wand, Ding",1
"Wand, Nacht",1
"Wand, Ecke",1
"Geselle, Bett",1
"Geselle, Koch",1
"Geselle, Ecke",1
"Ding, Bett",1
"Ding, Koch",1
"Ding, Ecke",1
"Nacht, Ecke",1
"Koch, Ecke",1
"Weg, Tischchen",1
"Schneider, Tischchen",1
"Schneider, Herz",1
"Schneider, Wein",1
"Schneider, Alte",1
"Schneider, Deck",1
"Tischchen, Sohn",1
"Tischchen, Alte",1
"Herz, Sohn",1
"Sohn, Deck",1
"Alte, Deck",1
"Tischchen, Sprache",1
"Tischchen, Tisch",1
"Sprache, Stube",1
"Sprache, Deck",1
"Deck, Tisch",1
"Vater, Arbeit",1
"Arbeit, Sohn",1
"Sohn, Müller",1
"Geselle, Jahr",1
"Geselle, Wagen",1
"Jahr, Wagen",1
"Wagen, Sack",1
"Wagen, Esel",1
"Meister, Esel",1
"Geselle, Welt",1
"Geselle, Müller",1
"Tier, Meister",1
"Tier, Müller",1
"Meister, Müller",1
"Tischchen, Welt",1
"Geselle, Hand",1
"Geselle, Stall",1
"Hand, Esel",1
"Wirt, Fremde",1
"Esel, Auge",1
"Wirt, Gold",1
"Gold, Fremde",1
"Erde, Fremde",1
"Fremde, Tier",1
"Ei, Stall",1
"Stall, Nacht",1
"Stall, Gast",1
"Nacht, Esel",1
"Morgen, Geselle",1
"Vater, Esel",1
"Ziege, Esel",1
"Sohn, Esel",1
"Tier, Kunst",1
"Esel, Kunst",1
"Müller, Gesicht",1
"Alte, Müller",1
"Müller, Junge",1
"Brief, Wirt",1
"Brief, Bruder",1
"Brief, Abend",1
"Wirt, Abend",1
"Rock, Reihe",1
"Rock, Meister",1
"Rock, Leute",1
"Rock, Sack",1
"Reihe, Meister",1
"Reihe, Sack",1
"Leute, Sack",1
"Ranzen, Tisch",1
"Tischchen, Ding",1
"Tischchen, Ohr",1
"Ding, Ohr",1
"Ding, Deck",1
"Ohr, Sack",1
"Ohr, Deck",1
"Welt, Sack",1
"Welt, Gast",1
"Ding, Gast",1
"Geselle, Gnade",1
"Geselle, Deck",1
"Tischchen, Gnade",1
"Gnade, Sack",1
"Gnade, Deck",1
"Morgen, Deck",1
"Schneider, Fremde",1
"Vater, Erde",1
"Vater, Sack",1
"Stück, Sohn",1
"Stück, Sack",1
"Erde, Sohn",1
"Erde, Sack",1
"Sohn, Sack",1
"Bruder, Müller",1
"Bruder, Esel",1
"Haus, Auge",1
"Weg, Ziege",1
"Weg, Meh",1
"Ziege, Welt",1
"Ziege, Meh",1
"Ziege, Haus",1
"Ziege, Gesicht",1
"Welt, Meh",1
"Meh, Tier",1
"Meh, Haus",1
"Meh, Gesicht",1
"Meh, Kopf",1
"Haus, Kopf",1
"Ding, Auge",1
"Wald, Daumesdick",1
"Wald, Ohr",1
"Weg, Ohr",1
"Mutter, Daumesdick",1
"Mutter, Ohr",1
"Mutter, Pferd",1
"Mutter, Meister",1
"Daumesdick, Zeit",1
"Daumesdick, Meister",1
"Daumesdick, Tag",1
"Daumesdick, Holz",1
"Bauer, Wagen",1
"Bauer, Meister",1
"Bauer, Holz",1
"Ohr, Meister",1
"Ohr, Tag",1
"Ohr, Holz",1
"Pferd, Meister",1
"Zeit, Wagen",1
"Wagen, Tag",1
"Wald, Ding",1
"Wald, Fuhrmann",1
"Ding, Pferd",1
"Ding, Fuhrmann",1
"Ding, Wagen",1
"Ding, Holz",1
"Fuhrmann, Holz",1
"Vater, Strohhalm",1
"Daumesdick, 'siehst",1
"Daumesdick, Strohhalm",1
"Zeit, Gesicht",1
"Tochter, Gesicht",1
"Kugel, Tag",1
"Brunnen, Tag",1
"Wasser, Erde",1
"Erde, Kugel",1
"Kugel, Auge",1
"Brunnen, Auge",1
"Wasser, Stimme",1
"Frosch, Stimme",1
"Frosch, Stein",1
"Stimme, Stein",1
"Stimme, Kopf",1
"Kugel, Perle",1
"Kugel, Kleid",1
"Frosch, Perle",1
"Frosch, Kleid",1
"Brunnen, Perle",1
"Brunnen, Kleid",1
"Geselle, Kugel",1
"Kugel, Kopf",1
"Frosch, Tag",1
"Tür, Tisch",1
"Wasser, Tür",1
"Wasser, Riese",1
"Vater, Kugel",1
"Vater, Riese",1
"Kugel, Tür",1
"Kugel, Herz",1
"Kugel, Kind",1
"Kugel, Riese",1
"Tür, Brunnen",1
"Tür, Riese",1
"König, Riese",1
"Frosch, Kind",1
"Frosch, Riese",1
"Herz, Riese",1
"Kind, Riese",1
"Brunnen, Riese",1
"Stuhl, Türe",1
"Frosch, Türe",1
"Frosch, Fuß",1
"Türe, Fuß",1
"Frosch, Tisch",1
"Finger, König",1
"Finger, Ecke",1
"Vater, Wand",1
"Wand, Frosch",1
"Frosch, Bett",1
"Frosch, Königssohn",1
"Frosch, Auge",1
"Vater, Geselle",1
"Hexe, Reich",1
"Reich, Brunnen",1
"Morgen, Heinrich",1
"Morgen, Wagen",1
"Morgen, Diener",1
"Heinrich, Pferd",1
"Heinrich, Diener",1
"Heinrich, Kopf",1
"Wagen, Kopf",1
"Diener, Kopf",1
"Heinrich, Frosch",1
"Freude, Heinrich",1
"Freude, Wagen",1
"Heinrich, Reich",1
"'nein, Frosch",1
"'nein, Wagen",1
"'nein, Brunnen",1
"Frosch, Wagen",1
"Wagen, Brunnen",1
"Brunnen, Herr",1
"Weg, Heinrich",1
"Heinrich, Königssohn",1
"Königssohn, Wagen",1
"Königssohn, Herr",1
"Gevatter, Mauschen",1
"Mauschen, Maus",1
"Katze, Gott",1
"Katze, Gut",1
"Gevatter, Gut",1
"Gevatter, Name",1
"Gott, Gut",1
"Gott, Maus",1
"Gott, Name",1
"Gut, Haus",1
"Gut, Maus",1
"Gut, Name",1
"Katze, Pate",1
"Pate, Maus",1
"Pate, Name",1
"Katze, Ring",1
"Gevatter, Ring",1
"Gevatter, Kirche",1
"Ring, Fetttopf",1
"Ring, Maus",1
"Ring, Kirche",1
"Fetttopf, Kind",1
"Fetttopf, Kirche",1
"Maus, Kirche",1
"Gevatter, Ding",1
"Gevatter, Haar",1
"Gevatter, Jahr",1
"Gevatter, Pfote",1
"Ding, Jahr",1
"Ding, Maus",1
"Ding, Pfote",1
"Haar, Jahr",1
"Haar, Pfote",1
"Jahr, Pfote",1
"Maus, Pfote",1
"Fetttopf, Tag",1
"Fetttopf, Haus",1
"'er, Ganzaus",1
"Katze, Ganzaus",1
"Ganzaus, Maus",1
"Ganzaus, Name",1
"Ganzaus, Kopf",1
"Weg, Gevatter",1
"Weg, Fetttopf",1
"Weg, Maus",1
"Wald, Maria",1
"Arbeit, Mutter",1
"Arbeit, Jungfrau",1
"Arbeit, Maria",1
"Frau, Maria",1
"Mutter, Himmel",1
"Milch, Gold",1
"Milch, Kleid",1
"Gold, Kleid",1
"Mädchen, Schlüssel",1
"Mädchen, Maria",1
"Schlüssel, Jungfrau",1
"Schlüssel, Jahr",1
"Schlüssel, Kind",1
"Schlüssel, Maria",1
"Maria, Tag",1
"Schlüssel, Hand",1
"Feuer, Türe",1
"Finger, Herz",1
"Jungfrau, Auge",1
"Türe, Auge",1
"Herz, Türe",1
"Finger, Feuer",1
"Engel, Nacht",1
"Leben, Himmel",1
"Schnee, Blatt",1
"Mantel, Haar",1
"Mantel, Baum",1
"Tür, Sprache",1
"Tür, Mund",1
"Jungfrau, Mund",1
"Sprache, Mund",1
"Sprache, Maria",1
"Bett, Mund",1
"Bett, Maria",1
"Mund, Maria",1
"Hand, Maria",1
"Hand, Töchterlein",1
"Jahr, Töchterlein",1
"Königin, Töchterlein",1
"Erde, Tür",1
"Erde, Königin",1
"Erde, Maria",1
"Feuer, Tür",1
"Feuer, Maria",1
"Feuer, Himmel",1
"Feuer, Töchterlein",1
"Tür, Stimme",1
"Tür, Licht",1
"Tür, Tod",1
"Tür, Holz",1
"Tür, Töchterlein",1
"Jungfrau, Stimme",1
"Jungfrau, Licht",1
"Herz, Himmel",1
"Herz, Holz",1
"Herz, Töchterlein",1
"Stimme, Maria",1
"Stimme, Licht",1
"Stimme, Himmel",1
"Stimme, Holz",1
"Stimme, Töchterlein",1
"Maria, Licht",1
"Maria, Tod",1
"Licht, Himmel",1
"Licht, Holz",1
"Licht, Töchterlein",1
"Tod, Himmel",1
"Tod, Töchterlein",1
"Himmel, Holz",1
"Leben, Glück",1
"Abend, Ecke",1
"Gruseln, Zeit",1
"Zeit, Brot",1
"Ding, Gruseln",1
"Ding, Sohn",1
"Ding, Junge",1
"Gruseln, Sohn",1
"Gruseln, Haus",1
"Brot, Junge",1
"Gruseln, Treppe",1
"Treppe, Stein",1
"Stein, Junge",1
"Treppe, Ecke",1
"Ecke, Junge",1
"'nein, Turm",1
"'nein, Treppe",1
"Turm, Junge",1
"Bein, Ecke",1
"Vater, Treppe",1
"Bein, Treppe",1
"Bein, Junge",1
"Vater, Kunst",1
"Gruseln, Auge",1
"Gruseln, Kunst",1
"Tag, Kunst",1
"Auge, Kunst",1
"Vater, Taler",1
"Vater, Abend",1
"Hochzeit, Stück",1
"Hochzeit, Mir_Es",1
"Hochzeit, 'siehst",1
"Hochzeit, Taler",1
"Hochzeit, Gruseln",1
"Hochzeit, Mensch",1
"Hochzeit, Nacht",1
"Hochzeit, Baum",1
"Hochzeit, Abend",1
"Hochzeit, Junge",1
"Stück, 'siehst",1
"Stück, Taler",1
"Stück, Gruseln",1
"Stück, Mensch",1
"Stück, Nacht",1
"Stück, Abend",1
"Stück, Tochter",1
"Stück, Junge",1
"Welt, Mir_Es",1
"Welt, 'siehst",1
"Welt, Taler",1
"Welt, Gruseln",1
"Welt, Abend",1
"Mir_Es, Taler",1
"Mir_Es, Baum",1
"Mir_Es, Abend",1
"'siehst, Taler",1
"'siehst, Gruseln",1
"'siehst, Nacht",1
"'siehst, Baum",1
"'siehst, Abend",1
"'siehst, Tag",1
"'siehst, Tochter",1
"Taler, Gruseln",1
"Taler, Mensch",1
"Taler, Nacht",1
"Taler, Baum",1
"Taler, Tochter",1
"Taler, Junge",1
"Gruseln, Mensch",1
"Gruseln, Nacht",1
"Gruseln, Baum",1
"Gruseln, Abend",1
"Mensch, Baum",1
"Baum, Tochter",1
"Abend, Tochter",1
"Abend, Junge",1
"Tag, Junge",1
"Tochter, Junge",1
"'nein, Feuer",1
"'nein, Taler",1
"Feuer, Taler",1
"Weg, Fuhrmann",1
"Vater, Fuhrmann",1
"Ei, Fuhrmann",1
"Ei, Junge",1
"Wirt, Mir_Es",1
"Wirt, Junge",1
"Stube, Leben",1
"Stube, Junge",1
"Schloß, Junge",1
"Leben, Junge",1
"Auge, Junge",1
"Frau, Geist",1
"Geist, Jungfrau",1
"Geist, Tochter",1
"Feuer, Ding",1
"Messer, Ding",1
"Messer, Schloß",1
"Messer, Kammer",1
"Messer, Junge",1
"Kammer, Junge",1
"Mir_Es, Ecke",1
"Ei, Pfote",1
"Wasser, Finger",1
"Katze, Ecke",1
"Berg, Pferd",1
"Berg, Treppe",1
"Pferd, Bett",1
"Pferd, Treppe",1
"'nein, Mir_Es",1
"Feuer, Mensch",1
"Stück, Feuer",1
"Kugel, Geld",1
"Kugel, Junge",1
"Geld, Junge",1
"Geld, Auge",1
"Ei, Heller",1
"Erde, Alte",1
"Erde, Axt",1
"Keller, Gold",1
"Keller, Schloß",1
"Gold, Alte",1
"Geist, Junge",1
"Weg, Kammer",1
"Morgen, Gruseln",1
"Vetter, König",1
"Vetter, Gruseln",1
"Vetter, Geld",1
"Vetter, Schloß",1
"Vetter, Tochter",1
"Gruseln, Geld",1
"Gruseln, Schloß",1
"Geld, Schloß",1
"Geld, Tochter",1
"Gruseln, Garten",1
"Gruseln, Bach",1
"Garten, Bach",1
"König, Fisch",1
"Fisch, Gemahlin",1
"Weg, Geißlein",1
"Weg, Stimme",1
"Mutter, Alte",1
"Geißlein, Stimme",1
"Geißlein, Alte",1
"Geißlein, Fuß",1
"Stimme, Alte",1
"Alte, Fuß",1
"Stück, Stimme",1
"Stück, Haustür",1
"Stimme, Haustür",1
"Mutter, Pfote",1
"Fuß, Haustür",1
"Streiche, Wolf",1
"Streiche, Müller",1
"Streiche, Fuß",1
"Streiche, Pfote",1
"Wolf, Müller",1
"Müller, Fuß",1
"Müller, Pfote",1
"Wald, Haustür",1
"Türe, Pfote",1
"Stuhl, Bett",1
"Bett, Haustür",1
"Haustür, Tisch",1
"Gott, Geißlein",1
"Geißlein, Haus",1
"Geißlein, Kopf",1
"Schneider, Mutter",1
"Bauch, Tier",1
"Bauch, Alte",1
"Alte, Stein",1
"Freude, Brunnen",1
"Freude, Geißlein",1
"Brunnen, Geißlein",1
"Bild, Jahr",1
"Bild, Leben",1
"Bild, Sohn",1
"Bild, Frieden",1
"Bild, Tod",1
"Bild, Auge",1
"Kammer, Jahr",1
"Kammer, Frieden",1
"Kammer, Auge",1
"Jahr, Tod",1
"Jahr, Johannes",1
"Jahr, Auge",1
"Bett, Sohn",1
"Bett, Frieden",1
"Königstochter, Frieden",1
"Leben, Frieden",1
"Sohn, Frieden",1
"Sohn, Tod",1
"Sohn, Johannes",1
"Frieden, Tod",1
"Frieden, Johannes",1
"Frieden, Auge",1
"Johannes, Auge",1
"Bild, Hand",1
"Bild, Welt",1
"Bild, Türe",1
"Welt, Türe",1
"Schneiderlein, Gast",1
"Freude, Schneiderlein",1
"Freude, Streiche",1
"Welt, Ei",1
"Welt, Streiche",1
"Ei, Streiche",1
"Herz, Streiche",1
"Schneider, Welt",1
"Vogel, Tor",1
"Vogel, Käse",1
"Tor, Käse",1
"Berg, Riese",1
"Schneider, Rock",1
"Rock, Schneiderlein",1
"Rock, Riese",1
"Schneider, Mensch",1
"Mensch, Streiche",1
"Mensch, Riese",1
"Stärke, Käse",1
"Stärke, Riese",1
"Schneiderlein, Käse",1
"Käse, Riese",1
"Männlein, Riese",1
"Riese, Auge",1
"Schneider, Vogel",1
"Erde, Stein",1
"Schneider, Ding",1
"Schneider, Tor",1
"Feuer, Riese",1
"Morgen, Schneiderlein",1
"Morgen, Riese",1
"Streiche, Leute",1
"Streiche, Frieden",1
"Leute, Frieden",1
"Diener, Auge",1
"Land, Riese",1
"Riese, Tochter",1
"Riese, Gemahlin",1
"Schneiderlein, Königstochter",1
"Streiche, Königstochter",1
"Streiche, Tag",1
"Königstochter, Riese",1
"Tag, Riese",1
"Schneider, Geselle",1
"Geselle, Riese",1
"Geselle, Stein",1
"Weile, Auge",1
"Baum, Glück",1
"Arbeit, Streiche",1
"Arbeit, Baum",1
"Streiche, Baum",1
"Schneider, Weg",1
"Schneider, Haar",1
"Wald, Streiche",1
"Streiche, Axt",1
"Riese, Axt",1
"Schneider, Vöglein",1
"Schneider, Axt",1
"König, Vöglein",1
"König, Axt",1
"Tier, Vöglein",1
"Vöglein, Axt",1
"Wald, Hochzeit",1
"Schneider, Mund",1
"Schneider, Schwein",1
"Schneider, Zahn",1
"Erde, Schwein",1
"Erde, Zahn",1
"Mund, Schwein",1
"Mund, Zahn",1
"Schwein, Zahn",1
"Tier, Schwein",1
"Schwein, Türe",1
"Schneiderlein, Jäger",1
"Schneiderlein, Tochter",1
"Schneiderlein, Auge",1
"Schneider, Morgen",1
"Schneider, Ohr",1
"Schneider, Königin",1
"Morgen, Ohr",1
"Ohr, Königin",1
"Ohr, Nacht",1
"Welt, Schiff",1
"Schiff, Diener",1
"Zeit, Bett",1
"Zeit, Türe",1
"Schneiderlein, Stimme",1
"Schneider, Kammer",1
"Kammer, Streiche",1
"Kammer, Riese",1
"Frau, Töchterlein",1
"Bett, Himmel",1
"Bett, Töchterlein",1
"Mann, Töchterlein",1
"Auge, Himmel",1
"Auge, Töchterlein",1
"Frau, Tüchlein",1
"Tüchlein, Schnee",1
"Schuh, Stube",1
"Schuh, Gans",1
"Schuh, Brot",1
"Stube, Gans",1
"Stube, Brot",1
"Gans, Kleid",1
"Asche, Bett",1
"Asche, Abend",1
"Bett, Herd",1
"Aschenputtel, Perle",1
"Aschenputtel, Vöglein",1
"Braut, Jungfrau",1
"Braut, Tag",1
"Land, Tag",1
"Aschenputtel, Schuh",1
"Aschenputtel, Ding",1
"Aschenputtel, König",1
"Aschenputtel, Haar",1
"Aschenputtel, Schloß",1
"Aschenputtel, Stiefmutter",1
"Hochzeit, Schuh",1
"Hochzeit, Ding",1
"Hochzeit, Haar",1
"Schuh, Ding",1
"Schuh, König",1
"Schuh, Haar",1
"Schuh, Schloß",1
"Schuh, Stiefmutter",1
"Ding, Stiefmutter",1
"Haar, Schloß",1
"Haar, Stiefmutter",1
"Asche, Schuh",1
"Schuh, Garten",1
"Schuh, Vöglein",1
"Schuh, Taubechen",1
"Garten, Kleid",1
"Vöglein, Kleid",1
"Taubechen, Kleid",1
"'nein, Kleid",1
"Seide, Silber",1
"Seide, Vogel",1
"Seide, Kleid",1
"Silber, Vogel",1
