Characters,TaleDistributionFrequency
"Hand, Sprache",2
"Rabe, Leben",2
"Rabe, Herr",2
"Kammer, Tod",2
"Welt, Stein",2
"König, Stein",2
"Pferd, Stein",2
"Gold, Reich",2
"Bett, Tod",2
"Sprache, Kopf",2
"Gold, Erde",2
"Reich, Tier",2
"Schiff, Tag",2
"Jahr, Leben",2
"Welt, Leben",2
"Tier, Diener",2
"Jahr, Frieden",2
"Braut, Pferd",2
"Tür, Schloß",2
"Gott, Wein",2
"Mensch, Zeit",2
"Bauer, Licht",2
"Bauer, Mir_Es",2
"Bauer, Mensch",2
"König, Glückskind",2
"Gott, Glück",2
"Taler, Kuh",2
"Frosch, Tochter",2
"Rock, Tag",2
"Ei, Geld",2
"Bauer, Tag",2
"Schatzkammer, König",2
"Geld, Zeit",2
"Bauer, Ei",2
"Wasser, Bauer",2
"Bauer, Welt",2
"Schatzkammer, Taler",2
"Tür, Soldat",2
"Mir_Es, Hund",2
"Wasser, Geld",2
"Soldat, Geld",2
"Hund, Geld",2
"König, Licht",2
"Kuh, Tag",2
"König, Taler",2
"Zeit, Kuh",2
"Bauer, Taler",2
"Geld, Tag",2
"Weg, Meister",2
"Erde, Fuß",2
"Tier, Axt",2
"Wald, Axt",2
"Weile, Baum",2
"Axt, Mann",2
"Fuchs, Stück",2
"Geselle, Tier",2
"Freude, Tier",2
"Zeit, Weile",2
"Fuchs, Pfote",2
"Spielmann, Mann",2
"Geselle, Baum",2
"Sprache, Tisch",2
"Königin, Stube",2
"Blume, Garten",2
"Wald, Sprache",2
"Alte, Tod",2
"Bruder, Himmel",2
"Erde, Bruder",2
"Faß, Tod",2
"Sohn, Baum",2
"Welt, Blume",2
"Wald, Blume",2
"Wald, Turm",2
"Nacht, Jagd",2
"Bruder, Herz",2
"Rabe, Kind",2
"Vater, Turm",2
"Mädchen, Gott",2
"Bruder, Baum",2
"Gott, Töchterlein",2
"Ding, Alte",2
"Wald, 'nein",2
"Topf, Holz",2
"Abend, Hauschen",2
"Bruder, Jahr",2
"'nein, Bruder",2
"Schlüssel, Stube",2
"Braut, Freude",2
"Rabe, Erde",2
"Rabe, Welt",2
"Jahr, Alte",2
"Rabe, Bruder",2
"Ding, Tod",2
"Rabe, Haus",2
"'nein, Jahr",2
"Mutter, Turm",2
"Stube, Tag",2
"Mädchen, Tod",2
"Mädchen, Rabe",2
"Bruder, Alte",2
"Königin, Frieden",2
"Stecknadel, Hahnchen",2
"Weg, Hahnchen",2
"Ei, Hahnchen",2
"Wagen, Haus",2
"Zeit, Hahnchen",2
"Berg, Zeit",2
"Nähnadel, Kopf",2
"Ei, Nacht",2
"Hahnchen, Nähnadel",2
"Ente, Hahnchen",2
"Ente, Huhnchen",2
"Ente, Wagen",2
"Wirt, Tag",2
"Ei, Huhnchen",2
"Nußberg, Hahnchen",2
"Wirt, Feder",2
"Wirt, Ohr",2
"Berg, Abend",2
"Hahnchen, Lauf",2
"Stecknadel, Nähnadel",2
"Ente, Nacht",2
"Weg, Lauf",2
"Wirt, Ei",2
"Huhnchen, Zeit",2
"Hexe, Auge",2
"Jäger, Fuß",2
"Hexe, Stiefmutter",2
"Zeit, Jagd",2
"Hexe, Hand",2
"Nacht, Glück",2
"Feuer, Tier",2
"Weg, Wiese",2
"Kranke, König",2
"Wald, Wiese",2
"Feuer, Tochter",2
"Schwesterchen, Hand",2
"Baum, Himmel",2
"Hexe, Feuer",2
"Herz, Feld",2
"Abend, Jäger",2
"Wiese, Herz",2
"Hexe, Tochter",2
"Bruderchen, Schwesterchen",2
"Tier, Tochter",2
"Hexe, Kind",2
"Abend, Fuß",2
"Auge, Glück",2
"Hexe, Welt",2
"Wiese, Tag",2
"Schwesterchen, Feld",2
"Königin, Alte",2
"Hand, Stiefmutter",2
"Morgen, Hand",2
"Hochzeit, Pferd",2
"Kranke, Welt",2
"König, Stube",2
"Hexe, Zeit",2
"Morgen, Himmel",2
"Wald, Hexe",2
"Bett, Tochter",2
"Mutter, Hand",2
"Weg, Schwesterchen",2
"Wasser, Schwesterchen",2
"Pferd, Zeit",2
"Feld, Stein",2
"Zeit, Glück",2
"Wald, Stiefmutter",2
"Gott, König",2
"Kranke, Hand",2
"Jäger, Stiefmutter",2
"Licht, Alte",2
"Abend, Türe",2
"Zeit, Stube",2
"Nacht, Hauschen",2
"Morgen, Jagd",2
"Kranke, Tochter",2
"Jagd, Jäger",2
"Hexe, König",2
"Wald, Schwesterchen",2
"Mädchen, Pferd",2
"Tag, Fuß",2
"Seide, Tag",2
"Turm, Türe",2
"Welt, Haar",2
"Erde, Haar",2
"Erde, Welt",2
"Turm, Glück",2
"Welt, Kraut",2
"Haar, Königssohn",2
"Königssohn, Tag",2
"Königssohn, Mann",2
"Pferd, Tag",2
"Schiff, Johannes",1
"Zeit, Stein",1
"Tier, Johannes",1
"Frau, Johannes",1
"Hand, Kirche",1
"Morgen, Johannes",1
"Bild, Frieden",1
"Tier, Tisch",1
"Frieden, Auge",1
"Erde, Johannes",1
"Jahr, Tod",1
"Johannes, Stein",1
"Braut, Schloß",1
"Sohn, Johannes",1
"Vogel, Glück",1
"Bild, Welt",1
"Vogel, Johannes",1
"Wein, Johannes",1
"Schloß, Stein",1
"Königin, Stein",1
"Hochzeit, Erde",1
"Braut, Gold",1
"Silber, Schloß",1
"Herz, Kirche",1
"Bett, Frieden",1
"Freude, Johannes",1
"Königstochter, Johannes",1
"Leben, Kirche",1
"Kirche, Johannes",1
"Bett, Johannes",1
"Vogel, Schiff",1
"Braut, Silber",1
"Tod, Johannes",1
"Silber, Sprache",1
"Gnade, Johannes",1
"Leben, Frieden",1
"Frau, Kirche",1
"Schiff, Tier",1
"Schiff, Haus",1
"Leben, Johannes",1
"Bild, Türe",1
"Freude, Schiff",1
"'er, Königstochter",1
"Zeit, Johannes",1
"Bild, Königstochter",1
"Gott, Johannes",1
"Bild, Schiff",1
"Kammer, Johannes",1
"Rabe, Schiff",1
"Bild, Leben",1
"Bild, Hand",1
"Blatt, Leben",1
"Rabe, Johannes",1
"Bild, Königin",1
"Welt, Kirche",1
"Sohn, Tod",1
"Frieden, Tod",1
"Schiff, Königstochter",1
"Kammer, Auge",1
"Schloß, Johannes",1
"Schlüssel, Johannes",1
"Silber, Feuer",1
"Reich, Tisch",1
"Gold, Tisch",1
"Türe, Johannes",1
"Kind, Johannes",1
"Kirche, Kopf",1
"Feuer, Johannes",1
"Braut, Johannes",1
"Rabe, König",1
"Schiff, Schloß",1
"Hand, Leben",1
"Stuhl, Glück",1
"Stuhl, Reich",1
"Pferd, Sprache",1
"Bild, Herz",1
"König, Blatt",1
"Bild, König",1
"Jahr, Johannes",1
"Rabe, Land",1
"Vogel, Tisch",1
"Hochzeit, Johannes",1
"Rabe, Zeit",1
"Schiff, Herz",1
"Vater, Kirche",1
"Gold, Jungfrau",1
"Silber, Pferd",1
"Bauer, Mund",1
"Wasser, Ak",1
"Taler, Haus",1
"Frosch, Weile",1
"Schatzkammer, Geld",1
"Taler, Herr",1
"Rock, Taler",1
"Schatzkammer, Jude",1
"Mensch, Jude",1
"Ohr, Ak",1
"Ei, Frosch",1
"Bauer, Jude",1
"Rock, Bauer",1
"Soldat, Königstochter",1
"Abend, Ak",1
"Ei, Ak",1
"Bauer, König",1
"König, Jude",1
"Geld, Ak",1
"Taler, Weile",1
"Rock, Jude",1
"Bauer, Glück",1
"Gott, Bauer",1
"Wasser, Taler",1
"Rock, 'er",1
"Licht, Jude",1
"Taler, Mund",1
"Mensch, Herr",1
"Zeit, Jude",1
"Rock, Zeit",1
"Rock, Herr",1
"Hund, Tor",1
"Frosch, Geld",1
"Frosch, Abend",1
"Bauer, Tür",1
"Bauer, Glückskind",1
"König, Lauf",1
"Lauf, Licht",1
"Geld, Herr",1
"Bauer, Herr",1
"Taler, Ak",1
"Bauer, Lauf",1
"Rock, Glückskind",1
"Rock, König",1
"'er, Soldat",1
"Licht, Herr",1
"Schatzkammer, Soldat",1
"Lauf, Glück",1
"Geld, Glückskind",1
"Soldat, Jude",1
"Glück, Jude",1
"Taler, Geld",1
"Taler, Jude",1
"Bauer, Königstochter",1
"Weile, Ak",1
"Weile, Abend",1
"Frosch, Ak",1
"'er, Jude",1
"Mann, Jude",1
"Hund, Frosch",1
"Glückskind, Jude",1
"Soldat, Taler",1
"Bauer, Soldat",1
"Hund, Kuh",1
"Weile, Haus",1
"Bauer, Abend",1
"Tür, Königstochter",1
"Geld, Jude",1
"Ohr, Taler",1
"Herr, Jude",1
"Rock, Mensch",1
"Glück, Herr",1
"Wasser, Ei",1
"Bauer, Ak",1
"Ohr, Frosch",1
"Bauer, Schloß",1
"Geld, Licht",1
"Rock, Mund",1
"Geld, Lauf",1
"Haus, Ak",1
"Mund, Herr",1
"Geld, Abend",1
"Ohr, Weile",1
"Lauf, Jude",1
"Mund, Jude",1
"Licht, Glück",1
"Lauf, Herr",1
"Hund, Tochter",1
"Schatzkammer, Bauer",1
"Ohr, Abend",1
"Rock, Geld",1
"Ohr, Haus",1
"Frosch, Taler",1
"Tag, Jude",1
"Bauer, Tor",1
"Bauer, Frosch",1
"Glückskind, Tag",1
"'er, Bauer",1
"Rock, Soldat",1
"Wolf, Baumchen",1
"Spielmann, Meister",1
"Freude, Spielmann",1
"Spielmann, Stein",1
"Spielmann, Erde",1
"Erde, Baumchen",1
"Spielmann, Zeit",1
"Fuchs, Meister",1
"Geselle, Zeit",1
"Spielmann, Pfote",1
"Spielmann, Herz",1
"Hasechen, Faden",1
"Spielmann, Hase",1
"Spielmann, Tier",1
"Fuß, Baumchen",1
"Spielmann, Faden",1
"Spielmann, Ei",1
"Ei, Meister",1
"Fuchs, Spielmann",1
"Spielmann, Hasechen",1
"Stein, Pfote",1
"Geselle, Freude",1
"Meister, Hase",1
"Hasechen, Hase",1
"Erde, Pfote",1
"Wald, Spielmann",1
"Hasechen, Meister",1
"Fuchs, Baumchen",1
"Baumchen, Pfote",1
"Weg, Spielmann",1
"Stück, Meister",1
"Geselle, Weile",1
"Fuchs, Erde",1
"Geselle, Spielmann",1
"Geselle, Mann",1
"Spielmann, Axt",1
"Ei, Hasechen",1
"Meister, Wolf",1
"Spielmann, Mensch",1
"Spielmann, Fuß",1
"Baum, Faden",1
"Hasechen, Baum",1
"Freude, Mensch",1
"Ei, Hase",1
"Spielmann, Wolf",1
"Arbeit, Ohr",1
"Geselle, Herz",1
"Wald, Geselle",1
"Spielmann, Baumchen",1
"Spielmann, Weile",1
"Wald, Weile",1
"Spielmann, Baum",1
"Stück, Spielmann",1
"Benjamin, Tisch",1
"Schlange, Faß",1
"Benjamin, Sohn",1
"Tod, Stiefmutter",1
"Blume, Jahr",1
"Bruder, Garten",1
"Blume, Haus",1
"Benjamin, Baum",1
"Stube, Kind",1
"Frau, Streiche",1
"Zeit, Hauschen",1
"Königstochter, Himmel",1
"Arbeit, Benjamin",1
"Turm, Baum",1
"Kraut, Holz",1
"König, Streiche",1
"'nein, Nacht",1
"Bruder, Benjamin",1
"Mädchen, 'nein",1
"Faß, Stiefmutter",1
"Turm, Benjamin",1
"Königin, Streiche",1
"Topf, Kraut",1
"'nein, Blume",1
"Mädchen, Benjamin",1
"Welt, Benjamin",1
"Rabe, Jahr",1
"Mädchen, Gnade",1
"Jahr, Streiche",1
"Benjamin, Stube",1
"Tag, Hauschen",1
"Bruder, Jagd",1
"Benjamin, Sprache",1
"'nein, Jagd",1
"Schlange, Stiefmutter",1
"Wald, Benjamin",1
"Benjamin, Reihe",1
"Rabe, Alte",1
"Mädchen, Jagd",1
"Turm, Bruder",1
"Rabe, Garten",1
"Stube, Sohn",1
"Wald, Rabe",1
"Rabe, Frau",1
"Vogel, Benjamin",1
"Schlange, Tod",1
"Wald, Garten",1
"Benjamin, Tag",1
"Schlüssel, Königin",1
"'nein, Rabe",1
"Knabe, Kleid",1
"Turm, Schloß",1
"Benjamin, Haus",1
"Bruder, Hauschen",1
"Kind, Frieden",1
"Rabe, Blume",1
"Jahr, Kleid",1
"Benjamin, Kind",1
"Jahr, Hauschen",1
"Turm, Welt",1
"Freude, Benjamin",1
"Feuer, Kraut",1
"Mutter, Stube",1
"Frau, Blume",1
"Vater, Benjamin",1
"Blume, Alte",1
"Blume, Kind",1
"Mutter, Benjamin",1
"Benjamin, Schloß",1
"Gnade, Kleid",1
"Feuer, Jahr",1
"Mädchen, Turm",1
"Mutter, Streiche",1
"Bruder, Blume",1
"Hahnchen, Tag",1
"Feder, Gesicht",1
"Ohr, Stecknadel",1
"Leute, Fuß",1
"Stecknadel, Feder",1
"Stück, Hahnchen",1
"Wirt, Nähnadel",1
"Bier, Tor",1
"Huhnchen, Tag",1
"Ei, Tag",1
"Wirt, Kopf",1
"Hahnchen, Leute",1
"Ente, Himmel",1
"Weg, Nähnadel",1
"Stecknadel, Kopf",1
"Huhnchen, Leute",1
"Huhnchen, Haus",1
"Stecknadel, Gesicht",1
"Lauf, Nähnadel",1
"Ente, Bach",1
"Berg, Huhnchen",1
"Wagen, Bach",1
"Wirt, Stecknadel",1
"Hahnchen, Haus",1
"Ente, Nußberg",1
"Ente, Tag",1
"Morgen, Nähnadel",1
"Wagen, Fuß",1
"Hahnchen, Gnade",1
"Wirt, Gesicht",1
"Huhnchen, Abend",1
"Berg, Hahnchen",1
"Hahnchen, Fuß",1
"Weg, Stecknadel",1
"Nacht, Fuß",1
"Wagen, Himmel",1
"Ente, Haus",1
"Herd, Auge",1
"Haus, Fuß",1
"Wagen, Gnade",1
"Stück, Stecknadel",1
"Stecknadel, Lauf",1
"Wirt, Huhnchen",1
"Ente, Fuß",1
"Ente, Gnade",1
"Stück, Lauf",1
"Hahnchen, Abend",1
"Bach, Himmel",1
"Huhnchen, Fuß",1
"Huhnchen, Nacht",1
"Wirt, Ente",1
"Stück, Nähnadel",1
"Ohr, Feder",1
"Ohr, Gesicht",1
"Schuh, Herz",1
"Rehchen, Herz",1
"Zeit, Alte",1
"Welt, Wiese",1
"Wiese, Stein",1
"Schwesterchen, Gebet",1
"Welt, Stube",1
"Tür, Leide",1
"Bruderchen, Hand",1
"Nacht, Jäger",1
"Rehchen, Sprache",1
"Jagd, Tochter",1
"Mutter, Stiefmutter",1
"Schwesterchen, Stein",1
"Kranke, Stube",1
"Hexe, Königin",1
"Hand, Jagd",1
"Alte, Jagd",1
"Rehchen, Tür",1
"Leide, Nacht",1
"Bruderchen, Fuß",1
"König, Leide",1
"Kranke, Nacht",1
"Mädchen, Tür",1
"Rehchen, Haus",1
"Hexe, Kranke",1
"Land, Jagd",1
"Brunnen, Stiefmutter",1
"Schwesterchen, Tier",1
"Bruderchen, Leben",1
"Schuh, Tür",1
"Schwesterchen, Jagd",1
"Kranke, Jagd",1
"Schwesterchen, Kopf",1
"Hexe, Nacht",1
"Kranke, Auge",1
"Stube, Alte",1
"Rehchen, Bruderchen",1
"Kranke, Zeit",1
"Tür, Jäger",1
"Frau, Schwesterchen",1
"Jagd, Türe",1
"Hand, Zeit",1
"Rehchen, Ecke",1
"Alte, Glück",1
"Schwesterchen, Tag",1
"Rehchen, Hand",1
"Schwesterchen, Stiefmutter",1
"Bruderchen, Tag",1
"Leide, Tag",1
"Morgen, Kraut",1
"Pferd, Königin",1
"Rehchen, König",1
"Morgen, Schwesterchen",1
"Weg, Stein",1
"Schwesterchen, Wiese",1
"Wasser, Bruderchen",1
"Hand, Stube",1
"Wald, Schuh",1
"Stube, Tochter",1
"Mutter, Bruderchen",1
"Kranke, Glück",1
"Schwesterchen, Abend",1
"Schuh, Schwesterchen",1
"Rehchen, Kraut",1
"Mädchen, Schwesterchen",1
"Schwesterchen, Baum",1
"Bruderchen, Stiefmutter",1
"Rehchen, Schuh",1
"Schwesterchen, König",1
"Hexe, Jagd",1
"Jäger, Hauschen",1
"Schwesterchen, Türe",1
"Gebet, Kopf",1
"Rehchen, Morgen",1
"Jagd, Glück",1
"Bett, Licht",1
"Bruderchen, Welt",1
"Bruderchen, Jäger",1
"Welt, Stiefmutter",1
"Fuß, Stiefmutter",1
"Mädchen, Leide",1
"Kranke, Königin",1
"Mädchen, Rehchen",1
"Königin, Licht",1
"Bruderchen, Wolf",1
"Rehchen, Frau",1
"Welt, Schwesterchen",1
"Jäger, Türe",1
"Morgen, Baum",1
"Welt, Feld",1
"Rehchen, Wald",1
"Bruderchen, Kind",1
"Rehchen, Schwesterchen",1
"Schwesterchen, Wolf",1
"Bruderchen, Stein",1
"Leide, Jäger",1
"Asche, Bruderchen",1
"Bruderchen, Tier",1
"Hand, Tochter",1
"Rehchen, Jäger",1
"Hexe, Stube",1
"Asche, Schwesterchen",1
"Mutter, Schwesterchen",1
"Wald, Bruderchen",1
"Schwesterchen, Schloß",1
"Feld, Baum",1
"Schwesterchen, Kind",1
"Schwesterchen, Jäger",1
"Tier, Stiefmutter",1
"Kranke, Alte",1
"Schwesterchen, Tür",1
"Stube, Glück",1
"Jagd, Auge",1
"Stube, Jagd",1
"Schwesterchen, Sprache",1
"Welt, Jagd",1
"Rehchen, Schloß",1
"Hexe, Glück",1
"Schwesterchen, Fuß",1
"Tür, Hauschen",1
"Hand, Glück",1
"Königin, Jagd",1
"Abend, Jagd",1
"Schwesterchen, Herz",1
"Rapunzel, Garten",1
"Gold, Rapunzel",1
"Zauberin, Turm",1
"Erde, Königssohn",1
"Zauberin, Rapunzel",1
"Zauberin, Tag",1
"Zauberin, Haus",1
"Rapunzel, Welt",1
"Frau, Rapunzel",1
"Rapunzel, Auge",1
"Blume, Kraut",1
"Rapunzel, Königssohn",1
"Rapunzel, Jahr",1
"Zauberin, Name",1
"Königssohn, Türe",1
"Zauberin, Garten",1
"Katze, Vogel",1
"'jst, Turm",1
"Rapunzel, Name",1
"Zauberin, Baum",1
"Garten, Gnade",1
"Zauberin, Kind",1
"Zauberin, Blume",1
"Rapunzel, Gnade",1
"Leute, Kraut",1
"Zauberin, Kraut",1
"'jst, Tag",1
"Zauberin, Königssohn",1
"Pferd, Abend",1
"Zauberin, Mann",1
"Mutter, Zauberin",1
"Welt, Garten",1
"'jst, Glück",1
"Katze, Liebste",1
"Mutter, Name",1
"Frau, Garten",1
"Haar, Stimme",1
"Zauberin, Treppe",1
"Wald, Treppe",1
"Rapunzel, Haus",1
"Zauberin, Jahr",1
"Spieß, Wein",1
"Bruder, Töchterlein",1
"Männlein, Bruder",1
"Spieß, Schwein",1
"Spieß, Herz",1
"Erde, Brücke",1
"Herde, Jahr",1
"Brücke, Töchterlein",1
"Bruder, Sack",1
"Bruder, Spieß",1
"Hand, Spieß",1
"Tier, Abend",1
"Sand, Herde",1
"König, Schwein",1
"Mensch, Land",1
"Brücke, Schwein",1
"Leute, Glückskind",1
"Brief, Räuber",1
"Glückskind, Eltern",1
"Fährmann, Wein",1
"'er, Nacht",1
"Hand, Fährmann",1
"Brief, Jüngling",1
"Wein, Kopf",1
"Teufel, Alte",1
"Wasser, Glückskind",1
"Königstochter, Glückskind",1
"Knabe, Königin",1
"'nein, Glückskind",1
"Glückskind, Herr",1
"Haar, Brunnen",1
"König, Eltern",1
"Baum, Kopf",1
"Wein, Baum",1
"Wasser, Leute",1
"Herz, Leute",1
"Herz, Eltern",1
"Glückskind, Junge",1
"Brief, 'nein",1
"Frau, Apfel",1
"Teufel, Tag",1
"König, Esel",1
"Jüngling, Glückskind",1
"Wasser, Brief",1
"Zeit, Glückskind",1
"Sand, König",1
"Frau, Fährmann",1
"Teufel, Esel",1
"Brief, Junge",1
"Morgen, Brief",1
"Glückskind, Mann",1
"Königin, Glückskind",1
"Herz, Glückskind",1
"Esel, Tochter",1
"Haar, Fährmann",1
"Haar, Nacht",1
"Wasser, Teufel",1
"Teufel, Wein",1
"Wasser, Fährmann",1
"'er, Tochter",1
"Weg, Knabe",1
"Wasser, Apfel",1
"Haar, Esel",1
"Fährmann, Glückskind",1
"Brunnen, Apfel",1
"Räuber, Knabe",1
"Haar, Glückskind",1
"Königin, Junge",1
"Haar, Drachen",1
"Brief, Weg",1
"Esel, Stein",1
"Glückskind, Tochter",1
"Sand, Gold",1
"Leute, Herr",1
"Teufel, Maus",1
"Apfel, Esel",1
"Teufel, Abend",1
"Jahr, Glückskind",1
"Weg, Fährmann",1
"Gold, Apfel",1
"Brief, Glückskind",1
"Wasser, Ding",1
"Ding, Fährmann",1
"Fährmann, Apfel",1
"Fährmann, Brunnen",1
"Blatt, Apfel",1
"Frau, Glückskind",1
"Gold, Maus",1
"Brief, Frau",1
"Wald, Knabe",1
"Ding, Baum",1
"'nein, Leute",1
"Brief, Königstochter",1
"Mann, Eltern",1
"Schloß, Glückskind",1
"Wein, Apfel",1
"Wald, Brief",1
"Brunnen, Baum",1
"Maus, Esel",1
"Wein, Brunnen",1
"Teufel, Brunnen",1
"Ding, Brunnen",1
"Fährmann, Sack",1
"Haar, Apfel",1
"Jahr, Herz",1
"Gold, Glückskind",1
"Teufel, Ding",1
"Teufel, Apfel",1
"Teufel, Drachen",1
"Wasser, Blatt",1
"Räuber, Leben",1
"Ding, Apfel",1
"Gold, Brunnen",1
"Apfel, Maus",1
"Teufel, Stein",1
"Baum, Maus",1
"Brunnen, Esel",1
"Teufel, Weg",1
"Gold, Wein",1
"Jahr, Eltern",1
"Wasser, Freier",1
"Fährmann, Kopf",1
"Fährmann, Baum",1
"König, Fährmann",1
"Licht, Hauschen",1
"Junge, Herr",1
"Teufel, Glückskind",1
"Glückskind, Baum",1
"Frau, Baum",1
"Wein, Esel",1
"Räuber, Königstochter",1
"Glückskind, Alte",1
"Hand, Glückskind",1
"Brief, Herr",1
"Kind, Glückskind",1
"Frau, Knabe",1
"'er, Haar",1
"Teufel, Fährmann",1
"'er, König",1
"Frau, Junge",1
"Tochter, Eltern",1
"Jüngling, Königin",1
"Knabe, Königstochter",1
"Wasser, Herr",1
"Brief, Leute",1
"Brief, Knabe",1
"Lauschen, Baumchen",1
"Mädchen, Lauschen",1
"Türchen, Lauschen",1
"Mädchen, Besenchen",1
"Flohchen, Besenchen",1
"Flohchen, Baumchen",1
"Besenchen, Ecke",1
"Mädchen, Türchen",1
"Wagenchen, Türchen",1
"Wasser, Baumchen",1
"Wasser, Besenchen",1
"Blatt, Baumchen",1
"Mädchen, Flohchen",1
"Flohchen, Lauschen",1
"Wasser, Lauschen",1
"Besenchen, Baumchen",1
"Mistchen, Türchen",1
"Mistchen, Lauschen",1
"Wagenchen, Mistchen",1
"Türchen, Baumchen",1
"Wagenchen, Besenchen",1
"Mädchen, Baumchen",1
"Mistchen, Besenchen",1
"Wasser, Flohchen",1
"Mädchen, Wagenchen",1
"Flohchen, Bier",1
"Bier, Lauschen",1
"Wasser, Wagenchen",1
"Türchen, Besenchen",1
"Wasser, Mistchen",1
"Mädchen, Wasserkrügelchen",1
"Wagenchen, Lauschen",1
"Wasser, Wasserkrügelchen",1
"Wagenchen, Flohchen",1
"Wasser, Türchen",1
"Mädchen, Mistchen",1
"Besenchen, Lauschen",1
"Türchen, Ecke",1
"Mistchen, Feuer",1
"Wagenchen, Baumchen",1
"Flohchen, Türchen",1
"Mistchen, Baumchen",1
"Mistchen, Flohchen",1
"Teufel, Brief",1
"Hand, Engel",1
"Gott, Mensch",1
"Brief, Sohn",1
"Mädchen, Engel",1
"Teufel, Königin",1
"Hand, Gemahlin",1
"Engel, Kammer",1
"Engel, Stein",1
"Engel, Kind",1
"Mir_Es, Königin",1
"Gott, Gemahlin",1
"Engel, Garten",1
"Brief, Welt",1
"Hauschen, Herr",1
"Geist, Mensch",1
"Mund, Kleid",1
"Brief, Mir_Es",1
"Geist, Hand",1
"Gott, Geist",1
"Brief, Mutter",1
"Jahr, Gnade",1
"Garten, Baum",1
"Mir_Es, Jahr",1
"Feld, Sohn",1
"Mädchen, Geist",1
"Mutter, Stein",1
"Brief, Auge",1
"Wasser, Müller",1
"Engel, Mund",1
"Mir_Es, Sohn",1
"Wasser, Garten",1
"Engel, Gnade",1
"Gott, Hand",1
"Müller, Holz",1
"Gott, Zeit",1
"Vater, Himmel",1
"Kind, Gnade",1
"Engel, Hauschen",1
"Hand, Sohn",1
"Wald, Engel",1
"Gut, Müller",1
"Gott, Welt",1
"Gott, Kammer",1
"Kind, Gesicht",1
"Mensch, Müller",1
"Geist, Kleid",1
"Teufel, Mutter",1
"Haus, Müller",1
"Engel, Herr",1
"Hand, Kammer",1
"Gott, Schloß",1
"Wasser, Kleid",1
"Engel, Herz",1
"Frau, Mensch",1
"Vater, Gesicht",1
"Brief, Feld",1
"Geist, Welt",1
"Geist, Herz",1
"Königin, Feld",1
"Mund, Baum",1
"Mutter, Nacht",1
"Hand, Müller",1
"Teufel, Morgen",1
"Kind, Müller",1
"Geist, Mund",1
"Mutter, Mir_Es",1
"Königin, Gnade",1
"Teufel, Mädchen",1
"Wald, Müller",1
"Engel, Jungfrau",1
"Engel, Baum",1
"Jahr, Müllerstochter",1
"Mutter, Feld",1
"Jahr, Feld",1
"Mir_Es, Feld",1
"Geist, Himmel",1
"Brief, Mann",1
"Frau, Stein",1
"Geist, Engel",1
"Engel, Kleid",1
"Jungfrau, Hauschen",1
"Geist, Garten",1
"Engel, Haus",1
"Wasser, Engel",1
"Mutter, 'guten",1
"Hans, Adie",1
"Grethel, Gesicht",1
"Mach, Hund",1
"Braut, Grethel",1
"Mutter, 'adies",1
"Hans, Wagen",1
"Stück, Gut",1
"Mach, Hans",1
"Mutter, Abend",1
"'adies, Adie",1
"Gut, Grethel",1
"Ziege, Hans",1
"Mutter, Hund",1
"Ziege, Gut",1
"Ziege, Grethel",1
"Messer, Grethel",1
"Grethel, Auge",1
"Ziege, Bein",1
"Messer, Gut",1
"Mutter, Adie",1
"Hans, Grethel",1
"'guten, Gesicht",1
"Hund, Grethel",1
"Grethel, Tag",1
"Abend, Gesicht",1
"Hans, Stall",1
"'guten, Grethel",1
"Mach, Kopf",1
"Hans, Hund",1
"Mutter, Mach",1
"Stall, Gesicht",1
"Mutter, Grethel",1
"Stall, Auge",1
"Hans, 'adies",1
"Mach, Grethel",1
"Hans, 'guten",1
"Hans, Gesicht",1
"Hans, Messer",1
"Sprache, Burgherr",1
"Meister, Leben",1
"Morgen, Burgherr",1
"Frosch, Leben",1
"Hund, Jüngling",1
"Mensch, Burgherr",1
"Frosch, Sohn",1
"Vater, Jahr",1
"Meister, Haus",1
"Hund, Mensch",1
"Sohn, Kopf",1
"Land, Burgherr",1
"Hund, Schwanz",1
"Mensch, Leben",1
"Hund, Land",1
"Morgen, Sprache",1
"Mensch, Meister",1
"Turm, Mensch",1
"Leute, Leben",1
"Weg, Frosch",1
"Hund, Burgherr",1
"Sprache, Land",1
"Turm, Jüngling",1
"Mensch, Sohn",1
"Frosch, Leute",1
"Gott, Papst",1
"Frosch, Meister",1
"Sohn, Burgherr",1
"Hund, Zeit",1
"Frosch, Papst",1
"Turm, Hund",1
"Turm, Burgherr",1
"Vater, Hans",1
"Vater, Else",1
"Keller, Knecht",1
"Verstand, Kopf",1
"Feld, Brot",1
"Bier, Auge",1
"Hans, Brot",1
"Keller, Wand",1
"Geld, Weile",1
"Tür, Else",1
"Wand, Auge",1
"Kopf, Tisch",1
"Tür, Leute",1
"Bier, Kreuzhacke",1
"Hochzeit, Kind",1
"Hochzeit, Hand",1
"Else, Leute",1
"Else, Abend",1
"Hans, Kind",1
"Hahn, Wand",1
"Kreuzhacke, Mann",1
"Else, Zeit",1
"Verstand, Kreuzhacke",1
"Gott, Tür",1
"Hans, Tür",1
"Magd, Weile",1
"Hans, Knecht",1
"Hans, Weile",1
"Weile, Brot",1
"Keller, Kind",1
"Bier, Hans",1
"Hand, Verstand",1
"Faß, Else",1
"Bier, Tisch",1
"Hochzeit, Else",1
"Hans, Else",1
"Zeit, Kreuzhacke",1
"Hans, Leute",1
"Else, Kind",1
