Characters,TaleDistributionFrequency
"Fisch, Treppe",1
"Kopf, Kunst",1
"Finger, Magd",1
"Fuß, Kunst",1
"Finger, Fisch",1
"Besen, Mann",1
"Besen, Herr",1
"Knecht, Treppe",1
"Wasser, Fremde",1
"Finger, Kopf",1
"Fisch, Knecht",1
"Gevatter, Treppe",1
"Gevatter, Fisch",1
"Gevatter, Türe",1
"Gevatter, Tür",1
"Knecht, Haus",1
"Gevatter, Knecht",1
"Gevatter, Ei",1
"Besen, Fisch",1
"Fisch, Herr",1
"Kranke, Kunst",1
"Gevatter, Magd",1
"Geld, Kunst",1
"Geld, Fuß",1
"Treppe, Herr",1
"Feuer, Treppe",1
"Gevatter, Bett",1
"Wasser, Kranke",1
"Gevatter, Tor",1
"Magd, Treppe",1
"Kranke, Geld",1
"Wasser, Fuß",1
"Kranke, Kopf",1
"Wasser, Kunst",1
"Tür, Herr",1
"Besen, Knecht",1
"Finger, Besen",1
"Kranke, Fremde",1
"Fremde, Tod",1
"Knecht, Herr",1
"Gevatter, Finger",1
"Tür, Ei",1
"Magd, Fisch",1
"Stube, Treppe",1
"Ei, Fisch",1
"Tür, Treppe",1
"Gevatter, Besen",1
"Gevatter, Stube",1
"Wasser, Gevatter",1
"Besen, Treppe",1
"Finger, Ei",1
"Ei, Knecht",1
"Finger, Knecht",1
"Trude, Haus",1
"Trude, Mann",1
"Trude, Jäger",1
"Köhler, Jäger",1
"Trude, Tag",1
"Mädchen, Trude",1
"Trude, Leute",1
"Trude, Kind",1
"Frau, Trude",1
"Trude, Kopf",1
"Köhler, Frau",1
"Trude, Eltern",1
"Ding, Trude",1
"Köhler, Kopf",1
"Teufel, Hexe",1
"Teufel, Jäger",1
"Hexe, Köhler",1
"Ding, Leute",1
"Teufel, Trude",1
"Teufel, Köhler",1
"Ding, Eltern",1
"Hexe, Trude",1
"Köhler, Trude",1
"Kranke, Bett",1
"Pate, Auge",1
"Pate, Mann",1
"Licht, Gesicht",1
"Finger, Tod",1
"Knabe, Pate",1
"Leben, Kraut",1
"Kraut, Tod",1
"Hand, Reihe",1
"Arzt, Pate",1
"Gevatter, Herz",1
"Jüngling, Arzt",1
"Zeit, Pate",1
"Pate, Licht",1
"Jahr, Pate",1
"Gevatter, Tod",1
"Finger, Pate",1
"Gold, Gevatter",1
"Königstochter, Pate",1
"Knabe, Zeit",1
"Gevatter, Erde",1
"Reihe, Licht",1
"Reihe, Arzt",1
"König, Pate",1
"Arzt, Fuß",1
"Gold, Kranke",1
"'er, Auge",1
"Mensch, Pate",1
"'er, Tod",1
"Mir_Es, Königstochter",1
"Arzt, Leben",1
"Mensch, Tod",1
"'er, Arzt",1
"Pate, Gesicht",1
"König, Kraut",1
"König, Arzt",1
"Kranke, Arzt",1
"Finger, Licht",1
"Kraut, Fuß",1
"Mir_Es, Tod",1
"Arzt, Kraut",1
"Kind, Arzt",1
"Tod, Gesicht",1
"Arzt, Auge",1
"Pate, Glück",1
"Finger, Arzt",1
"Hand, Arzt",1
"Kind, Pate",1
"Mensch, Kind",1
"Nacht, Brot",1
"Gevatter, Mensch",1
"Teufel, Pate",1
"'siehst, Tod",1
"Königstochter, Glück",1
"Welt, Pate",1
"Kranke, Kraut",1
"Gevatter, Pate",1
"Wald, Kraut",1
"Bett, Arzt",1
"Welt, Fuß",1
"Arzt, Licht",1
"Teufel, Gevatter",1
"Bett, Kraut",1
"Kranke, Leute",1
"Arzt, Tod",1
"Gold, Pate",1
"Welt, Arzt",1
"Arzt, Gesicht",1
"Mir_Es, Arzt",1
"Pate, Tod",1
"Reihe, Tod",1
"Königstochter, Arzt",1
"Leute, Arzt",1
"Pate, Leben",1
"Mir_Es, Pate",1
"Weg, Räuber",1
"Haustür, Herr",1
"Tür, Taler",1
"Vater, Alte",1
"Schneiderlein, Kreuzer",1
"Ei, Däumling",1
"Taler, Schloß",1
"Schneiderlein, Herr",1
"Stall, Stimme",1
"Meisterin, Däumling",1
"Meisterin, Haustür",1
"Adie, Herr",1
"Däumling, Kuh",1
"Kuh, Kraut",1
"Vater, Däumling",1
"Garten, Däumling",1
"Schatzkammer, Ecke",1
"Taler, Ecke",1
"Geld, Däumling",1
"Däumling, Sohn",1
"Räuber, Schatzkammer",1
"Morgen, Kuh",1
"Arbeit, Schatzkammer",1
"Fuchs, Däumling",1
"Schneiderlein, Däumling",1
"Räuber, Tag",1
"Däumling, Kraut",1
"Welt, Däumling",1
"Däumling, Herd",1
"Taler, Tier",1
"Bein, Däumling",1
"He, Kopf",1
"Herz, Däumling",1
"Magd, Kraut",1
"Garten, Kuh",1
"Wurst, Kopf",1
"Däumling, Herr",1
"Räuber, Taler",1
"Vater, Fuchs",1
"Taler, Däumling",1
"Magd, Garten",1
"Tier, Däumling",1
"Räuber, Welt",1
"Schneiderlein, Meister",1
"Meisterin, Kopf",1
"Schatzkammer, Däumling",1
"Arbeit, Däumling",1
"Huhn, Herz",1
"Stimme, Herr",1
"Däumling, Kreuzer",1
"Schatzkammer, Tür",1
"Arbeit, Mensch",1
"Räuber, Däumling",1
"Huhn, Däumling",1
"Schatzkammer, Tier",1
"Räuber, Tür",1
"Arbeit, Schneiderlein",1
"Fuchs, Schneiderlein",1
"Vater, Licht",1
"Stall, Däumling",1
"Schneider, Däumling",1
"Wurst, Gast",1
"Räuber, König",1
"Fuchs, Kind",1
"Vater, Schneiderlein",1
"Meisterin, Adie",1
"Adie, Haustür",1
"Huhn, Ei",1
"Arbeit, Welt",1
"Däumling, Haustür",1
"Meisterin, Herr",1
"Däumling, Stimme",1
"He, Meisterin",1
"Schatzkammer, Riese",1
"Däumling, Adie",1
"Schneiderlein, Taler",1
"Schneiderlein, Meisterin",1
"Däumling, Ecke",1
"Frau, Meisterin",1
"Stück, Däumling",1
"Erde, Weile",1
"Schatzkammer, Schneiderlein",1
"Schneiderlein, Haus",1
"Huhn, Schneiderlein",1
"Mutter, Schneiderlein",1
"Sohn, Licht",1
"Magd, Däumling",1
"Tür, Däumling",1
"Braut, Bruder",1
"Korb, Mutter",1
"Vogel, Fitchers",1
"Korb, Eltern",1
"Bett, Honig",1
"Ei, Kammer",1
"Kammer, Haus",1
"Mädchen, Hexenmeister",1
"Faß, Honig",1
"Braut, Hexenmeister",1
"Braut, Ei",1
"Mensch, Honig",1
"Braut, Gast",1
"Mädchen, Korb",1
"Korb, Hexenmeister",1
"Herz, Stube",1
"Schlüssel, Ei",1
"Vogel, Bett",1
"Schlüssel, Zeit",1
"Vogel, Mensch",1
"Hexenmeister, Türe",1
"Braut, Vogel",1
"Vogel, Honig",1
"Fitchers, Haus",1
"Braut, Fitchers",1
"Vogel, Faß",1
"Korb, Hochzeit",1
"Hexenmeister, Mann",1
"Hexenmeister, Haus",1
"Gold, Hexenmeister",1
"Schlüssel, Mann",1
"Silber, Stube",1
"Korb, Gold",1
"Gold, Stube",1
"Vater, Korb",1
"Korb, Braut",1
"Schlüssel, Kammer",1
"Welt, Ik",1
"De, Moder",1
"Freude, Wöör",1
"Appell, Tochter",1
"Moder, Mann",1
"Schnee, Ik",1
"Appell, Schnee",1
"Hand, Ik",1
"Gans, Ik",1
"Appell, Magd",1
"De, Tochter",1
"He, Vogel",1
"Stuhl, Ehre",1
"Appell, Kind",1
"Magd, De",1
"Kind, Wöör",1
"Vogel, Licht",1
"Mensch, Moder",1
"He, Schnee",1
"Geselle, De",1
"Kind, Feder",1
"Bett, Wöör",1
"Freude, Schnee",1
"Vogel, Wöör",1
"Welt, Wöör",1
"Vogel, Awerst",1
"Weg, Wöör",1
"Geselle, Wöör",1
"Wöör, Tochter",1
"Wöör, Feder",1
"Gold, Auge",1
"He, Gans",1
"Appell, Ik",1
"Weg, Ehre",1
"Ehre, Auge",1
"Freude, Ik",1
"Geselle, Vogel",1
"He, Moder",1
"Stuhl, Hand",1
"Ehre, Moder",1
"Stück, Ik",1
"Awerst, Tochter",1
"Geselle, Kind",1
"Bett, Awerst",1
"Auge, Ik",1
"Awerst, Moder",1
"Frau, Moder",1
"Awerst, Kind",1
"Freude, Gans",1
"He, Feder",1
"Feder, Auge",1
"Stück, Vogel",1
"Vogel, Eine",1
"He, Kind",1
"He, Appell",1
"Nacht, Wöör",1
"Licht, Ik",1
"Stück, Moder",1
"Vogel, De",1
"Appell, Ehre",1
"Awerst, Auge",1
"Vogel, Moder",1
"Appell, Hand",1
"Appell, Awerst",1
"Schnee, Tochter",1
"Moder, Auge",1
"Stuhl, De",1
"He, Auge",1
"Awerst, Licht",1
"Wöör, Auge",1
"Ehre, Awerst",1
"Ehre, Gans",1
"Moder, Ik",1
"Finger, Appell",1
"Geselle, Frau",1
"He, Tochter",1
"Gans, Wöör",1
"Awerst, Gans",1
"Stuhl, Appell",1
"Appell, Wöör",1
"Moder, Licht",1
"Schnee, Awerst",1
"Welt, Gans",1
"Appell, Moder",1
"Land, Moder",1
"Schnee, Wöör",1
"Jahr, Wöör",1
"Gans, Moder",1
"Geselle, Auge",1
"Ehre, Kind",1
"Ehre, Zeit",1
"Jahr, Nacht",1
"Magd, Ehre",1
"Vogel, Ik",1
"Gans, Licht",1
"He, Geselle",1
"De, Auge",1
"Schnee, Ehre",1
"He, Land",1
"Geselle, Feder",1
"Jahr, Awerst",1
"Schnee, Gans",1
"De, Kind",1
"Vogel, Ehre",1
"Vogel, Kind",1
"Weg, Gans",1
"De, Licht",1
"De, Feder",1
"Ehre, Tochter",1
"Appell, Gans",1
"Gans, Kind",1
"Hand, Moder",1
"Schnee, De",1
"Appell, De",1
"Appell, Frau",1
"Weg, De",1
"Frieden, Schwein",1
"Tier, Sultan",1
"Bein, Sultan",1
"Hund, Frieden",1
"Gevatter, Auge",1
"Wald, Hund",1
"Morgen, Schwein",1
"Feld, Sultan",1
"Frau, Sultan",1
"Katze, Schwanz",1
"Mann, Haustür",1
"Sultan, Haustür",1
"Wolf, Schwein",1
"Ohr, Schwein",1
"Katze, Bein",1
"Hund, Zahn",1
"Bauer, Jahr",1
"Bauer, Sultan",1
"Bett, Feld",1
"Katze, Schwein",1
"Schwein, Maus",1
"Bein, Schwanz",1
"Baum, Schwein",1
"Zeit, Haustür",1
"Jahr, Haustür",1
"Wald, Schwein",1
"Ei, Sultan",1
"Hund, Sultan",1
"Zeit, Sultan",1
"Geselle, Hund",1
"Katze, Ohr",1
"Jahr, Sultan",1
"Sultan, Mann",1
"Morgen, Wolf",1
"Wolf, Sultan",1
"Bauer, Haustür",1
"Ei, Haustür",1
"Geselle, Wolf",1
"Katze, Frieden",1
"Baum, Frieden",1
"Schwanz, Sultan",1
"Kind, Sultan",1
"Gnade, Eltern",1
"Vater, Sultan",1
"Wolf, Frieden",1
"Katze, Sultan",1
"Hund, Schwein",1
"Bauer, Zahn",1
"Hund, Nacht",1
"Bauer, Haar",1
"Ohr, Maus",1
"Bett, Sultan",1
"Sultan, Zahn",1
"Wolf, Schwanz",1
"Bein, Tier",1
"Gevatter, Wolf",1
"Bauer, Tier",1
"Haar, Sultan",1
"Wald, Feder",1
"Arbeit, Mund",1
"Freude, Schwesterchen",1
"'nein, Schwan",1
"Bruder, Schwan",1
"Räuber, Schwesterchen",1
"Hochzeit, Alte",1
"Nacht, Stiefmutter",1
"Weg, Jagd",1
"Bruder, Mund",1
"Geld, Diener",1
"Knabe, Gemahlin",1
"Herz, Hauschen",1
"Feuer, Schwan",1
"Feuer, Welt",1
"Mund, Alte",1
"Königin, Tod",1
"Jahr, Mund",1
"Lustig, Mann",1
"Ranzen, Verstand",1
"Teufel, Soldat",1
"Wirt, Wiese",1
"Bruder, Bauerin",1
"Brot, Lustig",1
"Wein, Gans",1
"Kranke, Lustig",1
"Lustig, Kopf",1
"Soldat, Tier",1
"Haar, Soldat",1
"'nein, Lustig",1
"König, Lustig",1
"Hans, Ranzen",1
"Heil., Bauerin",1
"Tür, Wiese",1
"Heil., König",1
"Heil., 'nein",1
"Wasser, Mund",1
"Heil., Mann",1
"Sprache, Lustig",1
"Bruder, Soldat",1
"Tier, Lamm",1
"Wiese, Mann",1
"Heil., Lamm",1
"Heil., Mensch",1
"Mensch, Lustig",1
"Heil., Kranke",1
"Lustig, Himmel",1
"Teufel, Lamm",1
"Bett, Lustig",1
"Heil., Gold",1
"Lustig, Name",1
"Heil., Schloß",1
"Kreuzer, Tag",1
"Geselle, Bruder",1
"Heil., Zeit",1
"Kranke, Mir_Es",1
"Nacht, Lustig",1
"Lustig, Haus",1
"Heil., Kopf",1
"Bruder, Name",1
"Gans, Türe",1
"Heil., Herz",1
"Heil., Mir_Es",1
"Bruder, Brot",1
"Gold, Lamm",1
"Weg, Heil.",1
"Schloß, Gast",1
"Feuer, Lamm",1
"Tor, Lustig",1
"Wein, Kreuzer",1
"'nein, Himmel",1
"Wein, Lustig",1
"Gold, Freude",1
"Kranke, Leben",1
"Heil., Feuer",1
"Wasser, Heil.",1
"Ranzen, Lustig",1
"Ei, Lamm",1
"Heil., Mund",1
"Tor, Mensch",1
"Lustig, Tag",1
"Messer, Lamm",1
"Bruder, Kreuzer",1
"Heil., Tochter",1
"Bruder, Tochter",1
"Herz, Lamm",1
"Teufel, Heil.",1
"Gold, Lustig",1
"Heil., Tier",1
"Trunk, Kreuzer",1
"Bein, Soldat",1
"Gold, Ranzen",1
"Kranke, Bruder",1
"Lustig, Gesicht",1
"Heil., Ei",1
"Ranzen, Schloß",1
"Schlüssel, Lustig",1
"Ranzen, Ding",1
"Ranzen, Ei",1
"Freude, Ranzen",1
"Kranke, Schloß",1
"Tor, Mann",1
"Morgen, Lustig",1
"Bruder, Verstand",1
"Geist, Ranzen",1
"Lamm, Mund",1
"Wasser, Lustig",1
"Mir_Es, Ding",1
"Welt, Lustig",1
"Lamm, Bauerin",1
"Schloß, Lustig",1
"Soldat, Mensch",1
"Weg, Lustig",1
"Bein, Bruder",1
"Tür, Gans",1
"Heil., Wein",1
"Feuer, Lustig",1
"'nein, Ei",1
"Geld, Wein",1
"Ding, Lustig",1
"Heil., Frau",1
"Feuer, Zeit",1
"Ranzen, Türe",1
"Weg, Ei",1
"Wirt, Ranzen",1
"Geselle, Ranzen",1
"Soldat, Gans",1
"Trunk, Geld",1
"Weg, Himmel",1
"Ei, Tor",1
"Trunk, Bruder",1
"Ranzen, Mir_Es",1
"Ranzen, Tor",1
"Soldat, Tag",1
"Ranzen, Mensch",1
"Soldat, Kopf",1
"Königstochter, Lustig",1
"Bruder, Gans",1
"Heil., Himmel",1
"Stück, Lustig",1
"Lustig, Gast",1
"Teufel, Ranzen",1
"Heil., Lustig",1
"Heil., Tod",1
"Zeit, Lamm",1
"Heil., Tor",1
"Weg, Lamm",1
"Ranzen, Himmel",1
"Heil., Sprache",1
"Schlüssel, Erde",1
"Hans, Bruder",1
"Gold, Verstand",1
"Lustig, Kreuzer",1
"Ranzen, Tier",1
"Lamm, Name",1
"Bruder, Lustig",1
"Soldat, Brot",1
"'nein, Lamm",1
"Bier, Brot",1
"Geist, Lustig",1
"Wald, Heil.",1
"Ei, Soldat",1
"Heil., Name",1
"Bruder, Ding",1
"Mir_Es, Tor",1
"Wald, Lamm",1
"Schlüssel, Gast",1
"Tier, Lustig",1
"Ei, Lustig",1
"Erde, Lustig",1
"Teufel, Lustig",1
"Soldat, Zeit",1
"Soldat, Lustig",1
"Gans, Lustig",1
"Bett, Gast",1
"'nein, Ranzen",1
"Wirt, Lustig",1
"Ranzen, Auge",1
"Teufel, Geselle",1
"Trunk, Lustig",1
"Wirt, Geist",1
"Lustig, Bauerin",1
"Heil., Hans",1
"Ranzen, Ecke",1
"Ranzen, Lamm",1
"Gold, Ding",1
"Ranzen, Gans",1
"Ding, Ei",1
"Fuß, Gesicht",1
"Lustig, Tochter",1
"Bruder, Lamm",1
"Heil., Ding",1
"Trunk, Soldat",1
"Kranke, Wein",1
"Lustig, Auge",1
"Wirt, Schlüssel",1
"Heil., Freude",1
"Soldat, Herz",1
"Mir_Es, Lustig",1
"Wald, Lustig",1
"Brot, Kreuzer",1
"Soldat, Wiese",1
"Kranke, Frau",1
"Heil., Soldat",1
"Lustig, Fuß",1
"Hans, König",1
"Geld, Lustig",1
"Wide, Himmel",1
"Wide, Jahr",1
"Eine, Spielhansel",1
"Sand, Zahn",1
"G'sogt, E",1
"Jahr, E",1
"Wide, Zahn",1
"De, Haus",1
"Sand, Eine",1
"Nacht, Hietzt",1
"G'sogt, Mensch",1
"Herrgott, Wein",1
"E, De",1
"De, Zahn",1
"Wein, Hietzt",1
"Welt, Hietzt",1
"Sand, Mensch",1
"Hietzt, Zahn",1
"Hietzt, Spielhansel",1
"Mensch, Eine",1
"E, Wein",1
"Herrgott, G'sogt",1
"Sand, Herr",1
"Keller, Eine",1
"Keller, Herrgott",1
"Herrgott, E",1
"Welt, E",1
"Herrgott, Haus",1
"Sand, G'sogt",1
"E, Brot",1
"Sand, De",1
"Keller, E",1
"Herrgott, Herr",1
"Himmel, Spielhansel",1
"Leute, Eine",1
"Ding, Zahn",1
"Herrgott, Zahn",1
"Wide, Eine",1
"E, Leute",1
"Wide, De",1
"Mensch, Hietzt",1
"Mensch, Zahn",1
"Herrgott, Spielhansel",1
"E, Eine",1
"G'sogt, Spielhansel",1
"G'sogt, Eine",1
"De, Hietzt",1
"Herrgott, Geld",1
"G'sogt, Hietzt",1
"E, Himmel",1
"Haus, Hietzt",1
"E, Baum",1
"Sand, Welt",1
"Sand, Haus",1
"Welt, Eine",1
"Herrgott, Eine",1
"E, Hietzt",1
"Mensch, Spielhansel",1
"Sand, Hietzt",1
"Himmel, Zahn",1
"Herrgott, Wide",1
"Eine, Zahn",1
"Sand, Himmel",1
"Geld, E",1
"Leute, Spielhansel",1
"Eine, Hietzt",1
"Spielhansel, Zahn",1
"Brot, Hietzt",1
"Welt, Wide",1
"Wide, E",1
"Herrgott, Mensch",1
"E, Haus",1
"G'sogt, Haus",1
"Wein, Eine",1
"Baum, Spielhansel",1
"E, Herr",1
"Haus, Spielhansel",1
"Brot, Zahn",1
"Herrgott, Hietzt",1
"Keller, G'sogt",1
"Mensch, E",1
"Eine, Herr",1
"Welt, Zahn",1
"Sand, Wein",1
"Sand, Spielhansel",1
"Wide, Hietzt",1
"G'sogt, Nacht",1
"Sand, E",1
"Nacht, Spielhansel",1
"Ding, Himmel",1
"De, Baum",1
"E, Spielhansel",1
"Ding, Wide",1
"Jahr, Eine",1
"G'sogt, Herr",1
"Geld, Spielhansel",1
"G'sogt, Wide",1
"Jahr, Spielhansel",1
"Ding, Eine",1
"Sand, Herrgott",1
"Herrgott, Ding",1
"Wide, Spielhansel",1
"Ding, Hietzt",1
"G'sogt, Zahn",1
"G'sogt, De",1
"G'sogt, Wein",1
"G'sogt, Jahr",1
"Sand, Ding",1
"Keller, Sand",1
"Herrgott, Nacht",1
"E, Zahn",1
"Eine, Haus",1
"Welt, Spielhansel",1
"Wide, Mensch",1
"De, Spielhansel",1
"Kuh, Stein",1
"Ei, Glück",1
"Gott, Gans",1
"Bein, Herz",1
"Stück, Butter",1
"Bein, Kuh",1
"Hand, Kuh",1
"Hans, Zeit",1
"Hans, Stein",1
"Mutter, Mensch",1
"Tüchlein, Haus",1
"Hans, Streiche",1
"Tier, Kuh",1
"Stück, Kuh",1
"Ding, Kuh",1
"Jahr, Kopf",1
"Milch, Brot",1
"Milch, Tag",1
"Hans, Tüchlein",1
"Pferd, Gans",1
"Hans, Jahr",1
"Bier, Heller",1
"Hans, Wurst",1
"Pferd, Glück",1
"Mir_Es, Fuß",1
"Schwein, Glück",1
"Mir_Es, Kuh",1
"Milch, Kopf",1
"Freude, Bauer",1
"Hans, Ding",1
"Stuhl, Hans",1
"Herz, Heller",1
"Pferd, Kuh",1
"Stück, Käse",1
"Freude, Bein",1
"Jahr, Kuh",1
"Milch, Butter",1
"Hans, Mir_Es",1
"Wurst, Schwein",1
"Stuhl, Schuh",1
"Jahr, Pferd",1
"Hans, Gans",1
"Geld, Pferd",1
"Bein, Pferd",1
"Freude, Kuh",1
"Leute, Schwein",1
"Weg, Kuh",1
"Bier, Herz",1
"Milch, Ei",1
"Stück, Jahr",1
"Stück, Zeit",1
"Ei, Haar",1
"Milch, Käse",1
"Stuhl, Kopf",1
"Milch, Tier",1
"Gold, Kuh",1
"Hans, Tier",1
"Bein, Auge",1
"Brot, Kuh",1
"Geld, Schwein",1
"Haar, Tier",1
"Stück, Kopf",1
"Gott, Schwein",1
"Freude, Gnade",1
"Ei, Kuh",1
"Schwein, Kopf",1
"Käse, Tag",1
"Ei, Schwein",1
"Freude, Heller",1
"Geld, Gans",1
"Trunk, Stein",1
"Hans, Ei",1
"Gold, Zeit",1
"Gans, Glück",1
"Stuhl, Mir_Es",1
"Milch, Haar",1
"Gnade, Auge",1
"Hans, Kuh",1
"Weg, Schwein",1
"Pferd, Schwein",1
"Hans, Haar",1
"Gold, Schuh",1
"Kuh, Auge",1
"Hans, Herz",1
"Glück, Kopf",1
"Hans, Fuß",1
"Mutter, Kuh",1
"Erde, Geld",1
"Hans, Pferd",1
"Hans, Schwein",1
"Hans, Mensch",1
"Haar, Kuh",1
"Stuhl, Stein",1
"Gans, Schwein",1
"Käse, Kuh",1
"Hans, Glück",1
"Ei, Gans",1
"Kuh, Glück",1
"Milch, Mir_Es",1
"Freude, Stein",1
"Erde, Gans",1
"Hand, Wurst",1
"Schuh, Mir_Es",1
"Jahr, Gans",1
"Milch, Ding",1
"Mutter, Herr",1
"Milch, Stück",1
"Jahr, Schwein",1
"Kuh, Butter",1
"Schuh, Kopf",1
"Bier, Freude",1
"Wurst, Kuh",1
"Stück, Herr",1
"Ei, Pferd",1
"Milch, Baum",1
"Schuh, Hans",1
"Kuh, Schwein",1
"Gans, Kuh",1
"Schuh, Stein",1
"Mir_Es, Stein",1
"Trunk, Brunnen",1
"Hans, Gnade",1
"Gold, Schwein",1
"Wiese, Bräutigam",1
"Hochzeit, Wiese",1
"Weg, Gut",1
"Topf, Hand",1
"Hans, Finger",1
"Hand, Weißbrot",1
"Vetter, Hans",1
"Feld, Bräutigam",1
"Milch, Topf",1
"Finger, Gut",1
"Topf, Weißbrot",1
"Finger, Feld",1
"Finger, Placken",1
"Placken, Feld",1
"Frau, Placken",1
"Milch, Heller",1
"Weißbrot, Heller",1
"Weg, Placken",1
"Topf, Heller",1
"Hand, Heller",1
"Hans, Weißbrot",1
"Milch, Hand",1
"Vetter, Topf",1
"Finger, Bräutigam",1
"Placken, Tag",1
"Feld, Gut",1
"Vetter, Weißbrot",1
"Weg, Finger",1
"Vetter, Milch",1
"Wiese, Placken",1
"Finger, Wiese",1
"Vetter, Hand",1
"Hans, Bräutigam",1
"Hochzeit, Finger",1
"Placken, Kleid",1
"Placken, Bräutigam",1
"Hans, Heller",1
"Milch, Weißbrot",1
"Vetter, Frau",1
"Topf, Hans",1
"Placken, Gut",1
"Hochzeit, Placken",1
"Frau, Wiese",1
"Schnee, Stein",1
"Gut, Kleid",1
"Vetter, Vater",1
"Kleid, Bräutigam",1
"Hans, Placken",1
"Vetter, Bauer",1
"Hans, Wiese",1
"Kleid, Stein",1
"Vetter, Heller",1
"Wiese, Gut",1
"Hans, Kleid",1
"Wiese, Kleid",1
"Stück, Fisch",1
"Goldkind, Haus",1
"Freude, Goldkind",1
"Hirsch, Abend",1
"Gut, Mann",1
"Erde, Pferd",1
"Hirsch, Braut",1
"Fisch, Pferd",1
"Mädchen, Goldkind",1
"Fisch, Gut",1
"Wasser, Schloß",1
"Finger, Leben",1
"Hirsch, Mann",1
"'er, Mann",1
"Fisch, Schloß",1
"Wald, Goldkind",1
"Goldkind, Herz",1
"Hexe, Goldkind",1
"Räuber, Leute",1
"Mensch, Glück",1
"Auge, Kleid",1
"Mensch, Fisch",1
"Stück, Haus",1
"Nacht, Gut",1
"Braut, Goldkind",1
"Freude, Bräutigam",1
"'er, Herz",1
"Goldkind, Bräutigam",1
"Vater, Goldkind",1
"Finger, Stein",1
"Goldkind, Tochter",1
"Morgen, Hirsch",1
"Stück, Pferd",1
"Hexe, Herz",1
"Hirsch, Haus",1
"Finger, Bruder",1
"Räuber, Pferd",1
"Goldkind, Leute",1
"Welt, Fisch",1
"Goldkind, Jagd",1
"Braut, 'er",1
"Sprache, Glück",1
"Gold, Räuber",1
"Hexe, Braut",1
"Hirsch, Tag",1
"Hexe, Leben",1
"Hirsch, Jagd",1
"Pferd, Kind",1
"Fisch, Glück",1
"Wasser, Glück",1
"Hirsch, Goldkind",1
"Erde, Fisch",1
"Gott, Pferd",1
"Hirsch, Auge",1
"Frau, Goldkind",1
"Frau, Fisch",1
"Welt, Goldkind",1
"Fisch, Nacht",1
"Hand, Fisch",1
"Morgen, Braut",1
"Morgen, Goldkind",1
"Hochzeit, Goldkind",1
"Abend, Auge",1
"Reihe, Leben",1
"Reihe, Gnade",1
"Fuchs, Herde",1
"Fuchs, Wiese",1
"Fuchs, Gebet",1
"Herz, Gnade",1
"Reihe, Gans",1
"Herde, Leben",1
"Schrecken, Herde",1
"Fuchs, Schrecken",1
"Herz, Gebet",1
"Fuchs, Gans",1
"Gnade, Gebet",1
"Herz, Gans",1
"Herde, Gans",1
"Ga, Gebet",1
"Gans, Gebet",1
"Gans, Gnade",1
"Schrecken, Leben",1
"Wiese, Leben",1
"Reihe, Herz",1
"Schrecken, Gans",1
"Leben, Gebet",1
"Ga, Reihe",1
"Gans, Leben",1
"Reihe, Gebet",1
"Schrecken, Wiese",1
"Fuchs, Gnade",1
"Korb, Topf",1
"Herz, Streiche",1
"Vöglein, Axt",1
"Mensch, Riese",1
"Welt, Ei",1
"Tag, Riese",1
"Arbeit, Baum",1
"Arbeit, Streiche",1
"Stück, Schneiderlein",1
"Streiche, Axt",1
"Tier, Schwein",1
"Berg, Riese",1
"Schiff, Diener",1
"Schneider, Zahn",1
"Schneider, Rock",1
"Schwein, Zahn",1
"Schneiderlein, Käse",1
"Gott, Stück",1
"Stärke, Schneiderlein",1
"Schneider, Haar",1
"Riese, Stein",1
"Streiche, Königstochter",1
"Schneider, Baum",1
"Mensch, Streiche",1
"Stärke, Brot",1
"Rock, Schneiderlein",1
"Bett, Riese",1
"Schneider, Topf",1
"Erde, Stein",1
"Riese, Auge",1
"Schneider, Jäger",1
"Schneiderlein, Stimme",1
"Schneider, Mensch",1
"Schneider, Vöglein",1
"Schneiderlein, Baum",1
"Schneiderlein, Tag",1
"Streiche, Leute",1
"Schneiderlein, Ohr",1
"Mund, Schwein",1
"Baum, Riese",1
"Schneider, Streiche",1
"Schneider, Frau",1
"Schneider, Kammer",1
"Morgen, Ohr",1
"Schneider, Mund",1
"Ding, Tisch",1
"Schneider, Mann",1
"Weile, Auge",1
"Topf, Treppe",1
"König, Vöglein",1
"Streiche, Baum",1
"Vogel, Tor",1
"Morgen, Schneiderlein",1
"Korb, Treppe",1
"Wald, Hochzeit",1
"Korb, Frau",1
"Tor, Käse",1
"Schneider, Axt",1
"Wald, Streiche",1
"Schneider, Korb",1
"Schneider, Tor",1
"Schneiderlein, Jäger",1
"Schneiderlein, Königstochter",1
"Erde, Schwein",1
"Gott, Brot",1
"Morgen, Riese",1
"Riese, Tochter",1
"Schneiderlein, Tochter",1
"Feuer, Riese",1
"Schneider, Schneiderlein",1
"Welt, Streiche",1
"Kammer, Streiche",1
"Ohr, Königin",1
"Schneider, Morgen",1
"Schneiderlein, Bett",1
"Stärke, Riese",1
"Baum, Glück",1
"Welt, Schiff",1
"Schneider, Vogel",1
"Riese, Axt",1
"Freude, Streiche",1
"Schneiderlein, Streiche",1
"Königstochter, Riese",1
"Riese, Gemahlin",1
"Schwein, Türe",1
"Ohr, Bauersfrau",1
"Streiche, Frieden",1
"Männlein, Riese",1
"Schneider, Riese",1
"Schneider, Wald",1
"Riese, Mann",1
"Geselle, Riese",1
"Stärke, Gott",1
